,SASA,Volume,HOMO,LUMO,IP,EA,Dipole,C_1_BV,C_1_SASA,C_1_P_int,C_1_charge,C_1_electrophilicity,C_1_nucleophilicity,C_1_radicalFukui,C_2_BV,C_2_SASA,C_2_P_int,C_2_charge,C_2_electrophilicity,C_2_nucleophilicity,C_2_radicalFukui,O_1_BV,O_1_SASA,O_1_P_int,O_1_charge,O_1_electrophilicity,O_1_nucleophilicity,O_1_radicalFukui,N_1_BV,N_1_SASA,N_1_P_int,N_1_charge,N_1_electrophilicity,N_1_nucleophilicity,N_1_radicalFukui
CC(NC(=O)c1cc2ccccc2s1)c1cccc2ccccc12,561.0575014405205,396.3178392679771,-0.377129755131143,-0.2780984076044647,7.267279647648238,0.7772368090557567,1.1947954764175874,0.634540574807443,5.098507962617483,30.750658996412557,-0.00572325961462,0.019255692738815,-0.0015048601396589,0.008875416299578,0.6114501040754577,3.874766457342936,30.19068541035385,0.2729882309699978,0.016207917403899,0.0014597605042304,0.0088338389540647,0.4364141106627797,29.033775550525203,19.37209248308522,-0.4437167207036335,0.0601508238467407,0.0414368488544758,0.0507938363506083,0.6659642174788049,0.4531848735165716,34.600541810380136,-0.175109631191279,0.0210876419735374,0.0084457585379126,0.014766700255725
Cc1cc(C(=O)NC2CCc3ccccc32)cc(Cl)n1,511.97547054511904,342.14856005092946,-0.3866692813948922,-0.2790819473878271,7.717385386743014,0.3837865674391926,1.4980345372552573,0.6187142564597038,4.631172930949631,29.033584145709597,-0.0030402514036382,0.0557467889144237,0.0182355895527806,0.0369911892336022,0.5787110698941049,3.850484326612425,28.6194673729,0.2723149517806619,0.0249890518787865,0.0107142378858516,0.0178516448823191,0.4033786940604602,33.20383582712982,18.104417820395746,-0.4277771321018089,0.0846942271763994,0.0903434394012604,0.0875188332888299,0.6260067494203628,0.4421601196912104,32.924502101428224,-0.1750345488571236,0.0308993884711812,0.0233992857429995,0.0271493371070903
COc1ccc2cc(C(C)C(=O)NCc3ccc(F)cc3F)ccc2c1,603.2539374480081,418.8703936387816,-0.3731552015639493,-0.261754982970482,7.362377015006835,0.4150849650375263,1.3472130363482333,0.6228963994644106,0.085426618079058,32.778372340116505,-0.0461959799884325,-0.0025091597302694,0.0066922476967927,0.0020915439832616,0.6395298875223236,0.8468292203145411,30.79761071737897,0.2753242804535626,-0.0005845422785121,0.006229732282397,0.0028225950019424,0.4705307052132499,22.64376286681852,19.245204590445315,-0.4296686647557652,0.025120563432563,0.0798133456210626,0.0524669545268128,0.6207913661785656,0.4782558912949618,32.479525645903465,-0.1810029747466811,0.0010391386944851,0.0197958548189017,0.0104174967566934
CC(=O)c1ccc(NC(=O)C2CC3(CC3)CN2C(=O)OC(C)(C)C)cc1,611.4557534021567,457.01311844234016,-0.3835647458840366,-0.2745346031647935,7.539216958338475,0.2273239722402435,2.4625850546567976,0.6602142959740365,0.8356674951610827,30.169894870121936,0.018247379993827,-0.0016152376322577,0.0021544033414621,0.0002695828546022,0.6464686573756091,5.522308908330469,30.579555399409063,0.2705367195491301,0.0422156578225457,0.0097106249478449,0.0259631413851953,0.4937635782410934,18.53679353592816,21.044140052255987,-0.4062144880710782,0.0879197961895377,0.0769288095030071,0.0824243028462724,0.6474774034208246,3.3721386139637164,30.96746035660857,-0.1664269998925301,0.0197858194604117,0.0220541792510756,0.0209199993557437
Cc1ccc(F)cc1C(=O)NCc1ccccc1C(F)(F)F,491.8871313174056,332.37115980948226,-0.4001085220123023,-0.269638558682196,8.380992867763666,0.3414230291693566,1.6558637816809598,0.671530236695956,3.360078506955172,30.70257597122984,-0.0291834798851115,0.0346258169598852,0.024983173799448,0.0298044953796666,0.6373427599855185,2.662062198193341,30.7751939568722,0.2768600022280355,0.0185326699654027,0.0076159802933596,0.0130743251293811,0.486356224369831,22.419142626133212,19.584804729163157,-0.4319006211166926,0.0609986580517517,0.1052052329590239,0.0831019455053878,0.6307456671652157,1.941979410510534,29.423433268747544,-0.1763994877506469,0.0212813889464778,0.0421794371245729,0.0317304130355253
Cc1ccc(F)cc1C(=O)NCc1cccc2ccccc12,505.7754690095357,354.2883439840579,-0.382045686239243,-0.2663459606297083,7.615323454683635,0.4062855163669844,1.4517387410109643,0.6824483766962118,2.9554051311781144,30.96768781568269,-0.0285342986651234,0.0292519389616783,0.0137892342866058,0.021520586624142,0.6442143854287109,0.9725309365836466,30.64379963820653,0.2780470947502476,0.0131181632777423,0.004713221680959,0.0089156924793506,0.4683483044089631,26.78437534918015,19.427835908151483,-0.4348561305818273,0.0522668086679109,0.071019569661246,0.0616431891645784,0.6214114231767002,3.5359848886280782,28.397567274073687,-0.1730843053999951,0.0172549541431756,0.0184467423999955,0.0178508482715855
Cc1ccccc1NC(=O)C1c2ccccc2Oc2ccccc21,521.414133246596,379.5083794527406,-0.3757974317235268,-0.2484667247478019,7.322019038445362,-0.0196137248509148,1.2850473432994145,0.6926425365158199,0.5349060294609242,32.481465691477936,-0.0462748177932343,-0.0028449608792092,0.0036517281515094,0.00040338363615,0.6622632681183958,0.9583149249469748,33.25051737837219,0.2793500871900118,0.0255189804221716,0.0089976402334863,0.0172583103278289,0.4392349509981262,29.199896217457123,19.517705806680684,-0.4112946026314575,0.0735347177956553,0.0819340639029996,0.0777343908493274,0.7273117893094648,0.4778655750015778,35.567464849788415,-0.1648445131341652,0.0130990321929297,0.0276586573787621,0.0203788447858459
O=C(NCc1ccc2c(c1)OCO2)c1ccc(C(F)(F)F)cn1,520.0652541960898,330.8186285823892,-0.3815331258430209,-0.3068002422185851,7.747885497489735,0.884899115171703,1.0193648845631038,0.6091059376257189,6.790157429369382,28.064067888546223,0.0723799350716903,0.057329386430158,0.0057577316012376,0.0315435590156978,0.5740856808380903,5.258122311986984,27.05014593383817,0.2650288059878556,0.0251918496894721,0.0083275351847701,0.0167596924371211,0.4174664604732381,29.37487525592411,17.55693899759921,-0.4291891595661426,0.0896500789536242,0.0763860929080469,0.0830180859308356,0.5654572732615036,4.139955631625827,27.16067384084128,-0.1569156660643759,0.0384787226608427,0.0195726988766809,0.0290257107687618
CCCN(C)C(=O)c1cc(C)nc(Cl)c1,432.6518245795,287.48211293732425,-0.3836079922757181,-0.2659152067352297,8.010786369665073,-0.3369280082179809,1.892312828805831,0.6853514410178546,0.9872885518383046,31.1270114764691,0.0059575875753228,0.0853588277800204,0.0186410651404519,0.0519999464602361,0.6389900621810702,1.7173121155898905,28.79154183002896,0.2648844802984184,0.024954372844143,0.011438877256922,0.0181966250505325,0.4106928687680523,35.37419466387,17.78197362845921,-0.4341206202792025,0.0856975228730429,0.1218962910817391,0.103796906977391,0.6562372246283227,0.5988253529649341,30.124197293782814,-0.0894792420150929,0.0431461481745405,0.0694374311323276,0.056291789653434
COc1ccc(CC(=O)Nc2ccc(OC)cc2)cc1,514.0066191077483,340.6500522031581,-0.3652856707293805,-0.2328989534128963,7.138919018860276,-0.5704446962830153,0.9876450059917664,0.4960480339861579,6.0881422086608,23.692783310650665,-0.0994947423151657,-0.0119377053681111,-0.0060178713422291,-0.0089777883551701,0.5648387998161816,4.566106668123334,27.57471131841416,0.2786920960397255,0.0324202995855541,0.0093705193186667,0.0208954094521104,0.3968517052209576,34.29668838180125,17.35759862594411,-0.4180974882030288,0.0784195118541369,0.0731359272783286,0.0757777195662327,0.6219390612235187,3.087967282148307,29.671923792453622,-0.1612244810695289,0.0159218439896189,0.0335800883823597,0.0247509661859893
CC(NC(=O)c1cc2ccccc2o1)c1cccc2ccccc12,553.3687903361637,383.7268320880368,-0.3772975734325022,-0.2713544448983798,7.386898960471463,0.6308293600290285,1.4479560090440395,0.5925357403094429,6.674171793599849,27.69149731011986,0.0868589786004628,0.0288438240531906,0.0205791065903839,0.0247114653217872,0.5944979295559538,3.78759496601901,28.54960829085435,0.2667975212045896,0.0185203725220368,0.003232333225775,0.0108763528739059,0.4315261145397399,30.14667112751388,18.644298716731942,-0.441130073232687,0.0611046656117007,0.0482446185881022,0.0546746420999014,0.6457017518813646,0.7065603579883778,33.00519814200159,-0.1716386551469788,0.0218543571848604,0.0162371278764498,0.0190457425306551
