,SASA,Volume,HOMO,LUMO,IP,EA,Dipole,O_1_BV,O_1_SASA,O_1_P_int,O_1_charge,O_1_electrophilicity,O_1_nucleophilicity,O_1_radicalFukui,C_1_BV,C_1_SASA,C_1_P_int,C_1_charge,C_1_electrophilicity,C_1_nucleophilicity,C_1_radicalFukui,O_2_BV,O_2_SASA,O_2_P_int,O_2_charge,O_2_electrophilicity,O_2_nucleophilicity,O_2_radicalFukui,C_2_BV,C_2_SASA,C_2_P_int,C_2_charge,C_2_electrophilicity,C_2_nucleophilicity,C_2_radicalFukui
N#Cc1ccc(C(=O)O)cc1,315.9438497814489,169.9568594324408,-0.4306307648149826,-0.3081272759764543,9.513288600664223,0.8626242098413309,1.2967653806495854,0.3306990774459554,41.66340676328785,14.391888287184248,-0.4080460759134306,0.1301920238494571,0.1654270820945416,0.1478095529719993,0.4689713008619089,9.980233118548352,21.49546259325195,0.3559416326838619,0.0445187507286848,0.0219472078785687,0.0332329793036268,0.3297643740717108,27.378953147379068,16.247367339920913,-0.3760376430824179,0.0586615744037905,0.0684938706954285,0.0635777225496095,0.6118267787341516,5.410126542741552,25.850565679392652,-0.0094097066933992,0.0590727489897604,0.0395842571573402,0.0493285030735503
CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,462.4594241761432,333.1390612092291,-0.3972005120903073,-0.2661064893749507,8.218064672005092,-0.338655119384363,1.1020322460226537,0.3324357402246237,41.522447987113466,15.447469017755129,-0.4251486754637492,0.1517507635148502,0.0960881954289157,0.1239194794718829,0.4703724127233479,9.89227698180934,23.049255235663985,0.3529053549293136,0.0623562056337946,0.0125568995775042,0.0374565526056494,0.3328094828027806,27.573006241884062,17.705951991721847,-0.3853598237578446,0.069137651043001,0.0377951540260709,0.0534664025345359,0.6245225572433075,5.3801319013208015,28.7917343064635,-0.0243647624852552,0.0531789283935033,0.0263762599462109,0.0397775941698571
O=C(O)c1ccc([N+](=O)[O-])s1,310.9383012983474,165.96756405972422,-0.448677411292274,-0.3489922316559981,9.973120519288669,2.022017780283358,1.7265998150686643,0.3278359679092885,43.28603312748338,14.55464867668486,-0.3942605063399562,0.1052784423677476,0.1442810827163657,0.1247797625420566,0.4717694713768117,10.056089575883224,22.05631298788369,0.3591507288534331,0.0286107171264644,0.0118906914115965,0.0202507042690304,0.3403280173575131,27.3445560941238,16.94253939784454,-0.3706411687749351,0.0409402506624422,0.0514482117740944,0.0461942312182683,0.6193883284948567,5.28224300435752,26.84381414480608,-0.0163466818046068,0.0242249809957175,-0.0057228094755036,0.0092510857601069
Cc1ccc(C(=O)O)cc1F,317.26329382913553,177.48996188851618,-0.4166162723340981,-0.2837771459847327,9.15486171265762,0.0512367970878187,0.8768516514551857,0.3301317353102023,41.761349226604565,14.393466230216037,-0.4127103615645746,0.1545224464661631,0.1434039316770415,0.1489631890716023,0.4691941864917268,9.961393813542475,21.491372782683065,0.3561756797328406,0.0601772253921986,0.0132836846703718,0.0367304550312852,0.3296739345180371,27.45995486863944,16.156737854160912,-0.3784390259579564,0.0702717609216907,0.0584079535807298,0.0643398572512103,0.6113660709158055,5.4158631185103925,25.74687244246568,-0.0201578055689728,0.0591811846296094,0.0601965646487505,0.0596888746391799
O=C(O)C1(c2ccccc2)CC1,341.4295869676652,208.82244912820025,-0.3983155932375271,-0.2356637577543409,8.593898918636784,-1.1030853371358855,0.7091505872119057,0.3593365642737761,37.71455848991908,14.941403142582718,-0.423616702379181,0.1332772479926874,0.1372911317463412,0.1352841898695143,0.5405912240439692,6.12414284448635,24.310317118769326,0.3592350341142895,0.064029133864567,0.0173896615462684,0.0407093977054177,0.397258200980546,21.87916437219764,19.996151943588444,-0.3839462331943302,0.0510464583246841,0.0412709528033323,0.0461587055640082,0.7010296297591199,0.0,32.72988348461161,-0.0109546610255062,0.001647838877605,0.0183724950393026,0.0100101669584538
O=C(O)C1C[C@H]1c1ccccc1,351.51250406680714,209.57318891821944,-0.4017371870416251,-0.2400562444083762,8.658374483130347,-0.8477997518850571,0.8072540274415267,0.333773825715165,41.554381832773366,14.48936573720696,-0.4239705800444096,0.1297370410669879,0.123072561025108,0.1264048010460479,0.4685787483505389,6.771741866744622,21.95420247234263,0.3576211171700522,0.0660663068824998,0.0106895731937948,0.0383779400381473,0.3162772015371454,29.949953365539923,15.69986935030878,-0.3876961769366551,0.0627985639859478,0.0496086234925418,0.0562035937392448,0.5694378259624333,2.6176507199665533,24.71539545323953,-0.049505627567362,0.0020977023143363,0.030084228772011,0.0160909655431737
O=C(O)c1cc(Cl)cc(Cl)n1,330.0241229119069,180.65312261415056,-0.4122935754675714,-0.3124383753911651,9.1120467779906,0.9673814791423954,0.2739763515566878,0.3286969750893339,42.14499302914854,14.487311483334205,-0.3939516592249804,0.1409809155103244,0.125846981890137,0.1334139487002307,0.4590617566536275,10.13123542734912,21.383927591955047,0.3592595398696905,0.0498165659246403,0.0164217137759822,0.0331191398503113,0.3225219780570821,29.69925041133276,16.205198027887437,-0.3416217461574611,0.0682582872541758,0.0468236187925746,0.0575409530233752,0.6040167374067729,6.714151725701881,26.477056040306948,0.0743010349559865,0.0629010378137122,0.0223471953741138,0.042624116593913
Cc1cccc(C)c1C(=O)O,324.75441476348067,196.28039389754645,-0.3967120966630284,-0.2511588516928684,8.607907730600001,-0.8551089414964808,0.7102818913969442,0.3812473793483407,37.58606261204638,15.90185549251994,-0.414105804732008,0.1477252009535197,0.1034614446086529,0.1255933227810863,0.5534237560247475,0.3600084023764239,26.18683005821872,0.3665661122546114,0.0636981315505941,0.0040382101611036,0.0338681708558489,0.3839728731668483,22.70913153738183,18.06813578676549,-0.3779130291641898,0.0692501042567367,0.0372124414114426,0.0532312728340896,0.7110306792849908,2.9000677599975484,29.487767428758247,-0.0340310666659557,0.0588420783976274,0.0254617777959752,0.0421519280968013
O=C(O)c1ccc(F)cn1,287.77679026547526,146.43141236920596,-0.3974280684889413,-0.3018880627485042,9.196191589865212,0.3994066315343461,0.1817511606829979,0.3289821524585719,42.08482154374341,14.195864762087869,-0.4048851476607014,0.1550850082721386,0.1482708892237068,0.1516779487479227,0.4595977032733459,10.06602863086078,21.00353717850379,0.3558507081718305,0.0581547697522097,0.0183605607166978,0.0382576652344538,0.3211876209274243,29.9733882986923,15.445340293469144,-0.3488118174765405,0.0741280479415315,0.056188370775309,0.0651582093584202,0.5984794058929351,6.793399713697574,24.99528952491561,0.0632204770224792,0.0610524112796737,0.0264122649765257,0.0437323381280997
Cn1cc(C(=O)O)c(C(F)F)n1,328.9311330412458,179.69376907413212,-0.4207481596225257,-0.2718499077212649,9.541776309333132,-0.5444364204180852,2.322833786939274,0.3439739993990999,40.31426230694522,14.76050369440765,-0.4225259168394435,0.1719791417066666,0.1712786414579769,0.1716288915823217,0.496901646674228,9.717482913718534,21.604021492501264,0.3608239807063883,0.0782813081599863,0.0178432830873567,0.0480622956236715,0.3849443705492406,20.04539844003496,17.38050218039366,-0.3677974495289026,0.0808505453085025,0.066542004463524,0.0736962748860133,0.6414332094290867,5.210013446288888,25.501645865828067,-0.0527179613659646,0.0454839825220383,0.0487864101473111,0.0471351963346747
O=C(O)C1CC=CCC1,295.65853640255136,171.3997802336356,-0.3888346055660017,-0.2354675655873382,8.651034646340344,-1.7613693530749852,0.73166681968642,0.3582778649449145,39.04292511303258,15.00602449663753,-0.4104044971176573,0.1771813714628481,0.1113633444580805,0.1442723579604643,0.4914651764777255,4.822130221078045,22.26356066035376,0.3581121516702144,0.1005877456787173,0.0097230354502799,0.0551553905644986,0.3201156721479009,29.71209278336919,15.651270590710848,-0.3807929469895039,0.0886570173654202,0.0503479945522479,0.069502505958834,0.6167039081914399,0.1530135031574381,27.683820383871467,-0.0413359231309845,-0.0069789649911681,0.0048646175568934,-0.0010571737171373
Cc1ccc(C(=O)O)c2ccccc12,361.56468659476695,226.1981391430175,-0.3831501807825492,-0.2811933633673474,8.051729972338993,0.3599240358915483,1.0739540072465483,0.3669538859588625,36.388153903048696,15.882206528512755,-0.4250684606470442,0.1060125701198812,0.080641542976011,0.0933270565479461,0.5002953958505384,8.615550579178883,23.32611786657218,0.3546283425145288,0.036859553258861,0.0058863898218769,0.021372971540369,0.3402261400163641,26.50274814320703,17.02687078741849,-0.3868356368113534,0.0481600979052374,0.0369970859685047,0.0425785919368711,0.6545137680083875,5.278550359693062,28.191930393726143,-0.0299086410947225,0.0471922039264398,0.0569288340252528,0.0520605189758463
O=C(O)c1ccc([N+](=O)[O-])cc1,320.8255859823347,175.1947876472543,-0.4442793249524645,-0.3389395448189349,9.848753693643005,1.7065290606242427,1.826082934559052,0.3308155561612983,41.62340904705263,14.484737311425471,-0.3985422413320166,0.1063754952382869,0.1656327427786026,0.1360041190084448,0.468694672583279,10.002730800082926,21.4798473004946,0.3576439303657836,0.0314230606443555,0.0206226695891152,0.0260228651167353,0.330183675487767,27.231461027092365,16.264404115219744,-0.3705001030126337,0.0472295014975384,0.0685217096350623,0.0578756055663004,0.612133972528284,5.4251235115842285,25.888114030517336,-0.0033029302925387,0.0540358666991282,0.035062962528949,0.0445494146140386
O=C(O)c1ccc2c(c1)OCCO2,343.1713456985529,200.6930255574124,-0.391527413635177,-0.2712722707419555,8.469994266585935,-0.246414246721189,1.3863231836479817,0.3302312208329271,41.76671966859705,14.481792504058289,-0.4181221445644784,0.1546251260262535,0.1122518960956021,0.1334385110609278,0.4696378127268258,9.912756172483917,21.85351071038057,0.3553436031024507,0.0624101805174318,0.0094278036566342,0.035918992087033,0.3295024492319877,27.575207719251598,16.311825572859508,-0.3818200208208763,0.0703513396786031,0.0446869560142254,0.0575191478464142,0.6121492030077376,5.383491867789626,26.29399622698454,-0.0264489062396471,0.0550263226288239,0.054131968149314,0.054579145389069
O=C(O)c1ccnc(C(F)(F)F)c1,331.7521647386236,177.62730857237483,-0.4156402843764973,-0.3239927672651927,9.565203478109485,1.0415659534248871,1.4248537737591986,0.329988585543298,41.87039874623812,14.346273010962053,-0.391232171735043,0.1488990437032018,0.1475081219530038,0.1482035828281028,0.4671741054752362,10.038234542487658,21.60265404818605,0.3589907693115938,0.0521040050888486,0.0218685881080069,0.0369862965984277,0.3300922474799683,27.204959594109106,16.394036871427325,-0.3638018355943475,0.06897485271074,0.0618333838320187,0.0654041182713793,0.6130579109152884,5.444127199754607,25.775090155590718,0.0091510374562095,0.070539776286932,0.0396835947829452,0.0551116855349386
O=C(O)/C=C/c1ccccc1,334.3347915702412,186.5977466580998,-0.4018800110121182,-0.2917717879728259,8.73458012290524,0.4669255197473395,0.984469199462726,0.3221005192136499,42.89435613622648,14.188430458085271,-0.4243522959865441,0.1234820050005821,0.1296268128160052,0.1265544089082937,0.4245768723052961,9.938249806860773,20.49439644890905,0.3555231177488199,0.0431869363660194,0.0127815962236766,0.027984266294848,0.288177488103441,33.94098101406795,14.653640155477364,-0.3856130313331554,0.0619163931169893,0.0583701609843408,0.0601432770506651,0.4881389976287134,12.84940927103526,22.583974887029264,-0.0711143532676505,0.0512881661804109,0.0672297415375263,0.0592589538589686
CC(C)Cc1ccc(C(C)C(=O)O)cc1,434.8970322854422,292.1745607898241,-0.3879881589420941,-0.2372814931622452,8.056592857652273,-1.038328269907191,0.7393772652609629,0.3904829016886034,34.884666108429165,15.960211464271854,-0.409186035251996,0.1310971153148908,0.086936076718195,0.1090165960165429,0.5282496288138229,3.882090989060648,24.12367471828089,0.3629263841327805,0.0636788021929276,0.011939040002303,0.0378089210976153,0.3363678712113049,30.150847221684337,17.519784946648507,-0.3814488938681217,0.0632928005707314,0.0358506131260247,0.049571706848378,0.6153419705415136,0.1800042055512579,30.17847679050787,-0.0424683758226912,-0.0037269993781579,0.0098216457932947,0.0030473232075683
Cc1ccc(C(=O)O)cc1,309.4642065248501,172.82623386021316,-0.4079445475823716,-0.2712252867601368,8.938746678741023,-0.2996761209465847,1.1224363829849473,0.3300904952010237,41.70340755346419,14.373158775208928,-0.4219759236080724,0.1562661569376064,0.1483862695436668,0.1523262132406366,0.4693993413621998,9.905231703256414,21.554325996508908,0.3537216028944629,0.0627867743867017,0.0142267081829065,0.0385067412848041,0.3293654503778586,27.668939700557917,16.067667311645234,-0.3841876023441986,0.0708449836363447,0.061188560965459,0.0660167723009018,0.6108163674101466,5.380124629336246,25.693117061382303,-0.0226257407589518,0.0564992759056664,0.0692293767621475,0.0628643263339069
O=C(O)c1cnccn1,269.8052179910766,136.41617066925272,-0.3756351715340343,-0.3100200245992316,8.58690165547496,0.5387262724287205,0.7890856247041032,0.327196617208295,42.57204449907797,14.10700681989596,-0.400084533583623,0.1516287031013571,0.1168834098202126,0.1342560564607849,0.4582575152394303,10.06139908334411,20.81785088936696,0.3541802840423945,0.0548058164589807,0.016480943385428,0.0356433799222044,0.3212996985520536,29.76445598383364,15.481165911571551,-0.3511559681873962,0.070343602924304,0.0471754615653315,0.0587595322448177,0.5917678541429748,6.783348206234889,24.285818558406884,0.0614333119462692,0.0601234102926583,0.036185970792022,0.0481546905423402
COc1ccc(C(=O)O)cc1,324.8897668688164,183.4022506175136,-0.3947843365731844,-0.268115614075073,8.600403221757082,-0.3750826506928613,1.251373681328444,0.3298095284541856,41.77484217864624,14.40091111705421,-0.4242576190004311,0.1570427700039267,0.1251163127836007,0.1410795413937637,0.4695683109045223,9.936532653121134,21.60220327982148,0.3535256205306805,0.0642456031702803,0.0106212095699932,0.0374334063701367,0.329185438804154,27.69585996505945,16.18223331144266,-0.3858141615788335,0.0712257607609507,0.0507129264565986,0.0609693436087747,0.610804791504916,5.388206488208771,25.74751832947593,-0.0294398393305742,0.0544964494276203,0.0713060701705781,0.0629012597990992
O=C(O)c1ccc2c(c1)OC(F)(F)O2,340.94158122196865,184.8979296248017,-0.4400067982799953,-0.3048881480478039,9.816214478984284,0.610366038261594,1.4766430624525422,0.3313442292191514,41.57183527201087,14.455648287661576,-0.3981174583582891,0.1524807266794278,0.1544952213117461,0.1534879739955869,0.4695817923961111,9.984456846670309,21.748524123724398,0.3591672053620314,0.0569340422300633,0.0133754498557001,0.0351547460428817,0.3308492622836829,27.180854790789287,16.289331713823586,-0.3702369979446698,0.0697416588639663,0.0634151601429906,0.0665784095034785,0.6133647701322036,5.418254344146371,25.944319364054863,-0.0155441358276721,0.0627785404357291,0.0574608347523236,0.0601196875940263
Cc1cc(C)c(C(=O)O)c(C)c1,353.1547885318672,219.33700490426625,-0.39285219788103,-0.2492521091077027,8.375917038539697,-0.8335832872525102,0.8236366169006559,0.3813597653032605,37.40596577099812,15.936418064697802,-0.417547048387746,0.1456907173530549,0.0896243446618631,0.117657531007459,0.5509121557331987,0.4100698854798155,25.9105086666612,0.3655143187521568,0.0633220024648452,0.0023815757411947,0.0328517891030199,0.384008266793408,22.53922978956334,18.270332310896897,-0.3796391225654809,0.0682636803435065,0.0310183591095425,0.0496410197265245,0.7091225707866669,3.1500741453314016,29.66311541030365,-0.0400307221635116,0.0545945268497512,0.0485532934667045,0.0515739101582279
CC(NC(=O)OCc1ccccc1)C(=O)O,437.9240377210944,272.01357775776546,-0.4040831819487093,-0.2473736246314021,8.310651280151353,-0.6133620937234144,1.358819608653436,0.3313489965139061,42.5063774054888,14.489348469046345,-0.3964695541235824,0.1339871313153125,0.1059446074408294,0.1199658693780709,0.4932188811833755,5.694132900710193,22.48544442580706,0.3531150885096746,0.0726385793767258,0.0151558594558932,0.0438972194163095,0.3655888935152648,23.95708302894367,18.3327253090955,-0.3699301064158797,0.0628679748503201,0.0302166189263512,0.0465422968883356,0.581714738324735,0.0020001453019266,32.113135918927675,0.0241367259354404,-0.0017214256819811,0.0068068448182428,0.0025427095681308
O=C(O)c1c[nH]c2ncccc12,317.6538980468895,179.63935953436237,-0.3778405640360901,-0.2734091011536087,8.356495845370633,-0.0623116215452655,0.8638667232504521,0.342578956841186,39.8907829648262,14.930589225243626,-0.4287070519023724,0.1144492466061433,0.1226384535668881,0.1185438500865157,0.4807852807245492,9.957532441187816,21.82875859909201,0.3561411388445397,0.0421759175643186,0.0142792951860629,0.0282276063751908,0.3403810164654676,26.153854007791075,16.90941558210871,-0.3913530492012209,0.0497489957846249,0.0495257229229795,0.0496373593538022,0.6233713890575372,5.590496786147757,25.717281457966,-0.055186796068531,0.0393624679313837,0.0439695581770888,0.0416660130542362
O=C(O)C1CCCN1C(=O)OCc1ccccc1,419.42264918734605,301.4884268553828,-0.3914461909837424,-0.2453758817669741,8.189963231084837,-0.7277214380350893,1.0314610259701744,0.4235027548403983,34.46911127009026,18.166280385161357,-0.3987832187086739,0.1152699422703098,0.07709902645892,0.0961844843646149,0.6349001268476064,0.9180324225630874,27.99399305800853,0.3634115425841074,0.0589721072969142,0.0090746805636037,0.034023393930259,0.5963815087418269,9.30500642653384,25.706763853659638,-0.3677646996517976,0.0520771126112341,0.0147109999496822,0.0333940562804581,0.6533505015158871,0.5362203308632876,29.242002532606985,0.0222198344943982,-0.0028732202068389,-0.0038434685833473,-0.0033583443950931
CC(C(=O)O)c1ccc(CBr)cc1,394.0290869383039,248.66288039027887,-0.4035706161602629,-0.2596493369130953,8.442646223473764,-0.0402737367252228,1.6745838412258542,0.3925937600997814,34.63027753905711,15.848291283657826,-0.4053209275811377,0.0904508885233342,0.1028892212812486,0.0966700549022914,0.5275335615043377,3.813502484223456,23.863835715826195,0.363194100937515,0.0392731340962318,0.0159854689001676,0.0276293014981997,0.3333510666131523,30.50402759763719,16.975680217242225,-0.3784952791093913,0.0449524644586962,0.0449218068853442,0.0449371356720202,0.6156082475119021,0.1759621974389537,30.25875000880244,-0.0429601775385263,-0.0043820021941506,0.0128593058733801,0.0042386518396147
CCCCOc1ccc(C(=O)O)cc1,416.8917907038785,255.6043865007584,-0.3915711500432383,-0.2662321412247843,8.254749027910789,-0.4024782338138736,1.2656973702610483,0.3298768029430964,41.76530722079833,14.46853982761024,-0.4257450315479963,0.1559217098145794,0.0959626093569628,0.1259421595857711,0.4696228734782758,9.893868923458324,21.82264178503901,0.3533216065606808,0.0641671996758949,0.0081314812171717,0.0361493404465333,0.3291493605739801,27.71031048494215,16.323788000040988,-0.3861036408186963,0.0711222678243737,0.0381053505832986,0.0546138092038361,0.6107393867560885,5.401259817667462,26.152405338981406,-0.0301976985457921,0.0538252135696924,0.0575855529998843,0.0557053832847884
O=C(O)c1ccc(-c2ccccc2)cc1,393.51438576406974,242.50563813601127,-0.3970994450906991,-0.2791127174953384,8.291815832659374,0.3933236231839716,1.039302007476317,0.3300631290136356,41.71040486040723,14.614787837262316,-0.4206570025838918,0.1160837128895724,0.1040715161036314,0.1100776144966019,0.4693603242161887,9.932232099451548,21.891559597597578,0.3538396167697971,0.0421321124827636,0.0094900793155866,0.0258110958991751,0.3292047148025793,27.58894489928777,16.414501190500445,-0.3834005995595696,0.0525476648905258,0.0415442126863849,0.0470459387884554,0.610981177928074,5.412126461588564,26.525527082393005,-0.0201955816125024,0.045643747885901,0.0511174189048985,0.0483805833953997
O=C(O)C1CCC(F)(F)CC1,308.37453336543786,187.20689390543532,-0.4296330668748744,-0.2502493301666775,9.444971070458491,-2.184961016458183,1.5620474145914165,0.3972581997750836,33.38072341715372,15.774009347904745,-0.4041220780040233,0.2862860134622774,0.1254454202329442,0.2058657168476107,0.5333174152089403,4.304100564718124,22.38951246391362,0.359776500319602,0.18654446887817,0.0123118232398723,0.0994281460590211,0.3463729966422873,26.06300326985117,16.67130871601748,-0.377172091959132,0.1363004181344329,0.0556413101952347,0.0959708641648338,0.6216956298905288,0.1380032239844117,27.32336039422549,-0.0477397170693322,-0.0055626520167389,0.0149799247426069,0.0047086363629339
O=C(O)c1ccncc1Cl,293.43955262960577,161.15847302509417,-0.393231157409584,-0.3051387276824663,8.779367880931236,0.6418042934252626,0.7820319361771688,0.360521250893889,38.374168260995376,15.16160799628671,-0.39828888789446,0.1472312449349891,0.1134281372806,0.1303296911077946,0.500030617894889,9.030022876709063,22.601412055616212,0.3622587719528637,0.0517566984729604,0.0137550626468336,0.032755880559897,0.3634572966304519,23.66128447382065,17.4551940572251,-0.3666087607002883,0.0674429176839863,0.0443318413267613,0.0558873795053738,0.6526432916047655,5.36238613004592,26.960510779593545,-0.0092817372543219,0.0672482321123906,0.0355609649748433,0.0514045985436169
