can,E,ES_root_dipole,ES_root_electronic_spatial_extent,ES_root_molar_volume,E_thermal_correction,dipole,electronegativity,hardness,homo_energy,lumo_energy,molar_mass,molar_volume,C1_APT_charge,C1_ES_root_Mulliken_charge,C1_ES_root_NPA_Rydberg,C1_ES_root_NPA_charge,C1_ES_root_NPA_core,C1_Mulliken_charge,C1_NMR_anisotropy,C1_NMR_shift,C1_NPA_Rydberg,C1_NPA_charge,C1_NPA_core,C1_VBur,I1_APT_charge,I1_ES_root_Mulliken_charge,I1_ES_root_NPA_Rydberg,I1_Mulliken_charge,I1_NMR_anisotropy,I1_NMR_shift,I1_NPA_Rydberg,rate
FC1=C(F)C(F)=C(I)C(I)=C1F,-650.215887,2.1045,2756.6157,1975.719,0.058536,1.0615,0.17053,0.09199,-0.26252,-0.07854,401.8686,1192.244,0.11757,-0.431825,0.03106,-0.31188,1.99847,-0.485945,70.2821,76.0439,0.03042,-0.33626,1.99846,0.676998112,-0.038886,0.186879,0.01218,0.273224,28.0725,43.8641,0.00616,2.654824934098433
IC1=CC=CC=C1C(=O)C1=CC=CC=C1,-586.769163,4.0481,3562.2636,2019.759,0.194279,4.33515,0.162595,0.092615,-0.25521,-0.06998,308.118,1987.699,0.472477,-0.398342,0.02756,-0.21267,1.99854,-0.410519,104.8716,67.3739,0.0267,-0.21257,1.99857,0.6986312146,-0.237583,0.195853,0.00536,0.17297,24.7445,45.1441,0.00521,2.658635936140337
FC(F)(F)C1=CC(Cl)=CC(I)=C1,-1039.0377712499,1.7200500265,3257.454997192,1481.0878401274,0.09651,1.4868,0.1546262493,0.1089237507,-0.26355,-0.0457024987,306.4534,1472.6903522258,0.4942334984,-0.3479785026,0.03044,-0.2822275013,1.99876,-0.4174715034,112.4837755696,63.2290002649,0.02832,-0.2213950026,1.99867,0.6270256555,-0.2130359984,0.083825,0.02599,0.1964697528,30.6483748013,44.013050106,0.00548,2.6641390447637354
ClC1=C(C=CC(I)=C1)C#N,-794.402366,12.4633,2453.5774,1217.553,0.088439,5.0995,0.16744,0.09827,-0.26571,-0.06917,263.4649,1281.634,0.632701,-0.466172,0.02604,-0.32961,1.99862,-0.390311,124.0678,56.2634,0.02813,-0.2115,1.99868,0.6275959723,-0.242502,0.518033,0.00484,0.21254,29.9506,43.5856,0.00553,2.668857624263255
OC(=O)CC1=CC=CC(I)=C1,-470.4294142325,6.8960983366,2669.2478699022,1477.0256783486,0.1443897353,2.7291349868,0.1421102831,0.1091109182,-0.2512212013,-0.0329993649,262.0466,1343.6668286974,0.510020018,-0.3224063896,0.030858779,-0.2615493052,1.9987497662,-0.4050500418,94.3665715538,65.5476919288,0.0275077505,-0.2214160545,1.9986497473,0.6284600176,-0.2758143114,-0.0396095442,0.0261237557,0.1372229446,29.0736337726,45.2975637038,0.0052165713,2.6698125872379697
COC(=O)C1=CC=CC(I)=C1,-470.4162770322,7.2321655565,2761.5886250674,1511.2988018151,0.1438159598,2.3678848371,0.1565828626,0.1001728626,-0.2567557252,-0.05641,262.0466,1582.0721215311,0.4398917663,-0.4208086613,0.0271798392,-0.2061414431,1.99863,-0.4193235747,98.8499464561,64.7441102752,0.0276743551,-0.2334728206,1.99865,0.6272115243,-0.2530382243,0.4907858132,0.002938871,0.1584625699,29.3320966738,44.9198112897,0.00533,2.6741010984539253
NC1=CC(I)=CC(I)=C1,-308.862567,12.4004,1632.8146,1579.059,0.105854,4.645,0.139295,0.086485,-0.22578,-0.05281,344.9212,1542.337,0.727463,-0.369488,0.03017,-0.2607,1.99879,-0.413351,97.8642,64.8108,0.02784,-0.19918,1.99866,0.6287759597,-0.278959,-0.107507,0.01162,0.148101,30.1936,44.9757,0.00522,2.6742562277791073
FC1=C(I)C=CC=C1Cl,-801.409197,5.2834,1886.609,1428.2685,0.080965,3.427,0.152175,0.107325,-0.2595,-0.04485,256.4456,1145.754,0.3177,-0.431046,0.03033,-0.33697,1.99868,-0.512909,88.1643,77.8242,0.0273,-0.30876,1.99859,0.6434864695,-0.158187,0.068891,0.02451,0.20953,26.87195,46.0387,0.00597,2.678521911371268
FC(F)(F)C1=C(C=O)C=CC(I)=C1,-692.7755792607,2.2503488356,3073.7569691424,1104.7376616203,0.1164519465,3.3512962469,0.1750722756,0.0907121651,-0.2657844406,-0.0843601105,300.0187,1497.4773912527,0.5911365591,-0.4412444793,0.0272562362,-0.2639378591,1.9986589606,-0.4112582258,121.9688012057,54.7206622933,0.0282993543,-0.2126995753,1.99867,0.6268338428,-0.2520215404,0.1599745701,0.0054579213,0.205538077,29.274127521,43.8223363949,0.0055089606,2.6874424275688455
FC1=C(C(I)=CC=C1)N(=O)=O,-546.25789,8.9782,1937.034,1244.0396666667,0.094556,6.053,0.179195,0.087235,-0.26643,-0.09196,266.9981,1253.6833333333,0.467888,-0.416882,0.02802,-0.2332,1.99856,-0.415331,117.3164,70.1633,0.02817,-0.23424,1.9986,0.6645689113,-0.109231,0.404594,0.00502,0.254272,29.0285,43.9614,0.00575,2.690217391283718
BrC1=C(C(I)=CC=C1)N(=O)=O,-3017.699502,10.0837,2720.7408,1308.332,0.093188,6.1187,0.177595,0.089005,-0.2666,-0.08859,327.9037,1207.691,0.385357,-0.39585,0.02928,-0.22591,1.99852,-0.413823,111.3481,73.0935,0.02882,-0.24111,1.99855,0.667872876,-0.138246,0.361878,0.00562,0.257586,29.0735,44.3839,0.00583,2.693331538483158
COC1=CC(I)=CC=C1C#N,-449.325242,7.3809,2520.0323,1286.97,0.132193,5.4986,0.15406,0.09663,-0.25069,-0.05743,259.046,1319.144,0.73823,-0.455195,0.02833,-0.3033,1.9987,-0.407337,118.3445,56.1809,0.02831,-0.19533,1.99869,0.627753304,-0.266208,0.203653,0.00589,0.184278,29.7424,44.0391,0.00535,2.7027057806566246
