can,E,ES_root_dipole,ES_root_electronic_spatial_extent,ES_root_molar_volume,E_thermal_correction,dipole,electronegativity,hardness,homo_energy,lumo_energy,molar_mass,molar_volume,C1_APT_charge,C1_ES_root_Mulliken_charge,C1_ES_root_NPA_Rydberg,C1_ES_root_NPA_charge,C1_ES_root_NPA_core,C1_Mulliken_charge,C1_NMR_anisotropy,C1_NMR_shift,C1_NPA_Rydberg,C1_NPA_charge,C1_NPA_core,C1_VBur,I1_APT_charge,I1_ES_root_Mulliken_charge,I1_ES_root_NPA_Rydberg,I1_Mulliken_charge,I1_NMR_anisotropy,I1_NMR_shift,I1_NPA_Rydberg,rate
COC(=O)CC1=C(I)C=CC=C1,-509.669531704,6.5595415016,2600.440738308,1519.8802645322,0.173724007,3.1054255087,0.1428768066,0.1090969231,-0.2519737297,-0.0337798834,276.0734,1763.1000513651,0.4421956028,-0.3340823918,0.0294141258,-0.2407552222,1.99869,-0.4278138669,84.983465901,61.2652540706,0.0264694172,-0.2079888345,1.99858,0.6874841372,-0.2610417084,-0.0433803709,0.024541049,0.1478688226,24.9823140129,46.2615237665,0.0051349417,1.149377393297565
ClC1=CC(=CC=C1I)N(=O)=O,-906.581936,1.7677,2776.5485,1146.6785,0.093357,3.8528,0.18627,0.08415,-0.27042,-0.10212,283.4527,1408.777,0.434093,-0.405234,0.02851,-0.27912,1.99852,-0.385532,107.0125,52.1955,0.02939,-0.24404,1.99853,0.6562303335,-0.167753,0.229963,0.00557,0.252491,27.5594,43.6464,0.0056,1.1539729119520985
FC1=C(I)C=CC(=C1)C(F)(F)F,-678.725393,2.9009,2947.1881996821,1374.5277754581,0.097677,1.7278,0.151845,0.110225,-0.26207,-0.04162,289.9988,1280.8519028813,0.3219250003,-0.4234142501,0.03068,-0.35459,1.99868,-0.50788,95.0990250397,73.9783749868,0.02738,-0.30963,1.99859,0.6429358087,-0.157836,0.0588965005,0.02672,0.214886,26.3778,46.1021,0.00606,1.155226758269966
CC1=C(Cl)C=C(I)C=C1Cl,-1200.982928,4.1023,2805.3709,1873.923,0.109076,0.6113,0.151595,0.104255,-0.25585,-0.04734,286.927,1214.58,0.504989,-0.330891,0.03043,-0.25323,1.99875,-0.408399,105.2943,68.4689,0.02788,-0.22357,1.99864,0.6249213342,-0.226538,0.035221,0.02302,0.186915,30.7019,44.4355,0.00547,1.1559441145623843
FC1=C(F)C(F)=C(I)C(F)=C1F,-738.581818,2.7283,2377.1417,1366.46,0.060355,0.64795,0.15981,0.10281,-0.26262,-0.057,293.9625,1203.0785,0.062229,-0.580472,0.0309,-0.4078,1.99867,-0.676958,77.3847,94.0271,0.02718,-0.40455,1.9986,0.6611076149,-0.01829,0.127898,0.02166,0.282922,24.4216,46.9416,0.00674,1.1580107547295777
IC1=CC(I)=CC=C1,-253.557845,4.3809,1231.8777,1302.581,0.087576,1.9412,0.153835,0.099775,-0.25361,-0.05406,329.9066,1126.557,0.520805,-0.348567,0.02936,-0.23315,1.99874,-0.39776,99.9936,64.2918,0.02776,-0.22218,1.99865,0.627281309,-0.26133,0.071918,0.01513,0.162851,29.9703,44.6461,0.00534,1.1588827819281953
FC1=C(I)C(F)=C(Br)C=C1Br,-5582.317386,8.5438,4344.2836,1538.273,0.064905,0.85565,0.161535,0.099085,-0.26062,-0.06245,397.7832,1096.0195,0.148199,-0.570475,0.03148,-0.44157,1.99864,-0.644368,76.612,87.7177,0.02756,-0.37975,1.99854,0.6617369415,-0.070859,-0.111779,0.01229,0.277844,25.5796,46.4495,0.00663,1.1629139359306655
CCOC(=O)C1=CC(I)=CC(Br)=C1,-3080.2881304372,5.7880494911,5221.0968600332,1778.3149951597,0.16514936,2.6666404628,0.1620008821,0.0981657109,-0.260166593,-0.0638351712,354.9695,1861.3314713576,0.4788479504,-0.4336709983,0.0278469023,-0.220291325,1.99864,-0.4263525846,105.8277955801,63.8128926034,0.0281740482,-0.2257694118,1.9986566814,0.6272926456,-0.2354003602,0.4182861668,0.0038094471,0.1868490792,30.5155516807,44.2296986272,0.0054360843,1.1647000271577503
CC1=CC=C(N)C(I)=C1,-337.317689,10.9072,1738.4439,1540.2965,0.144348,2.2965,0.121205,0.092055,-0.21326,-0.02915,233.0514,1121.5755,0.289835,-0.330395,0.03102,-0.28476,1.99877,-0.45508,54.6012,82.2189,0.02531,-0.26458,1.99861,0.6548143486,-0.2730805,-0.34493,0.01792,0.128758,24.1569,48.1635,0.00518,1.1729271636123324
COC1=C(F)C=CC=C1I,-456.323503257,7.873723767,1834.166415838,1388.0415012994,0.124188743,2.2891242982,0.1394038553,0.1056738553,-0.2450777105,-0.03373,252.0267,1294.2215312785,0.3311989264,-0.3809962289,0.0314174298,-0.2942974298,1.99876,-0.4869457473,77.1229509674,72.0136470978,0.02669,-0.2693874298,1.99864,0.6519239316,-0.1858560281,-0.1423015761,0.0218825702,0.1740883693,25.8635742982,46.6265228945,0.00562,1.1732890974427181
NC1=C(I)C=C(C=C1)C#N,-390.229894,11.0577,2058.5681,1768.319,0.11526,7.3353,0.13403,0.09502,-0.22905,-0.03901,244.0344,1463.437,0.082742,-0.344625,0.03134,-0.29039,1.99878,-0.473749,66.1867,83.149,0.02612,-0.28414,1.99863,0.6526117055,-0.212544,-0.268973,0.01761,0.180458,25.1393,47.2781,0.00538,1.1767824297254383
OCCONC(=O)C1=C(NC2=CC=C(I)C=C2F)N2C=NC=C2C=C1,-1172.7913513527,7.6491859542,9084.3285070917,3581.9179422894,0.3140852738,3.7002742319,0.1325875948,0.0754042772,-0.207991872,-0.0571833175,456.2145,2745.76483212,0.3724973953,-0.4282943326,0.0266714441,-0.258088669,1.9986418485,-0.4252078142,91.4687522526,77.0812388596,0.0266781891,-0.2554703921,1.9986422191,0.6796394803,-0.2473659042,0.1644676713,0.0055200203,0.1640836893,30.2330800423,45.1711326447,0.0054377884,1.1781535130182343
BrC1=CC=C(C=C1)C(=O)C1=C(I)C=CC=C1,-3157.383912,6.0862,6666.7225,2240.446,0.185616,3.95225,0.166165,0.090035,-0.2562,-0.07613,387.0141,1983.3455,0.467828,-0.399395,0.02765,-0.21273,1.99855,-0.411621,105.83595,67.3529,0.02677,-0.21322,1.99858,0.6999685337,-0.235513,0.207937,0.00533,0.177106,24.4946,45.0417,0.0052,1.181061166899568
COC1=CC(I)=C(F)C=C1,-456.328031177,13.551576375,2114.6289250551,1605.5337645732,0.1242373684,3.7892491151,0.1350961876,0.0982802572,-0.2333764448,-0.0368159304,252.0267,1363.3547255296,0.4085962004,-0.4236428681,0.0328410136,-0.3642284893,1.9987352118,-0.5249994976,85.1627462553,79.1761780447,0.0272110136,-0.3000328672,1.9985952118,0.6448604436,-0.1809926686,-0.2891525882,0.017210885,0.1847752898,26.3928321526,46.6232459221,0.0059695764,1.1814721165299056
CC1=CC=C(C)N1C1=C(F)C=C(I)C=C1,-629.190558,15.2854,4102.4531,1927.98,0.215378,1.6965,0.122165,0.082795,-0.20496,-0.03937,315.1285,1691.2105,0.538876,-0.470407,0.0251,-0.34281,1.99864,-0.399066,109.3358,65.0999,0.02726,-0.2244,1.99868,0.6257866583,-0.241721,0.024209,0.00491,0.175421,30.3015,44.4636,0.00541,1.1851596614284747
CCOC(=O)C1=CC=C(I)C=C1F,-608.8438276577,4.6816296731,3965.9472077897,1644.4451155664,0.1665329603,2.3334526573,0.1602753859,0.1009444978,-0.2612198836,-0.0593308881,294.0639,1621.6622609924,0.6514338845,-0.4015354029,0.0279481772,-0.2885292895,1.9986960976,-0.3982832508,120.1017143194,57.4497738155,0.0276124217,-0.2090101984,1.9986775783,0.6257424518,-0.2559273916,0.2306870664,0.0140367005,0.1871941609,29.6362356345,44.1820176545,0.00544,1.1885934889560894
OCC1=CC(=C(I)C=C1)N(=O)=O,-561.5017462698,12.4318716019,2737.6067374116,1354.538010701,0.1373438479,6.2359886123,0.1744675847,0.0838142019,-0.2582817867,-0.0906533828,279.0338,1475.5666836677,0.4037750832,-0.4429622615,0.0259892839,-0.266209166,1.99851,-0.4164747966,109.2449186364,72.6579102653,0.0273906915,-0.2430336924,1.99857,0.6628097308,-0.1318247681,0.5882303223,0.0031791559,0.2371318712,29.0793509069,43.9564681511,0.0056157565,1.1908131848668364
IC1=C(C=CC=C1)C(=O)NCC1=CC=CC=C1,-681.3364681655,7.0022413439,5374.1688213658,2225.3800937905,0.243372999,5.1612215954,0.1446015933,0.1081754957,-0.252777089,-0.0364260977,337.1594,2194.7708908608,0.4702398053,-0.3284584588,0.0296503152,-0.2615497345,1.9986951051,-0.4142515201,97.7127242773,67.8825662861,0.0268881747,-0.2105373608,1.9985897824,0.6703226587,-0.2156030623,0.0076051513,0.0253015538,0.1681543567,26.390355369,45.6551884171,0.0054347861,1.1924302837706924
OC1=CC(I)=C(Br)C=C1,-2888.5314229746,11.2317497074,2305.9687206692,1331.1298195535,0.0934178686,3.7794805485,0.1430683371,0.0954665993,-0.2385349364,-0.0476017378,298.9055,1232.4867641665,0.4390589366,-0.3421600472,0.0318355298,-0.2876842101,1.99858,-0.4254762563,81.6576954207,61.0758698838,0.0292255722,-0.2410123086,1.99848,0.6592203018,-0.1755404996,-0.2044342355,0.0143602543,0.1984569949,29.3400642563,44.0439446732,0.0054799576,1.1947599937596796
IC1=CC=C(NC(=O)OCC2=CC=CC=C2)C=C1,-756.5076234741,13.0105080935,8624.4636028999,1992.4464901935,0.2490619939,4.0449942222,0.1308697405,0.0998382152,-0.2307079557,-0.0310315253,353.1588,2215.7579427911,0.3622445404,-0.2962560264,0.0316965415,-0.2509579959,1.99876,-0.4061479693,82.4293928069,74.6720394553,0.0268496325,-0.2514233408,1.9986290151,0.6249016066,-0.2783186338,-0.2004962039,0.0228734723,0.135953457,29.0168747743,45.832263838,0.0052916575,1.1964104127108108
