,SMILES,LUMO,%VBur2.0,NBOrad,rate
,CC1=C(I)C(F)=C(C=C1)C#N,-0.03944,97.71201918,0.14363,0.937
,CC1=C(I)C(F)=C(C=C1)C(O)=O,-0.03419,97.72135636,0.13351,0.683
,CC1=C(I)C(F)=CC=C1,-0.00648,97.73371528,0.13334,0.024
,CC1=C(I)C(O)=CC=C1,-0.01111,97.78299826,0.09386,-0.607
,CC1=C(I)C=C(Br)C=C1,-0.01388,97.67234263,0.20856,1.222
,CC1=C(I)C=C(C(O)=O)C(F)=C1,-0.0356,97.67169129,0.17175,1.428
,CC1=C(I)C=C(C=C1)C#N,-0.0339,97.67096172,0.19841,1.562
,CC1=C(I)C=C(C=C1)C(=O)NC1CC1,-0.01792,97.66758295,0.18949,1.232
,CC1=C(I)C=C(C=C1)C(F)(F)F,-0.01291,97.67284651,0.19774,1.133
,CC1=C(I)C=C(C=C1)S(N)(=O)=O,-0.02116,97.66728788,0.19924,1.356
,CC1=C(I)C=C(C=C1F)C(O)=O,-0.03772,97.67058824,0.20739,1.694
,CC1=C(I)C=C(CBr)C=C1,-0.01172,97.67430569,0.19999,1.109
,CC1=C(I)C=C(CO)C=C1,-0.0043,97.67292474,0.19516,0.950
,CC1=C(I)C=C(Cl)C(=C1)N(=O)=O,-0.06385,97.69817438,0.23522,2.096
,CC1=C(I)C=C(Cl)C=C1,-0.01178,97.67354134,0.20699,1.160
,CC1=C(I)C=C(Cl)C=C1N,-0.00868,97.695646,0.23227,1.035
,CC1=C(I)C=C(Cl)C=C1N(=O)=O,-0.06583,97.72358877,0.2173,1.778
,CC1=C(I)C=C(F)C(Br)=C1,-0.01484,97.69331899,0.20872,1.035
,CC1=C(I)C=C(N)C=C1,0.00055,97.69217266,0.21424,0.782
,CC1=C(I)C=C(NC(=O)C2=CC=NC(Cl)=C2)C=C1,-0.0497,97.67732827,0.21073,1.880
,CC1=C(I)C=C(O)C=C1,-0.00521,97.69225885,0.21348,0.888
,CC1=C(I)C=CC(=C1)C(=O)OC(C)(C)C,-0.02563,97.69333622,0.21031,1.254
,CC1=C(I)C=CC(=C1)C(F)(F)F,-0.01672,97.69934641,0.20796,1.008
,CC1=C(I)C=CC(=C1)N(=O)=O,-0.06426,97.70233427,0.22409,1.996
,CC1=C(I)C=CC(Cl)=C1,-0.00916,97.69932063,0.18509,0.724
,CC1=C(I)C=CC(NC(=O)OC(C)(C)C)=C1,0.00038,97.68592696,0.16397,0.544
,CC1=C(I)C=CC(O)=C1,-0.00157,97.69335345,0.15615,0.462
,CC1=C(I)C=CC(OC(F)(F)F)=C1,-0.01159,97.69635854,0.19204,0.842
,CC1=C(I)C=CC=C1,-0.00273,97.70120523,0.18601,0.587
,CC1=C(I)C=CC=C1C(O)=O,-0.03014,97.71390369,0.18373,0.980
,CC1=C(I)C=CC=C1C=O,-0.04876,97.71458238,0.18579,1.346
,CC1=C(I)C=CC=C1CC#N,-0.01126,97.70982103,0.2031,0.770
,CC1=C(I)C=CC=C1CO,-0.00381,97.69932063,0.19057,0.654
,CC1=C(I)C=CC=C1N(=O)=O,-0.0579,97.71162005,0.19798,1.625
,CC1=C(N)C(=CC(I)=C1)N(=O)=O,-0.05789,97.63659248,0.15561,2.107
,CC1=C(N)C(I)=CC=C1,-0.00221,97.71012609,0.13858,0.204
,CC1=C(N)C=C(I)C=C1,0.00082,97.64179484,0.20302,1.203
,CC1=C(N)C=CC(I)=C1,0.0031,97.63323112,0.15566,0.959
,CC1=C(N)C=CC(I)=C1F,-0.00035,97.67354134,0.10347,0.316
,CC1=C(N)C=CC=C1I,-0.00001,97.70864068,0.21189,0.617
,CC1=C(N=NN1C1=CC=C(I)C=C1)C(O)=O,-0.02977,97.63772176,0.20046,1.820
,CC1=C(NC(=O)CCl)C=CC(I)=C1,-0.00706,97.64033613,0.1794,1.228
,CC1=C(NC(=O)OC(C)(C)C)C=CC(I)=C1,0.00055,97.63548969,0.17129,1.080
,CC1=C(O)C(I)=CC(Cl)=C1,-0.02026,97.7049315,0.17403,0.818
,CC1=C(O)C=C(I)C=C1,-0.00161,97.63994502,0.20316,1.269
,CC1=C(O)C=CC(I)=C1,-0.00129,97.63808642,0.16444,1.049
,CC1=C(O)C=CC(I)=C1C,0.00026,97.70383677,0.16142,0.355
,CC1=CC(=C(I)C(Br)=C1)N(=O)=O,-0.05761,97.79381282,0.23813,1.054
,CC1=CC(=C(I)C(C)=C1)N(=O)=O,-0.0494,97.80913396,0.2442,0.781
,CC1=CC(=C(N)C=C1I)N(=O)=O,-0.05752,97.69448252,0.25725,2.142
,CC1=CC(=CC(C)=C1I)C#N,-0.03412,97.76839904,0.21622,0.717
,CC1=CC(=CC(C)=C1I)C(C)(C)C,0.00183,97.76247334,0.17822,-0.149
,CC1=CC(=CC(I)=C1)C#N,-0.0383,97.64070962,0.20649,1.993
,CC1=CC(=CC(I)=C1)C(O)=O,-0.03401,97.63020785,0.19291,1.931
,CC1=CC(=CC(I)=C1N)N(=O)=O,-0.04844,97.69219852,0.1446,1.312
,CC1=CC(=CC=C1)N(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=C(I)C=C1,-0.01738,97.634743,0.18327,1.506
,CC1=CC(=CC=C1I)C#N,-0.0372,97.69895573,0.21592,1.456
,CC1=CC(=CC=C1I)C(O)=O,-0.03301,97.70047544,0.21575,1.359
,CC1=CC(=CC=C1I)C1=CC(C)=C(I)C=C1,-0.02168,97.69786967,0.18916,1.006
,CC1=CC(Br)=C(C)C=C1I,-0.00723,97.69220714,0.19512,0.817
,CC1=CC(Br)=C(I)C(Br)=C1,-0.02882,97.76727857,0.17471,0.376
,CC1=CC(Br)=C(I)C=C1,-0.01538,97.69483878,0.17717,0.841
,CC1=CC(Br)=C(I)C=C1Cl,-0.02321,97.67057954,0.19614,1.345
,CC1=CC(Br)=CC(C)=C1I,-0.00747,97.76727857,0.18351,0.015
,CC1=CC(Br)=CC(F)=C1I,-0.01335,97.73367296,0.1331,0.156
,CC1=CC(Br)=CC(I)=C1,-0.014,97.63278691,0.21559,1.654
,CC1=CC(Br)=CC(I)=C1F,-0.01792,97.65410243,0.16311,1.206
,CC1=CC(Br)=CC(I)=C1N,-0.01281,97.69109529,0.15882,0.718
,CC1=CC(Br)=CC=C1I,-0.00978,97.69561158,0.18552,0.775
,CC1=CC(C(O)=O)=C(I)C(Br)=C1,-0.03398,97.79272533,0.25494,0.708
,CC1=CC(C(O)=O)=C(I)C=C1,-0.03142,97.75571715,0.24335,0.952
,CC1=CC(C)=C(C)C(I)=C1C,0.00227,97.78372867,0.20146,-0.227
,CC1=CC(C)=C(C=C1I)N(=O)=O,-0.05817,97.67688538,0.1874,1.908
,CC1=CC(C)=C(I)C(Br)=C1,-0.01325,97.76317018,0.17646,0.125
,CC1=CC(C)=C(I)C(C)=C1,0.00131,97.76541112,0.17428,-0.192
,CC1=CC(C)=C(I)C=C1,-0.00045,97.69372694,0.17696,0.562
,CC1=CC(C)=C(I)C=C1C(O)=O,-0.02862,97.67652925,0.17521,1.266
,CC1=CC(C)=C(I)C=C1I,-0.02092,97.66568937,0.19884,1.365
,CC1=CC(C=O)=C(C)C=C1I,-0.04174,97.69595925,0.22778,1.645
,CC1=CC(C=O)=C(I)C=C1,-0.04645,97.70084034,0.25576,1.856
,CC1=CC(C=O)=CC(C)=C1I,-0.04214,97.76577626,0.21919,0.916
,CC1=CC(Cl)=C(I)C=C1,-0.01141,97.690756,0.18058,0.825
,CC1=CC(Cl)=C(I)C=C1C,-0.00938,97.685476,0.18918,0.889
,CC1=CC(Cl)=CC(C)=C1I,-0.00692,97.76879753,0.18128,-0.024
,CC1=CC(Cl)=CC(Cl)=C1I,-0.01782,97.76424055,0.18678,0.265
,CC1=CC(Cl)=CC(I)=C1,-0.01183,97.63920687,0.21522,1.547
,CC1=CC(Cl)=CC(I)=C1N,-0.01099,97.69854787,0.15881,0.610
,CC1=CC(Cl)=CC(N)=C1I,-0.0077,97.7796369,0.12633,-0.445
,CC1=CC(F)=C(Br)C=C1I,-0.01716,97.67537405,0.19114,1.151
,CC1=CC(F)=C(I)C(Br)=C1,-0.01983,97.73290058,0.12452,0.238
,CC1=CC(F)=C(I)C=C1,-0.0066,97.67054473,0.12657,0.606
,CC1=CC(F)=C(I)C=C1C(O)=O,-0.03186,97.66154605,0.12455,1.171
,CC1=CC(F)=C(I)C=C1N(=O)=O,-0.06302,97.66194574,0.13987,1.863
,CC1=CC(F)=C(I)C=C1O,-0.00581,97.67053603,0.15264,0.747
,CC1=CC(F)=C(N)C(I)=C1,-0.0068,97.69859944,0.151,0.481
,CC1=CC(F)=CC(C)=C1I,-0.00515,97.76619147,0.17157,-0.091
,CC1=CC(I)=C(Br)C=C1F,-0.02022,97.67394958,0.18144,1.166
,CC1=CC(I)=C(C)C=C1,-0.00071,97.68402496,0.19559,0.774
,CC1=CC(I)=C(C)C=C1I,-0.00976,97.69742739,0.19578,0.819
,CC1=CC(I)=C(C)C=C1N(=O)=O,-0.05965,97.69374416,0.23212,2.040
,CC1=CC(I)=C(C=C1)N(=O)=O,-0.05438,97.72843564,0.26057,1.768
,CC1=CC(I)=C(C=C1C)C(O)=O,-0.02513,97.73440301,0.26815,1.188
,CC1=CC(I)=C(C=O)C=C1,-0.04047,97.71690009,0.27287,1.686
,CC1=CC(I)=C(CO)C=C1,-0.00479,97.69630692,0.19748,0.744
,CC1=CC(I)=C(CO)C=C1C,-0.00255,97.69670622,0.1881,0.640
,CC1=CC(I)=C(F)C=C1,-0.00721,97.66833863,0.14493,0.749
,CC1=CC(I)=C(F)C=C1Cl,-0.01328,97.66944167,0.14175,0.837
,CC1=CC(I)=C(F)C=C1N,-0.00068,97.66756553,0.10229,0.374
,CC1=CC(I)=C(N)C(=C1)N(=O)=O,-0.05844,97.72321529,0.1471,1.216
,CC1=CC(I)=C(N)C(C)=C1,-0.00052,97.71012609,0.1498,0.239
,CC1=CC(I)=C(N)C(I)=C1,-0.02405,97.70717242,0.16488,0.814
,CC1=CC(I)=C(N)C=C1Cl,-0.00778,97.70265627,0.13892,0.388
,CC1=CC(I)=C(N)C=C1F,-0.00585,97.70157013,0.12565,0.281
,CC1=CC(I)=C(N)C=C1O,-0.00043,97.69713991,0.10954,0.123
,CC1=CC(I)=C(O)C(=C1)C(O)=O,-0.03817,97.68400766,0.10826,0.975
,CC1=CC(I)=C(O)C=C1,0.0023,97.67994263,0.10937,0.238
,CC1=CC(I)=C(O)C=C1Cl,-0.0175,97.70903129,0.10694,0.321
,CC1=CC(I)=CC(=C1)N(=O)=O,-0.06466,97.63356042,0.20697,2.576
,CC1=CC(I)=CC(C(O)=O)=C1N,-0.02531,97.63617485,0.14153,1.395
,CC1=CC(I)=CC(C)=C1,-0.00076,97.6373218,0.20339,1.280
,CC1=CC(I)=CC(C)=C1Br,-0.00721,97.63618368,0.20274,1.412
,CC1=CC(I)=CC(C)=C1C,0.00127,97.63658365,0.19278,1.184
,CC1=CC(I)=CC(C)=C1F,-0.00474,97.63768646,0.18883,1.266
,CC1=CC(I)=CC(C)=C1N,0.0049,97.63582785,0.16232,0.938
,CC1=CC(I)=CC(C)=C1O,0.00085,97.636219,0.17152,1.068
,CC1=CC(I)=CC(F)=C1,-0.00909,97.64667655,0.21825,1.439
,CC1=CC(I)=CC(I)=C1,-0.02404,97.62575257,0.21724,1.928
,CC1=CC(I)=CC(I)=C1N,-0.02032,97.62613492,0.17336,1.588
,CC1=CC(I)=CC=C1C(O)=O,-0.03376,97.64027444,0.22477,2.019
,CC1=CC(I)=CC=C1Cl,-0.00907,97.64064793,0.19322,1.347
,CC1=CC(I)=CC=C1F,-0.00717,97.63993621,0.18126,1.246
,CC1=CC(N)=C(C=C1I)C(O)=O,-0.02247,97.67130041,0.13773,0.973
,CC1=CC(N)=C(C=C1I)N(=O)=O,-0.05572,97.67615576,0.147,1.625
,CC1=CC(N)=C(I)C=C1,-0.00121,97.7038282,0.12426,0.161
,CC1=CC(N)=C(I)C=C1C,0.00047,97.69742739,0.13064,0.229
,CC1=CC(N)=C(I)C=C1F,-0.00689,97.7011623,0.14565,0.425
,CC1=CC(N)=CC(C)=C1I,0.00482,97.76430735,0.14408,-0.430
,CC1=CC(N)=CC(I)=C1,0.00094,97.64327118,0.2214,1.297
,CC1=CC(N)=CC=C1I,0.00316,97.69298858,0.14632,0.315
,CC1=CC(O)=C(C)C=C1I,0.00074,97.69335345,0.16392,0.464
,CC1=CC(O)=C(C=C1I)C(O)=O,-0.02671,97.6716652,0.15267,1.141
,CC1=CC(O)=C(I)C=C1,-0.0108,97.71088162,0.09156,0.081
,CC1=CC(O)=C(I)C=C1Cl,-0.00586,97.67878752,0.15667,0.691
,CC1=CC(O)=C(I)C=C1N(=O)=O,-0.05509,97.69070455,0.15023,1.489
,CC1=CC(O)=CC(C)=C1I,0.00034,97.76541112,0.15575,-0.284
,CC1=CC=C(Br)C(I)=C1,-0.01567,97.67240349,0.19577,1.179
,CC1=CC=C(C(O)=O)C(I)=C1,-0.02987,97.73814637,0.27536,1.287
,CC1=CC=C(C)N1C1=C(F)C=C(I)C=C1,-0.01627,97.64368868,0.21153,1.567
,CC1=CC=C(C)N1C1=CC=C(I)C=C1,-0.01059,97.63140793,0.19003,1.448
,CC1=CC=C(C)N1C1=CC=CC(I)=C1,-0.01098,97.62986977,0.20033,1.533
,CC1=CC=C(C=C1)C(=O)C1=C(I)C=CC=C1,-0.03604,97.7112893,0.25852,1.569
,CC1=CC=C(C=C1)C(=O)C1=CC(I)=CC=C1,-0.04443,97.633231,0.1872,2.069
,CC1=CC=C(C=C1)C1=CC=C(I)C=C1,-0.01363,97.63582785,0.18389,1.427
,CC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(I)C=C1,-0.02303,97.629114,0.18469,1.680
,CC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1I,-0.02,97.695264,0.15972,0.822
,CC1=CC=C(C=C1I)C(N)=N,-0.01111,97.67018865,0.19433,1.104
,CC1=CC=C(C=C1I)C(O)=O,-0.0303,97.67245565,0.18515,1.398
,CC1=CC=C(C=C1I)N(=O)=O,-0.06254,97.67058824,0.19842,2.120
,CC1=CC=C(C=O)C=C1I,-0.04282,97.68362553,0.18727,1.544
,CC1=CC=C(Cl)C(I)=C1,-0.01177,97.67576491,0.19891,1.089
,CC1=CC=C(F)C=C1I,-0.00911,97.69410903,0.21033,0.926
,CC1=CC=C(I)C(=C1)N(=O)=O,-0.05565,97.74528478,0.24327,1.523
,CC1=CC=C(I)C(C(O)=O)=C1F,-0.02236,97.71427718,0.27824,1.393
,CC1=CC=C(I)C(C)=C1N(=O)=O,-0.0492,97.70606053,0.19304,1.482
,CC1=CC=C(I)C=C1,-0.00256,97.63658365,0.17623,1.159
,CC1=CC=C(I)C=C1Br,-0.01346,97.62650841,0.19739,1.596
,CC1=CC=C(I)C=C1C1=CC(I)=CC=C1C,-0.01135,97.62942545,0.1886,1.474
,CC1=CC=C(I)C=C1C=O,-0.04525,97.63065213,0.17665,2.047
,CC1=CC=C(I)C=C1CO,-0.00168,97.63172834,0.18664,1.252
,CC1=CC=C(I)C=C1C[C@H](N)C(O)=O,0.00204,97.61343646,0.18451,1.347
,CC1=CC=C(I)C=C1F,-0.00842,97.63994502,0.19946,1.379
,CC1=CC=C(I)C=C1N(=O)=O,-0.06244,97.63397809,0.18978,2.426
,CC1=CC=C(N)C(I)=C1,-0.00155,97.69224161,0.14291,0.393
,CC1=CC=C(NC(=O)C2=CSC=C2)C=C1I,-0.0211,97.67053603,0.22205,1.460
,CC1=CC=C(NC(=O)CCl)C=C1I,-0.00256,97.67801453,0.20879,0.948
,CC1=CC=C(OCC2=CC=CC=C2)C=C1I,-0.0022,97.66763522,0.22004,1.111
,CC1=CC=CC(Br)=C1I,-0.01568,97.74154995,0.18561,0.439
,CC1=CC=CC(C(N)=O)=C1I,-0.01483,97.77440812,0.19184,0.138
,CC1=CC=CC(C(O)=O)=C1I,-0.03137,97.8184711,0.25333,0.395
,CC1=CC=CC(C)=C1I,-0.00077,97.76878919,0.18259,-0.135
,CC1=CC=CC(Cl)=C1I,-0.01157,97.7643157,0.18898,0.157
,CC1=CC=CC(I)=C1,-0.0027,97.63509854,0.19432,1.285
,CC1=CC=CC(I)=C1Br,-0.0158,97.69859084,0.19554,0.923
,CC1=CC=CC(I)=C1C(O)=O,-0.01659,97.72251084,0.26259,1.106
,CC1=CC=CC(I)=C1C1=C(C)C=CC=C1I,-0.00632,97.69042595,0.21479,0.935
,CC1=CC=CC(I)=C1C=O,-0.04635,97.76503763,0.24355,1.151
,CC1=CC=CC(I)=C1CO,-0.00863,97.70604339,0.22395,0.882
,CC1=CC=CC(I)=C1Cl,-0.01184,97.69562018,0.19907,0.897
,CC1=CC=CC(I)=C1F,-0.00689,97.66797386,0.14297,0.735
,CC1=CC=CC(N)=C1I,-0.00145,97.77997722,0.12734,-0.563
,CC1=CC=CC2=CC=CC(I)=C12,-0.02491,97.78634308,0.21105,0.332
,CC1=CC=CC=C1OC1=C(I)C=CC=C1,-0.00226,97.6672356,0.15986,0.754
,CC1=NC=CN1C1=CC=C(I)C=C1,-0.01433,97.63773058,0.19009,1.459
,CC1=NN=C(N=N1)C1=CC=C(I)C=C1,-0.07136,97.63733062,0.20807,2.676
,CC1=NOC(=N1)C1=C(I)C=CC=C1,-0.0392,97.7396741,0.24655,1.280
,CC1CC(C)(C)OB(O1)C1=CC=C(I)C=C1,-0.00342,97.63845108,0.19421,1.265
,CCC(=O)C1=CC=C(I)C=C1,-0.03806,97.64405336,0.21068,1.980
,CCC1=C(Br)C=CC(I)=C1,-0.00943,97.63885102,0.19515,1.383
,CCC1=C(I)C(C)=CC=C1,-0.00127,97.77028314,0.18049,-0.152
,CCC1=C(I)C=C(C=C1)C(=O)OC,-0.02638,97.66990219,0.17962,1.314
,CCC1=C(I)C=C(C=C1)C(C)(C)C(O)=O,-0.00166,97.67068393,0.18915,0.885
,CCC1=C(I)C=C(C=C1)C(O)=O,-0.03078,97.67804055,0.18786,1.369
,CCC1=C(I)C=CC(Br)=C1,-0.01011,97.69707971,0.18194,0.746
,CCC1=C(I)C=CC(O)=C1,-0.00203,97.69860804,0.15189,0.394
,CCC1=C(N)C=CC(I)=C1,0.00316,97.62918478,0.15637,1.002
,CCC1=CC(Br)=C(I)C=C1,-0.01527,97.69265819,0.17788,0.865
,CCC1=CC(Br)=CC(CC)=C1I,-0.00701,97.77365284,0.19441,0.009
,CCC1=CC(I)=C(N)C=C1,-0.00168,97.67962982,0.14114,0.509
,CCC1=CC=C(I)C=C1,-0.00259,97.63406646,0.17708,1.189
,CCC1=CC=C(I)C=C1C(O)=O,-0.03414,97.63100791,0.17531,1.820
,CCC1=CC=C(I)C=C1CO,-0.00217,97.63880693,0.1867,1.193
,CCC1=CC=CC=C1I,-0.00322,97.69601088,0.18959,0.669
,CCCC1=C(I)C=CC=C1,-0.00333,97.69267542,0.18573,0.681
,CCCC1=CC=C(I)C=C1,-0.0024,97.63628962,0.17727,1.165
,CCCCC1=CC(I)=C(N)C=C1,-0.00142,97.6761818,0.14129,0.538
,CCCCC1=CC=C(I)C=C1,-0.00216,97.63588083,0.17676,1.161
,CCCCCC1=CC=C(C=C1)C(=O)C1=CC=CC=C1I,-0.03643,97.704923,0.25839,1.638
,CCCCCC1=CC=C(C=C1)C1=CC=C(I)C=C1,-0.01304,97.6343339,0.18377,1.429
,CCCCCC1=CC=C(I)C=C1,-0.00213,97.63654834,0.17691,1.155
,CCCCCC1CCC(CC1)C1=CC=C(I)C=C1,-0.00146,97.63482223,0.17568,1.152
,CCCCCCC1=CC=C(I)C=C1,-0.00205,97.63585434,0.17718,1.162
,CCCCCCCC(=O)OC1=C(I)C=C(C=C1I)C#N,-0.04362,97.68181,0.19424,1.619
,CCCCCCCC1=CC=C(I)C=C1,-0.00204,97.63359577,0.17665,1.181
,CCCCCCCCC(=O)NCC1=C(I)C=C(O)C(OC)=C1,-0.00459,97.70124816,0.18629,0.624
,CCCCCCCCOC1=CC=C(I)C=C1,-0.00038,97.62505882,0.15652,1.111
,CCCCOC1=C(F)C(F)=C(I)C=C1,-0.01125,97.66799128,0.12477,0.710
,CCCCOC1=CC=C(I)C=C1,-0.00043,97.63108754,0.15573,1.049
,CCCNC(=O)C1=CC=C(I)C=C1,-0.02096,97.63811288,0.20196,1.655
,CCCNC(=O)C1=CC=CC(I)=C1,-0.02117,97.61007511,0.18962,1.860
,CCCNC(=O)C1=CC=CC=C1I,-0.00962,97.71389516,0.19204,0.632
,CCCOC1=CC(I)=CC=C1,-0.00207,97.62395614,0.20747,1.461
,CCC[C@H]1CC[C@@H](CC1)C1=CC=C(I)C=C1,-0.00158,97.63621017,0.17732,1.150
,CCN(CC)C(=O)C1=CC(O)=C(I)C=C1,-0.01558,97.67774512,0.16091,0.915
,CCN(CC)C(=O)C1=CC(OCC(C)C)=C(I)C=C1,-0.01265,97.67285521,0.17107,0.968
,CCN(CC)C(=O)C1=CC(OCC(F)(F)F)=C(I)C=C1,-0.01902,97.68068959,0.18218,1.081
,CCN(CC)C(=O)C1=CC(OCC2CC2)=C(I)C=C1,-0.01238,97.67213433,0.17555,0.996
,CCN(CC)C(=O)C1=CC(OCCOC)=C(I)C=C1,-0.01136,97.69008698,0.17594,0.803
,CCN(CC)C(=O)C1=CC=C(I)C=C1,-0.01658,97.63509854,0.19975,1.586
,CCN(CC)C(=O)C1=CC=CC(I)=C1,-0.01609,97.63508088,0.18962,1.516
,CCN(CC)C(=O)C1=CC=CC=C1I,-0.00588,97.69297997,0.20224,0.826
,CCN(CC)CC1=CC(I)=CC=C1,-0.00207,97.62769088,0.19176,1.330
,CCN(CC)CC1=CC=C(I)C=C1,-0.00448,97.63399576,0.17778,1.231
,CCN1CCN(CC1)C(=O)C1=CC=C(I)C=C1,-0.02058,97.63215489,0.20059,1.698
,CCNC(=O)C1=CC(Br)=CC=C1I,-0.02417,97.71021161,0.25574,1.333
,CCNC(=O)C1=CC(I)=CC=C1,-0.02267,97.62020362,0.1893,1.788
,CCNC(=O)C1=CC(O)=C(I)C=C1,-0.01884,97.7116457,0.16354,0.662
,CCNC(=O)C1=CC(OCC)=C(I)C=C1,-0.0168,97.68928826,0.17734,0.924
,CCNC(=O)C1=CC=CC=C1I,-0.01658,97.72140742,0.19119,0.688
,CCNS(=O)(=O)C1=CC=C(I)C=C1,-0.02838,97.63251952,0.21447,1.929
,CCOC(=O)C(=CNC1=C(I)C=CC=C1)C(=O)OCC,-0.03223,97.71090727,0.17479,0.996
,CCOC(=O)C(=CNC1=CC=C(I)C=C1C)C(=O)OCC,-0.02555,97.634769,0.18463,1.673
,CCOC(=O)C1=C(Br)C=CC(I)=C1,-0.03692,97.62880245,0.18275,1.940
,CCOC(=O)C1=C(Cl)C=C(I)C=C1,-0.03494,97.64148301,0.22582,2.036
,CCOC(=O)C1=C(F)C=CC(I)=C1,-0.03607,97.62800235,0.17081,1.860
,CCOC(=O)C1=C(I)C=C(Cl)C=C1,-0.03433,97.73969942,0.28262,1.402
,CCOC(=O)C1=C(I)C=CC(Br)=C1,-0.03444,97.72216288,0.2485,1.371
,CCOC(=O)C1=C(I)C=CC(C)=C1,-0.0241,97.71729915,0.25532,1.259
,CCOC(=O)C1=C(I)C=CC(Cl)=C1,-0.03375,97.71987092,0.26098,1.455
,CCOC(=O)C1=C(I)C=CC=C1F,-0.02061,97.68629179,0.28602,1.680
,CCOC(=O)C1=C(O)C=CC(I)=C1,-0.02775,97.61642434,0.14746,1.672
,CCOC(=O)C1=CC(=C(I)C=C1)N(=O)=O,-0.06482,97.74499552,0.27114,1.871
,CCOC(=O)C1=CC(Br)=C(I)C=C1,-0.03769,97.69191985,0.20999,1.499
,CCOC(=O)C1=CC(Br)=C(N)C(I)=C1,-0.01823,97.68857584,0.14438,0.761
,CCOC(=O)C1=CC(Cl)=CC(Cl)=C1I,-0.03718,97.77852474,0.24749,0.865
,CCOC(=O)C1=CC(F)=C(I)C=C1,-0.03636,97.67248173,0.16,1.364
,CCOC(=O)C1=CC(I)=C(C)C=C1,-0.02512,97.6690856,0.1845,1.327
,CCOC(=O)C1=CC(I)=C(C=C1)C#N,-0.06353,97.67431438,0.253,2.431
,CCOC(=O)C1=CC(I)=C(N)C(I)=C1,-0.02919,97.70454944,0.14831,0.840
,CCOC(=O)C1=CC(I)=C(N)C=C1,-0.01165,97.68253968,0.12836,0.597
,CCOC(=O)C1=CC(I)=C(O)C(I)=C1,-0.03217,97.69788687,0.11669,0.773
,CCOC(=O)C1=CC(I)=C(O)C=C1,-0.01866,97.69268404,0.14658,0.742
,CCOC(=O)C1=CC(I)=C(OC)C=C1,-0.01593,97.66793031,0.16106,1.019
,CCOC(=O)C1=CC(I)=CC(Br)=C1,-0.04036,97.62616152,0.20563,2.170
,CCOC(=O)C1=CC(I)=CC=C1C,-0.0285,97.61790048,0.17503,1.838
,CCOC(=O)C1=CC(I)=CC=C1N,-0.02231,97.62170641,0.13147,1.419
,CCOC(=O)C1=CC(O)=C(I)C(O)=C1,-0.02727,97.73631274,0.12581,0.356
,CCOC(=O)C1=CC(OC)=CC(I)=C1,-0.02932,97.61910097,0.20567,2.026
,CCOC(=O)C1=CC(OCC)=C(I)C=C1,-0.02661,97.69226747,0.18732,1.145
,CCOC(=O)C1=CC2=CC=CC=C2C=C1I,-0.04016,97.71727358,0.22465,1.386
,CCOC(=O)C1=CC=C(C=C1)C(=O)C1=CC=C(I)C=C1,-0.0598,97.6276643,0.21291,2.576
,CCOC(=O)C1=CC=C(I)C=C1,-0.03027,97.64259464,0.21072,1.844
,CCOC(=O)C1=CC=C(I)C=C1F,-0.03524,97.64264747,0.23194,2.067
,CCOC(=O)C1=CC=CC(I)=C1,-0.03057,97.61717131,0.18388,1.938
,CCOC(=O)C1=CC=CC=C1I,-0.02493,97.72101691,0.26355,1.288
,CCOC(=O)CC(=O)C1=C(I)C=CC=C1,-0.03648,97.72926743,0.27263,1.486
,CCOC(=O)CC(=O)C1=CC=C(I)C=C1,-0.04707,97.63627197,0.21648,2.266
,CCOC(=O)CC(=O)C1=CC=CC(I)=C1,-0.04813,97.61637983,0.18878,2.315
,CCOC(=O)CC1=C(I)C=CC=C1,-0.00867,97.6799253,0.22446,1.142
,CCOC(=O)CC1=CC(I)=C(O)C(I)=C1,-0.02578,97.7142601,0.17344,0.830
,CCOC(=O)CC1=CC(I)=CC=C1,-0.00371,97.62284459,0.19577,1.433
,CCOC(=O)CC1=CC=C(I)C=C1,-0.00235,97.62842897,0.18424,1.283
,CCOC(=O)CC1=CC=C(N)C(I)=C1,-0.00266,97.67882219,0.14574,0.563
,CCOC(=O)CCC(=O)C1=CC=C(I)C=C1,-0.04063,97.63176372,0.21281,2.163
,CCOC(=O)CNC1=CC=C(I)C=C1,0.00294,97.63658365,0.14436,0.861
,CCOC(=O)COC1=CC=C(I)C=C1C(=O)OC,-0.02531,97.63406646,0.15749,1.512
,CCOC(=O)COC1=CC=CC=C1I,-0.00222,97.68630043,0.16829,0.617
,CCOC(=O)[C@H](CC1=CC=C(I)C=C1)NC(=O)OC(C)(C)C,-0.00489,97.63251952,0.18326,1.286
,CCOC1=C(I)C=CC(=C1)C(=O)N1CCOCC1,-0.01854,97.68630907,0.17738,0.988
,CCOC1=C(I)C=CC=C1,0.0021,97.6690856,0.1616,0.662
,CCOC1=C(O)C(I)=CC(C=O)=C1,0.0021,97.71285158,0.10802,-0.089
,CCOC1=CC(Br)=CC=C1I,-0.00493,97.69107804,0.16189,0.584
,CCOC1=CC=C(C=C1)C(=O)C1=C(Cl)C=CC(I)=C1,-0.03942,97.62618812,0.18865,2.050
