,SMILES,LUMO,%VBur2.0,NBOrad,rate
,CCOC1=CC=C(C=C1)C(O)C1=CC(I)=CC=C1Cl,-0.00955,97.62278245,0.19083,1.518
,CCOC1=CC=C(CC2=CC(I)=CC=C2Cl)C=C1,-0.0091,97.61612208,0.19283,1.586
,CCOC1=CC=C(I)C(F)=C1F,-0.01174,97.67095302,0.12508,0.692
,CCOC1=CC=C(I)C=C1,-0.00081,97.64103024,0.15607,0.960
,CCOC1=CC=CC(I)=C1,-0.00206,97.62352054,0.20689,1.462
,CCOP(=O)(CC1=CC=C(I)C=C1)OCC,-0.00192,97.62809979,0.18238,1.267
,CN(C(=O)C1=C(I)C=CC=C1)C1=CC=C(C)C=C1,-0.01088,97.68102843,0.20727,1.071
,CN(C(=O)C1=C(I)C=CC=C1)C1=CC=CC=C1,-0.01157,97.68477193,0.20757,1.049
,CN(C(=O)OC(C)(C)C)C1=CC=C(I)C=C1,-0.00104,97.63325764,0.17869,1.177
,CN(C)C(=O)C1=C(I)C=CC=C1,-0.01068,97.67656396,0.20482,1.096
,CN(C)C(=O)C1=CC(I)=CC=C1,-0.01827,97.62390289,0.18775,1.657
,CN(C)C(=O)C1=CC=C(I)C=C1,-0.01803,97.63476923,0.20079,1.624
,CN(C)C1=C(Br)C=C(I)C=C1,-0.01094,97.63660131,0.18699,1.386
,CN(C)C1=C(I)C=CC=C1,-0.00008,97.71578818,0.1313,0.064
,CN(C)C1=CC(Br)=C(I)C=C1,-0.00008,97.69220714,0.14073,0.352
,CN(C)C1=CC(F)=CC(I)=C1,-0.00801,97.63540138,0.23586,1.634
,CN(C)C1=CC=C(C=C1)C1=CC=C(I)C=C1,-0.00402,97.6378188,0.17803,1.186
,CN(C)C1=CC=C(C=C1)\N=N\C1=CC=C(I)C=C1,-0.00349,97.63661013,0.17046,1.142
,CN(C)C1=CC=C(CNC2=CC=C(I)C=C2)C=C1,-0.04891,97.63737474,0.14458,1.859
,CN(C)C1=CC=C(I)C=C1,0.00542,97.6433328,0.143,0.739
,CN(C)CC1=CC(Br)=CC=C1I,-0.00967,97.70568704,0.18926,0.697
,CN(C)CCOC1=CC=CC(I)=C1,-0.00221,97.62437398,0.20714,1.458
,CN(C)S(=O)(=O)C1=CC=C(I)C=C1,-0.02875,97.64109191,0.21481,1.854
,CN(CCC1=CC=CC=N1)CC1=CC(I)=CC=C1,-0.00451,97.62095946,0.1954,1.465
,CN1C(=O)C(C)=CC(C(=O)NOCCO)=C1NC1=C(F)C=C(I)C=C1,-0.02945,97.629932,0.19562,1.862
,CN1C(C)=C(C(O)=O)C(=C1C1=CC=C(Cl)C=C1)C1=CC(I)=CC=C1,-0.01534,97.626215,0.18813,1.580
,CNC(=O)C1=C(F)C=C(I)C=C1,-0.02853,97.64224758,0.22594,1.905
,CNC(=O)C1=CC=C(I)C=C1,-0.02227,97.6470061,0.20258,1.597
,CNC(=O)C1=CC=CC(I)=C1,-0.0222,97.62394727,0.19058,1.750
,CNC(=O)C1=CC=CC=C1I,-0.01689,97.71987944,0.18982,0.701
,CNC1=CC(=O)N(C2CC2)C(=O)N1C1=CC=C(I)C=C1F,-0.02135,97.63585434,0.22183,1.804
,CNC1=CC(I)=CC=C1,0.00001,97.6313814,0.21468,1.391
,CNC1=CC=C(I)C=C1,0.00319,97.63881575,0.14406,0.832
,CNC1=CC=C(I)C=C1C,0.00481,97.63734827,0.15384,0.874
,CNC1=CC=C(I)C=C1N(=O)=O,-0.06064,97.63508088,0.14302,2.099
,CNCC1=C(I)C=CC=C1,-0.00233,97.6844071,0.20141,0.837
,CNS(=O)(=O)C1=CC=C(I)C=C1,-0.02933,97.63813934,0.21517,1.896
,COC(=O)C1(CC1)C1=CC=C(I)C=C1,-0.00221,97.635872,0.18761,1.228
,COC(=O)C1=C(Br)C(I)=CC=C1,-0.03778,97.71018596,0.18647,1.180
,COC(=O)C1=C(Br)C=C(C)C(I)=C1,-0.03224,97.68251372,0.18575,1.340
,COC(=O)C1=C(Br)C=C(I)C=C1,-0.03925,97.64320957,0.22782,2.115
,COC(=O)C1=C(C(=O)OC)C(I)=CC=C1,-0.03709,97.69787827,0.24616,1.646
,COC(=O)C1=C(C)C(Cl)=CC(I)=C1,-0.03767,97.63022555,0.19237,1.998
,COC(=O)C1=C(C)C(I)=CC(Br)=C1,-0.03704,97.72724726,0.20393,1.104
,COC(=O)C1=C(C)C(I)=CC=C1,-0.02651,97.71201918,0.18451,0.932
,COC(=O)C1=C(C)C=C(N)C(I)=C1,-0.01085,97.67952582,0.11737,0.545
,COC(=O)C1=C(C)C=CC(I)=C1,-0.0297,97.62764658,0.17344,1.756
,COC(=O)C1=C(C=C(I)C=C1)S(N)(=O)=O,-0.04907,97.64002435,0.21769,2.275
,COC(=O)C1=C(CBr)C(I)=CC=C1,-0.04002,97.71653514,0.20594,1.279
,COC(=O)C1=C(CBr)C=CC(I)=C1,-0.04142,97.63471623,0.19463,2.041
,COC(=O)C1=C(CBr)C=CC=C1I,-0.03093,97.70605196,0.26498,1.560
,COC(=O)C1=C(Cl)C(I)=C(C)C=C1,-0.02787,97.76245663,0.19095,0.503
,COC(=O)C1=C(Cl)C(O)=C(I)C=C1,-0.03634,97.69074768,0.13724,1.048
,COC(=O)C1=C(Cl)C=C(C)C(I)=C1,-0.03244,97.67170868,0.18174,1.426
,COC(=O)C1=C(Cl)C=C(Cl)C(I)=C1,-0.04356,97.67389745,0.18749,1.655
,COC(=O)C1=C(Cl)C=C(I)C=C1,-0.03718,97.64552092,0.22659,2.044
,COC(=O)C1=C(Cl)C=C(I)C=C1Cl,-0.02601,97.64628549,0.23136,1.849
,COC(=O)C1=C(Cl)C=C(O)C(I)=C1,-0.02679,97.68626587,0.14546,0.956
,COC(=O)C1=C(Cl)C=CC(I)=C1,-0.03753,97.63095483,0.18309,1.933
,COC(=O)C1=C(F)C(Br)=CC=C1I,-0.02668,97.70798787,0.28328,1.569
,COC(=O)C1=C(F)C(F)=C(Br)C(I)=C1,-0.04788,97.66754811,0.1951,1.846
,COC(=O)C1=C(F)C(I)=CC=C1,-0.03529,97.66796515,0.13684,1.248
,COC(=O)C1=C(F)C(I)=CC=C1F,-0.03346,97.66459507,0.12488,1.174
,COC(=O)C1=C(F)C=C(Cl)C(I)=C1,-0.04285,97.66390045,0.17435,1.660
,COC(=O)C1=C(F)C=C(I)C(Br)=C1,-0.04433,97.69448252,0.23233,1.737
,COC(=O)C1=C(F)C=CC(I)=C1,-0.03706,97.6276643,0.17274,1.894
,COC(=O)C1=C(I)C(=CC=C1)N(=O)=O,-0.05677,97.83899666,0.30942,1.023
,COC(=O)C1=C(I)C(Br)=CC=C1,-0.02954,97.80910123,0.24752,0.417
,COC(=O)C1=C(I)C(F)=CC=C1,-0.03332,97.76361884,0.19657,0.630
,COC(=O)C1=C(I)C(N)=CC=C1,-0.01928,97.81101774,0.19651,-0.107
,COC(=O)C1=C(I)C=C(Br)C=C1,-0.03896,97.73779823,0.26969,1.432
,COC(=O)C1=C(I)C=C(Br)C=C1C,-0.02266,97.70536498,0.28098,1.503
,COC(=O)C1=C(I)C=C(C)C=C1,-0.02259,97.72066046,0.25961,1.223
,COC(=O)C1=C(I)C=C(C=C1)C(F)(F)F,-0.04694,97.72844412,0.27327,1.700
,COC(=O)C1=C(I)C=C(C=C1)C(O)=O,-0.05504,97.71652661,0.26118,1.901
,COC(=O)C1=C(I)C=C(C=C1)N(=O)=O,-0.08025,97.72884306,0.25807,2.250
,COC(=O)C1=C(I)C=C(N)C=C1,-0.0114,97.73816327,0.29453,1.044
,COC(=O)C1=C(I)C=C(OC)C(OC)=C1,-0.01653,97.73892713,0.25398,0.892
,COC(=O)C1=C(I)C=CC(=C1)N(=O)=O,-0.07239,97.74710171,0.29611,2.147
,COC(=O)C1=C(I)C=CC(Br)=C1,-0.03645,97.73335873,0.24808,1.297
,COC(=O)C1=C(I)C=CC(C)=C1,-0.0245,97.73592234,0.25566,1.086
,COC(=O)C1=C(I)C=CC(Cl)=C1,-0.0372,97.74710171,0.26119,1.256
,COC(=O)C1=C(I)C=CC(F)=C1,-0.03788,97.75494502,0.23592,1.040
,COC(=O)C1=C(I)C=CC(F)=C1C,-0.01847,97.72471774,0.2466,1.025
,COC(=O)C1=C(I)C=CC(O)=C1,-0.02827,97.74598124,0.23536,0.939
,COC(=O)C1=C(I)C=CC(OC)=C1,-0.0215,97.72436975,0.23778,1.034
,COC(=O)C1=C(I)C=CC=C1Br,-0.01852,97.68590967,0.28119,1.615
,COC(=O)C1=C(I)C=CC=C1C,-0.01175,97.72248532,0.27561,1.091
,COC(=O)C1=C(I)C=CC=C1Cl,-0.01786,97.69711411,0.2811,1.491
,COC(=O)C1=C(I)C=CC=C1F,-0.01824,97.71090727,0.27196,1.308
,COC(=O)C1=C(I)C=CC=C1O,-0.03474,97.77177709,0.2889,1.133
,COC(=O)C1=C(I)C=CC=C1OC,-0.00761,97.69486461,0.27747,1.293
,COC(=O)C1=C(N)C(I)=CC(=C1)C(F)(F)F,-0.03688,97.71878455,0.13945,0.796
,COC(=O)C1=C(N)C(I)=CC(Br)=C1,-0.03369,97.72240876,0.14627,0.740
,COC(=O)C1=C(N)C(I)=CC(Cl)=C1,-0.03336,97.71499854,0.14644,0.807
,COC(=O)C1=C(N)C(I)=CC(F)=C1,-0.03348,97.7127149,0.15358,0.875
,COC(=O)C1=C(N)C=C(C(I)=C1)C(F)(F)F,-0.04022,97.70718954,0.1778,1.205
,COC(=O)C1=C(N)C=C(OC)C(I)=C1,-0.00981,97.66570681,0.113,0.634
,COC(=O)C1=C(N)C=CC(I)=C1,-0.02386,97.62167976,0.13186,1.451
,COC(=O)C1=C(N)C=CC=C1I,-0.01517,97.71912395,0.28351,1.238
,COC(=O)C1=C(O)C(I)=CC(Br)=C1,-0.04465,97.68737768,0.16671,1.419
,COC(=O)C1=C(O)C=C(I)C(Cl)=C1,-0.04245,97.69743599,0.244,1.742
,COC(=O)C1=C(O)C=C(I)C=C1,-0.03247,97.64180364,0.23662,2.050
,COC(=O)C1=C(O)C=CC(I)=C1,-0.03339,97.62729082,0.14811,1.678
,COC(=O)C1=C(OC)C(I)=CC(Br)=C1,-0.03754,97.68321743,0.17725,1.385
,COC(=O)C1=C(OC)C=C(C)C(I)=C1,-0.0215,97.67099651,0.15119,1.038
,COC(=O)C1=C(OC)C=C(Cl)C(I)=C1,-0.03309,97.66606286,0.15531,1.335
,COC(=O)C1=C(OC)C=C(F)C(I)=C1,-0.0244,97.6577761,0.10367,0.938
,COC(=O)C1=C(OC)C=C(I)C(Cl)=C1,-0.0343,97.69555994,0.24039,1.581
,COC(=O)C1=C(OC)C=C(I)C(N)=C1,-0.01068,97.70676467,0.18589,0.686
,COC(=O)C1=C(OC)C=C(NC(C)=O)C(I)=C1,-0.02477,97.69519505,0.11563,0.650
,COC(=O)C1=CC(=C(I)C=C1)N(=O)=O,-0.06455,97.73743319,0.27221,1.947
,COC(=O)C1=CC(=CC(I)=C1)C(=O)OC,-0.04456,97.63358693,0.18349,2.046
,COC(=O)C1=CC(=CC(I)=C1)C(F)(F)F,-0.047,97.63733062,0.19779,2.142
,COC(=O)C1=CC(=CC=C1I)C#N,-0.05484,97.75464701,0.28894,1.690
,COC(=O)C1=CC(=CC=C1I)C(F)(F)F,-0.04363,97.74303545,0.26851,1.464
,COC(=O)C1=CC(Br)=C(F)C=C1I,-0.03737,97.74711012,0.26888,1.305
,COC(=O)C1=CC(Br)=C(I)C=C1,-0.0386,97.69337068,0.21086,1.508
,COC(=O)C1=CC(Br)=CC(C(=O)OC)=C1I,-0.04103,97.84686404,0.19284,-0.059
,COC(=O)C1=CC(C)=C(I)C=C1,-0.02856,97.69673203,0.21221,1.289
,COC(=O)C1=CC(COC2=CC=C(I)C=C2)=CC=C1,-0.02531,97.63212836,0.16151,1.555
,COC(=O)C1=CC(Cl)=CC(I)=C1,-0.04082,97.62728196,0.20588,2.170
,COC(=O)C1=CC(F)=C(I)C=C1,-0.03727,97.67541746,0.16051,1.356
,COC(=O)C1=CC(F)=C(N)C(I)=C1,-0.01906,97.66983257,0.14647,0.974
,COC(=O)C1=CC(I)=C(Br)C=C1,-0.03837,97.67019735,0.18559,1.579
,COC(=O)C1=CC(I)=C(C)C=C1,-0.02591,97.66945908,0.18494,1.341
,COC(=O)C1=CC(I)=C(C)C=C1C,-0.02424,97.66832992,0.17294,1.248
,COC(=O)C1=CC(I)=C(C)C=C1F,-0.03093,97.66978905,0.1703,1.347
,COC(=O)C1=CC(I)=C(C=C1)C(=O)OC,-0.05111,97.7232578,0.24599,1.668
,COC(=O)C1=CC(I)=C(C=C1O)N(C)C,-0.01812,97.71954002,0.09664,0.168
,COC(=O)C1=CC(I)=C(Cl)C=C1,-0.03725,97.67318523,0.1882,1.544
,COC(=O)C1=CC(I)=C(Cl)C=C1C,-0.03543,97.66494239,0.17723,1.523
,COC(=O)C1=CC(I)=C(Cl)C=C1N,-0.03009,97.66046925,0.13396,1.204
,COC(=O)C1=CC(I)=C(F)C=C1,-0.02893,97.65078488,0.13501,1.283
,COC(=O)C1=CC(I)=C(F)C=C1C,-0.02709,97.64554731,0.12574,1.243
,COC(=O)C1=CC(I)=C(N)C(=C1)N(=O)=O,-0.06513,97.70120523,0.13476,1.488
,COC(=O)C1=CC(I)=C(N)C(Br)=C1,-0.01926,97.69784388,0.14478,0.692
,COC(=O)C1=CC(I)=C(N)C(C)=C1,-0.01016,97.68701284,0.13466,0.562
,COC(=O)C1=CC(I)=C(N)C(I)=C1,-0.02952,97.6899662,0.14861,0.991
,COC(=O)C1=CC(I)=C(N)C(OC)=C1,-0.01063,97.67993397,0.1391,0.667
,COC(=O)C1=CC(I)=C(N)C=C1Cl,-0.01899,97.68887163,0.12552,0.660
,COC(=O)C1=CC(I)=C(N)C=C1OC,-0.00865,97.68178406,0.09761,0.361
,COC(=O)C1=CC(I)=C(NC(C)=O)C=C1,-0.02888,97.69966834,0.14879,0.885
,COC(=O)C1=CC(I)=C(NC(C)=O)C=C1Cl,-0.03554,97.69854787,0.14493,1.002
,COC(=O)C1=CC(I)=C(O)C(I)=C1,-0.03348,97.69145154,0.16909,1.177
,COC(=O)C1=CC(I)=C(O)C=C1,-0.01872,97.66127737,0.14694,1.054
,COC(=O)C1=CC(I)=C(OC(F)F)C=C1,-0.03186,97.66458634,0.17347,1.435
,COC(=O)C1=CC(I)=C(OC2=CC=CC=C2)C=C1,-0.01854,97.69078218,0.15936,0.835
,COC(=O)C1=CC(I)=CC(=C1)C(O)=O,-0.04851,97.62910509,0.18487,2.174
,COC(=O)C1=CC(I)=CC(Br)=C1,-0.04131,97.63698362,0.20615,2.085
,COC(=O)C1=CC(I)=CC(F)=C1,-0.03926,97.63024325,0.20794,2.123
,COC(=O)C1=CC(I)=CC(F)=C1F,-0.04297,97.62867846,0.19436,2.128
,COC(=O)C1=CC(I)=CC(N)=C1,-0.02551,97.63099022,0.2107,1.866
,COC(=O)C1=CC(I)=CC(O)=C1,-0.03213,97.63061673,0.20951,1.990
,COC(=O)C1=CC(I)=CC=C1Br,-0.03716,97.63582785,0.1847,1.888
,COC(=O)C1=CC(N)=C(I)C=C1C,-0.02301,97.70044968,0.16825,0.880
,COC(=O)C1=CC(N)=CC=C1I,-0.01993,97.73332487,0.2247,0.837
,COC(=O)C1=CC(NC(=O)C2=CC=CC=C2I)=CC=C1,-0.02843,97.72695866,0.18821,0.845
,COC(=O)C1=CC(O)=C(I)C(O)=C1,-0.02735,97.79084142,0.03278,-0.736
,COC(=O)C1=CC(OC)=CC(I)=C1,-0.02783,97.61941221,0.21119,2.027
,COC(=O)C1=CC(OCC2CC2)=C(I)C=C1,-0.02667,97.69078218,0.18884,1.170
,COC(=O)C1=CC2=CC=CC=C2C=C1I,-0.04001,97.71882715,0.25286,1.538
,COC(=O)C1=CC=C(Cl)C=C1I,-0.03505,97.72626264,0.2828,1.549
,COC(=O)C1=CC=C(F)C=C1I,-0.02916,97.74972455,0.2867,1.228
,COC(=O)C1=CC=C(I)C(=C1)C(F)(F)F,-0.04583,97.73858743,0.25612,1.476
,COC(=O)C1=CC=C(I)C(=C1)C(O)=O,-0.04493,97.73335026,0.28851,1.705
,COC(=O)C1=CC=C(I)C(=C1)C1=CC=CC=C1,-0.03129,97.70354906,0.22868,1.373
,COC(=O)C1=CC=C(I)C(N)=C1,-0.02414,97.71057654,0.15732,0.737
,COC(=O)C1=CC=C(I)C(O)=C1,-0.03056,97.68999208,0.17335,1.160
,COC(=O)C1=CC=C(I)C(OC)=C1,-0.02848,97.69371832,0.18871,1.175
,COC(=O)C1=CC=C(I)C=C1,-0.03108,97.64295932,0.21127,1.859
,COC(=O)C1=CC=C(I)C=C1C,-0.02918,97.64037139,0.22104,1.907
,COC(=O)C1=CC=C(I)C=C1C(=O)OC,-0.03764,97.63815699,0.2154,2.058
,COC(=O)C1=CC=C(I)C=C1C(F)(F)F,-0.04528,97.6418741,0.2205,2.201
,COC(=O)C1=CC=C(I)C=C1F,-0.0364,97.6462767,0.2323,2.056
,COC(=O)C1=CC=C(I)C=C1N,-0.02281,97.64776186,0.24093,1.830
,COC(=O)C1=CC=C(I)C=C1N(=O)=O,-0.06931,97.63741004,0.21633,2.685
,COC(=O)C1=CC=C(I)C=C1OC,-0.0263,97.6381217,0.23646,1.966
,COC(=O)C1=CC=C(N)C(I)=C1,-0.01208,97.68553619,0.12859,0.577
,COC(=O)C1=CC=C(N)C(I)=C1Cl,-0.01873,97.77212561,0.12702,-0.153
,COC(=O)C1=CC=C(NC(=O)C(F)(F)F)C(I)=C1,-0.04743,97.719914,0.16406,1.137
,COC(=O)C1=CC=C(OC)C(I)=C1,-0.01706,97.66720947,0.1599,1.041
,COC(=O)C1=CC=C(OC)C=C1I,-0.01688,97.74000538,0.29309,1.124
,COC(=O)C1=CC=C(OCC=C)C(I)=C1,-0.01683,97.66833863,0.15932,1.022
,COC(=O)C1=CC=CC(C)=C1I,-0.0215,97.79308233,0.25157,0.443
,COC(=O)C1=CC=CC(I)=C1,-0.03136,97.6280555,0.18439,1.850
,COC(=O)C1=CC=CC(I)=C1N,-0.02325,97.7123414,0.12786,0.526
,COC(=O)C1=CC=CC(I)=C1O,-0.0269,97.70941333,0.0999,0.457
,COC(=O)C1=CC=CC=C1I,-0.0297,97.73558269,0.26385,1.240
,COC(=O)CC1=C(I)C=CC=C1,-0.00614,97.71618725,0.22408,0.735
,COC(=O)CC1=CC=C(I)C=C1,-0.0064,97.62726424,0.1846,1.375
,COC(=O)CC1=CC=CC(I)=C1,-0.0043,97.62507656,0.1953,1.420
,COC(=O)CCC1=CC(I)=C(O)C(I)=C1,-0.02466,97.7067818,0.07123,0.267
,COC(=O)CCC1=CC(I)=C(O)C=C1,-0.01362,97.68626587,0.15215,0.741
,COC(=O)CCC1=CC=C(I)C=C1,-0.00158,97.62689962,0.18359,1.279
,COC(=O)COC1=CC(I)=CC=C1,-0.00754,97.61159581,0.21479,1.732
,COC(=O)COC1=CC=C(I)C=C1,-0.0038,97.6373571,0.16144,1.087
,COC(=O)NC1=CC(F)=C(Cl)C=C1I,-0.02495,97.71500708,0.15577,0.700
,COC(=O)[C@@H](C)[C@@H](C1CC1)C1=CC=C(I)C(O)=C1,0.00155,97.675496,0.13995,0.480
,COC(=O)[C@@H](CC1=CC=C(I)C=C1)NC(=O)OC(C)(C)C,-0.00146,97.63131947,0.18178,1.223
,COC(=O)[C@H](CC1=CC=C(I)C=C1)NC(=O)OC(C)(C)C,-0.0063,97.63250184,0.18178,1.305
,COC(OC)C1=C(I)C=CC=C1,0.00204,97.73707661,0.22992,0.406
,COC1(CCOCC1)C1=CC=C(I)C=C1,-0.00522,97.6396068,0.18339,1.224
,COC1=C(Br)C=C(C(I)=C1)N(=O)=O,-0.05714,97.74075236,0.27841,1.808
,COC1=C(Br)C=C(I)C=C1,-0.01114,97.63210183,0.17568,1.366
,COC1=C(Br)C=C(I)C=C1Br,-0.02594,97.64177722,0.21241,1.778
,COC1=C(Br)C=C(N)C(I)=C1,-0.00952,97.70595771,0.1574,0.500
,COC1=C(Br)C=CC(I)=C1,-0.01086,97.6429241,0.21176,1.471
,COC1=C(Br)C=CC=C1I,-0.01347,97.66912913,0.17786,1.061
,COC1=C(C(I)=CC=C1)N(=O)=O,-0.03235,97.68101977,0.27729,1.907
,COC1=C(C(O)=O)C(I)=CC=C1,-0.03235,97.68997483,0.29558,1.929
,COC1=C(C)C(C)=C(I)C=C1,-0.00773,97.70529642,0.16597,0.523
,COC1=C(C)C(I)=CC=C1C,0.00215,97.69225023,0.19128,0.612
,COC1=C(C)C=C(I)C=C1,-0.00133,97.6380776,0.16587,1.058
,COC1=C(C)C=CC(I)=C1,-0.00212,97.63396925,0.20163,1.329
,COC1=C(C=C(C=C1I)C(F)(F)F)C(F)(F)F,-0.03432,97.6926151,0.11757,0.872
,COC1=C(C=C(Cl)C(C)=C1I)C(C)=O,-0.03969,97.76171802,0.11851,0.304
,COC1=C(C=C(Cl)C(I)=C1)C(O)=O,-0.03839,97.68887163,0.24367,1.745
,COC1=C(C=C(I)C(Cl)=C1)C(O)=O,-0.03726,97.68065494,0.15589,1.277
,COC1=C(C=C(I)C(F)=C1)C(O)=O,-0.0287,97.66231923,0.1039,0.978
,COC1=C(C=C(I)C=C1)C#N,-0.03625,97.63882457,0.16665,1.732
,COC1=C(C=C(I)C=C1)N(=O)=O,-0.05467,97.63958917,0.16883,2.094
,COC1=C(C=CC(I)=C1)C(O)=O,-0.03056,97.64143896,0.24051,2.040
,COC1=C(C=CC(I)=C1)N(=O)=O,-0.05442,97.64440046,0.24444,2.497
,COC1=C(C=O)C(I)=CC=C1,-0.0387,97.72026995,0.25745,1.526
,COC1=C(C=O)C=C(Br)C=C1I,-0.05662,97.65341679,0.18056,2.067
,COC1=C(C=O)C=C(I)C=C1,-0.04418,97.64287128,0.15681,1.787
,COC1=C(C=O)C=CC(I)=C1,-0.03892,97.63887748,0.24139,2.232
,COC1=C(CC(=O)C2=CC=C(I)C=C2)C=CC=C1,-0.03531,97.6354632,0.20975,2.006
,COC1=C(CO)C=C(I)C=C1,0.0041,97.63471623,0.16895,1.005
,COC1=C(Cl)C(I)=C(OC)C=C1,-0.00523,97.74267883,0.19063,0.256
,COC1=C(Cl)C(I)=CC(I)=C1Cl,-0.03805,97.66871211,0.21781,1.781
,COC1=C(Cl)C=C(Br)C=C1I,-0.02297,97.65345185,0.13688,1.152
,COC1=C(Cl)C=C(Cl)C(I)=C1,-0.01895,97.68101977,0.21342,1.264
,COC1=C(Cl)C=C(I)C=C1,-0.00934,97.63876283,0.17533,1.264
,COC1=C(Cl)C=CC(I)=C1,-0.01037,97.641039,0.21003,1.470
,COC1=C(F)C(I)=CC=C1F,-0.01488,97.67094432,0.13495,0.812
,COC1=C(F)C=C(I)C(Cl)=C1,-0.01642,97.69148602,0.18236,0.926
,COC1=C(F)C=C(I)C=C1,-0.00755,97.63618368,0.17952,1.279
,COC1=C(F)C=C(I)C=C1F,-0.01712,97.64367988,0.21784,1.621
,COC1=C(F)C=CC(I)=C1,-0.00912,97.63323112,0.19804,1.450
,COC1=C(F)C=CC=C1I,-0.00784,97.67692009,0.18267,0.904
,COC1=C(I)C(=CC(C=O)=C1)N(=O)=O,-0.06775,97.80241943,0.25751,1.283
,COC1=C(I)C(=CC=C1)C#N,-0.03365,97.72886002,0.23274,1.195
,COC1=C(I)C(=CC=C1)C(F)(F)F,-0.0147,97.81327497,0.20883,-0.144
,COC1=C(I)C(=CC=C1)N(=O)=O,-0.05084,97.79945621,0.22821,0.808
,COC1=C(I)C(C)=CC(Cl)=C1,-0.0067,97.74488603,0.15849,0.070
,COC1=C(I)C(Cl)=C(Cl)C=C1,-0.01606,97.74003914,0.18199,0.440
,COC1=C(I)C(F)=C(Cl)C=C1,-0.01127,97.70117948,0.1259,0.392
,COC1=C(I)C(F)=C(F)C=C1,-0.00984,97.7199135,0.12846,0.195
,COC1=C(I)C(F)=CC(Br)=C1,-0.00972,97.72287582,0.10826,0.043
,COC1=C(I)C(F)=CC=C1,-0.00256,97.71835142,0.10917,-0.046
,COC1=C(I)C(N)=CC=C1,0.00335,97.75462185,0.09843,-0.581
,COC1=C(I)C2=C(C=CC=C2)C=C1,-0.02387,97.74040419,0.1805,0.579
,COC1=C(I)C=C(Br)C=C1,-0.00951,97.66905078,0.18269,1.014
,COC1=C(I)C=C(Br)C=C1F,-0.01962,97.65603116,0.20169,1.452
,COC1=C(I)C=C(C(C)C)C(F)=C1,-0.00017,97.66720075,0.1557,0.689
,COC1=C(I)C=C(C(O)=O)C(F)=C1,-0.02569,97.66905948,0.14816,1.120
,COC1=C(I)C=C(C)C(C)=C1,0.00552,97.68806421,0.15993,0.399
,COC1=C(I)C=C(C2=CC=CC=C12)N(=O)=O,-0.06782,97.6765466,0.08504,1.483
,COC1=C(I)C=C(C=C1)C(C)=O,-0.02657,97.66794773,0.15966,1.217
,COC1=C(I)C=C(C=C1)C(O)=O,-0.02145,97.66832992,0.16035,1.118
,COC1=C(I)C=C(C=C1C(C)(C)C)N1C=CC(=O)NC1=O,-0.0231,97.71355583,0.1246,0.491
,COC1=C(I)C=C(C=C1I)C#N,-0.04242,97.66905078,0.12565,1.309
,COC1=C(I)C=C(C=C1I)C(F)(F)F,-0.03315,97.66568937,0.12369,1.150
,COC1=C(I)C=C(C=O)C=C1,-0.03487,97.66760908,0.1649,1.412
,COC1=C(I)C=C(CO)C=C1,0.00174,97.66798257,0.1706,0.734
,COC1=C(I)C=C(Cl)C=C1,-0.00734,97.67020605,0.18253,0.960
,COC1=C(I)C=C(F)C(Br)=C1,-0.01371,97.69260648,0.18468,0.876
,COC1=C(I)C=C(F)C(F)=C1,-0.00916,97.69145154,0.1699,0.710
,COC1=C(I)C=C(F)C=C1,-0.00472,97.69073043,0.18652,0.731
,COC1=C(I)C=C(F)C=C1F,-0.0145,97.68291317,0.20708,1.121
,COC1=C(I)C=C(N)C=C1I,-0.02089,97.66681855,0.14794,1.047
,COC1=C(I)C=C(O)C=C1,-0.00124,97.69335345,0.18869,0.651
,COC1=C(I)C=C(OC2=CN=C(N)N=C2N)C(=C1)C(C)C,-0.00265,97.67169999,0.18075,0.843
,COC1=C(I)C=CC(=C1)C(C)(C)C,0.00431,97.68703011,0.15743,0.418
,COC1=C(I)C=CC(=C1)C(C)C,0.00402,97.69338791,0.15524,0.348
,COC1=C(I)C=CC(=C1)C(F)(F)F,-0.01696,97.6926151,0.18437,0.937
,COC1=C(I)C=CC(=C1)N(=O)=O,-0.06446,97.68696964,0.19962,2.004
,COC1=C(I)C=CC(Br)=C1,-0.00552,97.69443946,0.16258,0.567
,COC1=C(I)C=CC(C)=C1,0.00375,97.6944653,0.15409,0.336
,COC1=C(I)C=CC(C=O)=C1,-0.0442,97.69673203,0.19311,1.477
,COC1=C(I)C=CC(F)=C1,-0.0028,97.68958408,0.14801,0.474
,COC1=C(I)C=CC(N)=C1,0.00732,97.6896186,0.1225,0.124
,COC1=C(I)C=CC=C1,0.00167,97.69183365,0.16224,0.451
,COC1=C(I)C=CC=C1C(=O)OC(C)(C)C,-0.02371,97.67915233,0.15663,1.033
,COC1=C(N)C(I)=CC=C1,-0.00046,97.69558576,0.14811,0.370
,COC1=C(N)C=C(I)C=C1,0.00232,97.64218594,0.18724,1.076
,COC1=C(N)C=CC(I)=C1,0.00183,97.63206645,0.16996,1.081
,COC1=C(NC(=O)OC(C)(C)C)C=C(I)C=C1,0.00308,97.614192,0.18601,1.328
,COC1=C(NCC(O)=O)C=C(I)C(Cl)=C1,-0.00691,97.6676178,0.1975,1.067
