,amine_E,amine_ES_root_dipole,amine_ES_root_electronic_spatial_extent,amine_ES_root_molar_volume,amine_E_thermal_correction,amine_dipole,amine_electronegativity,amine_hardness,amine_homo_energy,amine_lumo_energy,amine_molar_mass,amine_molar_volume,amine_N1_APT_charge,amine_N1_ES_root_Mulliken_charge,amine_N1_ES_root_NPA_Rydberg,amine_N1_ES_root_NPA_charge,amine_N1_ES_root_NPA_core,amine_N1_Mulliken_charge,amine_N1_NMR_anisotropy,amine_N1_NMR_shift,amine_N1_NPA_Rydberg,amine_N1_NPA_charge,amine_N1_NPA_core,amine_N1_VBur,acid_E,acid_ES_root_dipole,acid_ES_root_electronic_spatial_extent,acid_ES_root_molar_volume,acid_E_thermal_correction,acid_dipole,acid_electronegativity,acid_hardness,acid_homo_energy,acid_lumo_energy,acid_molar_mass,acid_molar_volume,acid_C1_APT_charge,acid_C1_ES_root_Mulliken_charge,acid_C1_ES_root_NPA_Rydberg,acid_C1_ES_root_NPA_charge,acid_C1_ES_root_NPA_core,acid_C1_NMR_anisotropy,acid_C1_NMR_shift,acid_C1_NPA_Rydberg,acid_C1_VBur,acid_C2_APT_charge,acid_C2_ES_root_Mulliken_charge,acid_C2_ES_root_NPA_Rydberg,acid_C2_ES_root_NPA_charge,acid_C2_ES_root_NPA_core,acid_C2_Mulliken_charge,acid_C2_NMR_anisotropy,acid_C2_NMR_shift,acid_C2_NPA_Rydberg,acid_C2_NPA_charge,acid_C2_VBur,acid_O1_ES_root_Mulliken_charge,acid_O1_ES_root_NPA_Rydberg,acid_O1_ES_root_NPA_core,acid_O1_Mulliken_charge,acid_O1_NMR_anisotropy,acid_O1_NMR_shift,acid_O1_NPA_Rydberg,acid_O1_NPA_charge,acid_O1_NPA_core,acid_O1_VBur,acid_O2_APT_charge,acid_O2_ES_root_Mulliken_charge,acid_O2_ES_root_NPA_Rydberg,acid_O2_ES_root_NPA_core,acid_O2_Mulliken_charge,acid_O2_NMR_anisotropy,acid_O2_NMR_shift,acid_O2_NPA_Rydberg,acid_O2_NPA_core,acid_O2_VBur
COc1ccc(N)cn1.O=C(O)c1cccc(-c2ccccc2)c1,-417.38751,3.0673,1306.3914,926.684,0.146498,2.5594,0.11054499999999999,0.092295,-0.20284,-0.01825,124.142,989.51,-0.681201,-0.050664,0.01068,-0.65286,1.99928,-0.149783,69.754,211.2849,0.01229,-0.82325,1.99933,0.3734266834487099,-650.682025022842,8.458333427870253,3884.28103242084,1672.0164537313012,0.20974755562149022,2.008742271459568,0.15122555028077955,0.09561088400972109,-0.24683643429050064,-0.05561466627105846,198.2208,1731.949622234326,-0.22315819340875834,-0.13450920705724123,0.022019110056155908,-0.21533156926997313,1.9988199999999998,157.65338368465387,64.93686541104714,0.018204443785097446,0.6381879024445142,1.320775605494314,0.17447059418455946,0.05462044497192205,0.7529973420367136,1.99927,0.2411051815492426,81.63482281190126,32.60614686996837,0.05307977751403897,0.8493526698315321,0.5114834606201932,-0.2913585832282576,0.01065888757019489,1.9997299999999998,-0.2360860685260252,532.5869660904157,-42.413939420461446,0.010179999999999998,-0.6127971254848756,1.9997299999999998,0.37858542086897085,-0.750275834302772,-0.2264455351444008,0.009785556214902555,1.9996999999999998,-0.1977011376454627,164.36397021943282,157.67486748624412,0.009599999999999997,1.99969,0.3874659083626374
COc1ccc(N)cn1.O=C(O)c1cnccn1,-417.38751,3.0673,1306.3914,926.684,0.146498,2.5594,0.11054499999999999,0.092295,-0.20284,-0.01825,124.142,989.51,-0.681201,-0.050664,0.01068,-0.65286,1.99928,-0.149783,69.754,211.2849,0.01229,-0.82325,1.99933,0.3734266834487099,-452.09643164592694,2.2671340589865334,1099.845985600954,992.1205660535819,0.09967320432302408,1.773579145104845,0.17445897838487956,0.09358521775110101,-0.2680441961359806,-0.08087376063377859,124.09880000000001,918.9520472024121,-0.021622736403655543,-0.17971084846245708,0.027623686266288493,-0.053062262581238535,1.9989100000000002,151.2734506504395,50.834594591254515,0.026009925632509926,0.6116366704263126,1.2203047449106783,0.21472742709448678,0.05297874645540714,0.781536303030973,1.9993131940506008,0.24102190796747736,83.57896840264063,33.126869148526545,0.053478328607209524,0.8273305949399207,0.49825737367990625,-0.24132171410443676,0.010675478037316272,1.9997284029746998,-0.22320378655205084,545.5899930520587,-51.49857832971702,0.010469089936114687,-0.6017885736668359,1.9997284029746998,0.37560018942500895,-0.7186856936920093,-0.18583719359822923,0.010112163608478174,1.999683194050601,-0.16755434302833594,152.8797094338655,152.77662940274388,0.01019299930487341,1.999683194050601,0.3731914098607179
COc1ccc(S(N)(=O)=O)cc1.O=C(O)c1ccnc(C(F)(F)F)c1,-949.6716731959615,5.3155820460879735,2837.3529164484653,1484.2067287827203,0.17287311097067332,4.882095071520103,0.13789683906501454,0.10981631163294248,-0.24771315069795702,-0.02808052743207205,187.213,1661.0221129800125,-0.8027191224627757,-0.08122076694307313,0.013936259192726263,-1.0607279951521444,1.9994777570825666,-0.09846574222714244,124.92247820469103,169.21463909493136,0.013879060880853774,-1.0863757365653999,1.9994877570825667,0.41494682493110335,-772.6305564090145,2.29120941765174,2585.227888243527,1236.0327436147895,0.1202471882303174,3.742894641481618,0.19289728505830267,0.10350548413992641,-0.29640276919822905,-0.08939180091837626,191.10929999999996,1322.249707636283,-0.06565981427099829,-0.1396450223248737,0.022157285058302674,-0.20893354758022076,1.9987999999999997,173.36736542142296,57.52280081384797,0.0188663710349816,0.6353483648515293,1.230128643574434,0.21225567884117977,0.053582742069963205,0.7880092758745401,1.9992599999999998,0.24978524436590382,81.36056928160627,33.89326498338592,0.052657285058302666,0.848693710349816,0.5091539969578687,-0.25062908012800394,0.01058,1.99973,-0.21643986476942065,559.33985766489,-55.953640530553145,0.01035908597667893,-0.5937558639356487,1.99973,0.3776957820439855,-0.7273581790710983,-0.2085339576400574,0.009719085976678931,1.9996899999999997,-0.1883815045980171,161.61009299263458,156.61259230078446,0.009685457011660535,1.9996899999999997,0.38767957871807845
CSc1ccc(N)cc1.Cc1ccc(F)cc1C(=O)O,-724.371817,1.7459,1684.478,1316.004,0.155575,2.7584,0.110875,0.10416500000000001,-0.21504,-0.00671,139.2148,1518.466,-0.764748,-0.085598,0.01164,-0.71889,1.99928,-0.136537,77.699,198.665,0.0113,-0.80927,1.99929,0.3766519823788546,-558.3878546164867,2.638463896266918,1771.326491898593,1214.7032468301093,0.14558362798299418,1.0105378665717484,0.15958497316662884,0.10005133445028619,-0.25963630761691503,-0.059533638716342645,154.1405,1068.272884558049,-0.20657920115492354,-0.09372115487067113,0.02170094393600116,-0.17738625585737677,1.9987999999999997,149.46363108856644,66.50625159080019,0.017677790127543655,0.66858277575474,1.275863848207358,0.16787256886746876,0.054107412553143185,0.7402336665033158,1.9992899999999998,0.23005017222362784,83.1450697500832,32.228933167158885,0.052339946333257656,0.8481271700992006,0.5375375914986905,-0.29064421047112027,0.011067466219885524,1.99973,-0.24037745673947108,546.3874984576045,-58.398838391077675,0.010471104936228173,-0.6142420766592025,1.9997219137517712,0.4181217873163273,-0.7373444217581275,-0.2239872064129862,0.009990188787200233,1.9996980862482285,-0.19778340843940298,166.4880342278121,150.08714095811246,0.009720377574400463,1.9996899999999997,0.40131639166416655
CSc1ccc(N)cc1.Cc1ccc2cc(C(=O)O)ccc2n1,-724.371817,1.7459,1684.478,1316.004,0.155575,2.7584,0.110875,0.10416500000000001,-0.21504,-0.00671,139.2148,1518.466,-0.764748,-0.085598,0.01164,-0.71889,1.99928,-0.136537,77.699,198.665,0.0113,-0.80927,1.99929,0.3766519823788546,-628.6807760402605,5.244042489457117,3307.2781090663575,1532.627089885054,0.1905145704559969,2.4729472806034085,0.16252345471962465,0.0914035227998436,-0.25392697751946824,-0.07111993191978105,187.1976,1461.0508676580143,-0.3323494447695463,-0.12379578895132122,0.01908469804572769,-0.21191624332610304,1.998795100651424,154.18149505300994,68.22598715289266,0.018135100651424103,0.6381984398101773,1.4124298866012839,0.21990163319709827,0.05367060390854462,0.8276650384468225,1.99924,0.24115438188784985,81.04111477710775,32.760777117128335,0.053073490228638456,0.8475237596117056,0.5118737892656968,-0.25676548670326804,0.010279396091455383,1.99973,-0.23615940936265636,532.8194747693296,-43.30523295815655,0.010175301954272308,-0.6131441710308281,1.99973,0.3794132041711849,-0.7763278028870264,-0.20746187182270745,0.009640402605696412,1.99969,-0.19826436415887388,164.5031637475807,157.74535706217733,0.009599798697151794,1.99969,0.3876556968447984
CSc1ccc(N)cc1.O=C(O)C(c1ccccc1)c1ccccc1,-724.371817,1.7459,1684.478,1316.004,0.155575,2.7584,0.110875,0.10416500000000001,-0.21504,-0.00671,139.2148,1518.466,-0.764748,-0.085598,0.01164,-0.71889,1.99928,-0.136537,77.699,198.665,0.0113,-0.80927,1.99929,0.3766519823788546,-689.8954687220482,1.40320207544851,3561.9201041075203,1639.317818460507,0.23983707166198937,1.3847853887529977,0.13672196034079084,0.1155228629010342,-0.25224482324182507,-0.021199097439756637,212.24759999999998,1839.268481420862,-0.04326495982811596,0.012620637544486625,0.024628309792577935,-0.3807349995949811,1.9988615840715134,9.992260315823406,135.99009630149632,0.023360389435011397,0.7239195630568525,1.0949131199906983,0.18944262402808548,0.060470893783087454,0.8523472547805326,1.9993,0.21013686144296603,95.92201017340048,25.635602341428402,0.058418017716319395,0.8858916367344487,0.5861734013493434,-0.24416198655127658,0.010985938073885928,1.9997015840715133,-0.23912804626258885,535.7802530731421,-58.18828216329807,0.010658017716319388,-0.617425529464487,1.9997,0.4506773546717344,-0.7008618613353101,-0.19305642845951632,0.010300292076258549,1.99968,-0.1888940384708045,180.23578499081603,140.09930500631037,0.010203955790205315,1.99968,0.38854368677743967
CSc1ccc(N)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-724.371817,1.7459,1684.478,1316.004,0.155575,2.7584,0.110875,0.10416500000000001,-0.21504,-0.00671,139.2148,1518.466,-0.764748,-0.085598,0.01164,-0.71889,1.99928,-0.136537,77.699,198.665,0.0113,-0.80927,1.99929,0.3766519823788546,-663.476291,3.5772,3138.3129,1460.2379999999998,0.158764,5.82365,0.1885,0.10065999999999999,-0.28916,-0.08784,181.1476,1272.109,-0.08224,0.012786,0.01588,-0.56203,1.99902,36.7562,155.1034,0.01592,0.5530207677784771,1.184117,0.156826,0.05491,0.86815,1.99937,0.158011,91.1267,28.3921,0.05483,0.86772,0.5172278162366268,-0.229723,0.01074,1.99971,-0.226502,562.2744,-64.1058,0.01075,-0.60674,1.99971,0.4104782882315922,-0.772158,-0.196971,0.01022,1.99968,-0.195311,179.2092,146.2741,0.01022,1.99968,0.35604153555695406
CSc1ccc(N)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-724.371817,1.7459,1684.478,1316.004,0.155575,2.7584,0.110875,0.10416500000000001,-0.21504,-0.00671,139.2148,1518.466,-0.764748,-0.085598,0.01164,-0.71889,1.99928,-0.136537,77.699,198.665,0.0113,-0.80927,1.99929,0.3766519823788546,-647.5148276731938,2.3162388535349514,2712.22494068927,1290.2280138823057,0.17154019518653552,1.4697329264517487,0.1156619082163884,0.10386652671989452,-0.21952843493628293,-0.011795381496493874,180.1598,1361.9495545314362,-0.04546109958069706,0.07325079484816416,0.017026483070927696,-0.5558495601469191,1.99902,20.022088242212163,153.28858579261438,0.01633324684060812,0.5528229574062253,1.1250101340536713,0.13897363123585238,0.05650826275604093,0.8495585646753707,1.9993455879232267,0.1495438628857153,96.88422358662841,26.957859949976545,0.055917227258963684,0.8673730746603661,0.5213197102733909,-0.24655421186942958,0.011044120767731924,1.99971,-0.2424917363204826,527.1289117821278,-60.05230068585296,0.01081529661418554,-0.6154449392277878,1.99971,0.39689659934310273,-0.711912441192598,-0.20440275233992555,0.01041294492127831,1.9996827939616133,-0.1999112192538579,178.94541603898352,144.23911350534635,0.010381769074824694,1.9996827939616133,0.3713909556923205
CSc1cccc(N)c1.COc1ccc(CC(=O)O)cc1,-724.3731061251854,2.27507563668968,1607.6386799188779,1395.557643422036,0.1555223946740607,2.5404721355131707,0.10271871800249105,0.10177410777614347,-0.20449282577863453,-0.0009446102263475918,139.2148,1087.060052323885,-0.71548503420621,-0.08210176703847849,0.01147278934812135,-0.7121285592236292,1.9992800000000002,-0.14142195834676316,79.99190141851466,200.5256180862837,0.01139546489135356,-0.8130030363014937,1.9993000000000003,0.3762595484966106,-573.5973642405822,3.1534953874406035,2707.380429550391,1506.0250788340304,0.18837027523957328,2.513236361210857,0.1195535384392789,0.10910117277443994,-0.22865471121371883,-0.01045236566483897,166.1762,1289.1420456220278,-0.04414418253296717,0.07129553850360863,0.01715257157490933,-0.5613227121638147,1.999013124058225,20.18286622847466,153.64382713499282,0.016490090410411787,0.55220953384027,1.12617609165996,0.13819318270138556,0.056778342550053366,0.8509032998314914,1.9993462481164497,0.15146108586761037,96.39058660843232,27.067616575984857,0.0558870115573928,0.8674135861311287,0.5209063030672927,-0.23688075951165044,0.010958759417751228,1.9997100000000003,-0.24088752992527426,526.8752622327072,-60.84600784355116,0.01081376695195221,-0.6138595680639003,1.9997100000000003,0.3901256882078328,-0.7120208278589484,-0.20193758964213782,0.010491285787454665,1.9996831240582247,-0.2022341511023031,177.2500016904264,145.79282190760176,0.010410657962129298,1.9996831240582247,0.37599092876313384
CSc1cccc(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,-724.3731061251854,2.27507563668968,1607.6386799188779,1395.557643422036,0.1555223946740607,2.5404721355131707,0.10271871800249105,0.10177410777614347,-0.20449282577863453,-0.0009446102263475918,139.2148,1087.060052323885,-0.71548503420621,-0.08210176703847849,0.01147278934812135,-0.7121285592236292,1.9992800000000002,-0.14142195834676316,79.99190141851466,200.5256180862837,0.01139546489135356,-0.8130030363014937,1.9993000000000003,0.3762595484966106,-934.8386275070061,3.21139016140293,2256.81941085346,1204.0085437744922,0.13224060252615802,2.475678921873161,0.17604629563847793,0.0970028616538536,-0.27304915729233153,-0.07904343398462432,171.58289999999997,1399.2116206558399,0.002581835306957856,-0.1307429912177014,0.02206786165385361,-0.20017123248452728,1.9987999999999997,165.70961868951736,56.05915849615609,0.01886885533845855,0.6363548928935205,1.2475541317344787,0.202129454805168,0.053765874284643744,0.7798472330770723,1.9992699999999997,0.24739590694693453,82.17853253410946,33.83995681860067,0.05273557233077072,0.850708314584663,0.5103490586121044,-0.2593309851018554,0.010580993684604936,1.9997299999999996,-0.21988088859329438,553.9234869743832,-54.22419824354027,0.010318855338458551,-0.5970096733770917,1.9997299999999996,0.3780499581255279,-0.7321607374168086,-0.2117745846652883,0.009725572330770723,1.9996899999999997,-0.18887994641739092,163.1837789321557,156.40944008295628,0.009674427669229275,1.9996899999999997,0.38656625199711314
CSc1cccc(N)c1.Cc1ccc(C(=O)O)cc1,-724.3731061251854,2.27507563668968,1607.6386799188779,1395.557643422036,0.1555223946740607,2.5404721355131707,0.10271871800249105,0.10177410777614347,-0.20449282577863453,-0.0009446102263475918,139.2148,1087.060052323885,-0.71548503420621,-0.08210176703847849,0.01147278934812135,-0.7121285592236292,1.9992800000000002,-0.14142195834676316,79.99190141851466,200.5256180862837,0.01139546489135356,-0.8130030363014937,1.9993000000000003,0.3762595484966106,-459.2912,3.2851,1665.1788,1251.801,0.152781,2.4096,0.15670499999999998,0.108055,-0.26476,-0.04865,136.15,1110.973,-0.30034,-0.119511,0.01896,-0.23531,1.99878,157.5878,68.1621,0.01794,0.6374292007551919,1.348396,0.213327,0.04471,0.70381,1.99923,0.238599,82.0524,32.8188,0.0531,0.84705,0.5110132158590308,-0.046135,0.01086,1.99974,-0.239728,527.1292,-39.6764,0.01015,-0.61612,1.99973,0.37846129641283827,-0.753186,-0.150449,0.0091,1.99971,-0.200476,165.6512,158.2225,0.00962,1.99969,0.38719320327249845
CSc1cccc(N)c1.Cc1ccc(C(=O)O)cc1F,-724.3731061251854,2.27507563668968,1607.6386799188779,1395.557643422036,0.1555223946740607,2.5404721355131707,0.10271871800249105,0.10177410777614347,-0.20449282577863453,-0.0009446102263475918,139.2148,1087.060052323885,-0.71548503420621,-0.08210176703847849,0.01147278934812135,-0.7121285592236292,1.9992800000000002,-0.14142195834676316,79.99190141851466,200.5256180862837,0.01139546489135356,-0.8130030363014937,1.9993000000000003,0.3762595484966106,-558.3925085524493,3.496897072371757,1935.7444864305362,1155.7207662820965,0.14558702331084433,2.0522651899836077,0.16010438217456543,0.10428909078901082,-0.26439347296357624,-0.055815291385554626,154.14049999999997,1163.6804711438497,-0.24067149426034762,-0.11545602366307928,0.020974941722889072,-0.17789062921668053,1.9988599999999999,152.2102783984064,65.89224132888033,0.017639883445778146,0.6386814358122013,1.3417407224600577,0.18702261309281867,0.05443046621688741,0.7503276224699915,1.9992699999999997,0.2408093287181291,81.7989111821606,33.42385712037458,0.053029883445778137,0.847519883445778,0.5117147901230886,-0.27364795793480967,0.010859999999999998,1.99973,-0.23497183673603064,531.4593009058771,-42.40761587074709,0.010199883445778147,-0.6115813285420115,1.99973,0.37774963643103043,-0.7511420815879551,-0.22115346130815405,0.00988011655422185,1.9996999999999998,-0.19790781824586087,164.75074643789316,157.97420931553188,0.00963,1.9996899999999997,0.38743378517235094
CSc1cccc(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,-724.3731061251854,2.27507563668968,1607.6386799188779,1395.557643422036,0.1555223946740607,2.5404721355131707,0.10271871800249105,0.10177410777614347,-0.20449282577863453,-0.0009446102263475918,139.2148,1087.060052323885,-0.71548503420621,-0.08210176703847849,0.01147278934812135,-0.7121285592236292,1.9992800000000002,-0.14142195834676316,79.99190141851466,200.5256180862837,0.01139546489135356,-0.8130030363014937,1.9993000000000003,0.3762595484966106,-647.5148276731938,2.3162388535349514,2712.22494068927,1290.2280138823057,0.17154019518653552,1.4697329264517487,0.1156619082163884,0.10386652671989452,-0.21952843493628293,-0.011795381496493874,180.1598,1361.9495545314362,-0.04546109958069706,0.07325079484816416,0.017026483070927696,-0.5558495601469191,1.99902,20.022088242212163,153.28858579261438,0.01633324684060812,0.5528229574062253,1.1250101340536713,0.13897363123585238,0.05650826275604093,0.8495585646753707,1.9993455879232267,0.1495438628857153,96.88422358662841,26.957859949976545,0.055917227258963684,0.8673730746603661,0.5213197102733909,-0.24655421186942958,0.011044120767731924,1.99971,-0.2424917363204826,527.1289117821278,-60.05230068585296,0.01081529661418554,-0.6154449392277878,1.99971,0.39689659934310273,-0.711912441192598,-0.20440275233992555,0.01041294492127831,1.9996827939616133,-0.1999112192538579,178.94541603898352,144.23911350534635,0.010381769074824694,1.9996827939616133,0.3713909556923205
CSc1cccc(N)c1.O=C(O)c1ccc(C(F)(F)F)cn1,-724.3731061251854,2.27507563668968,1607.6386799188779,1395.557643422036,0.1555223946740607,2.5404721355131707,0.10271871800249105,0.10177410777614347,-0.20449282577863453,-0.0009446102263475918,139.2148,1087.060052323885,-0.71548503420621,-0.08210176703847849,0.01147278934812135,-0.7121285592236292,1.9992800000000002,-0.14142195834676316,79.99190141851466,200.5256180862837,0.01139546489135356,-0.8130030363014937,1.9993000000000003,0.3762595484966106,-772.6283813926051,1.9840795751726297,2843.4598264062665,1188.6479287238396,0.12023064767336392,1.1345914912199944,0.18542007387016848,0.1010945899383012,-0.2865146638084697,-0.08432548393186728,191.1093,1203.84702116359,0.0854577020574288,-0.12646330887834478,0.027699131888414115,-0.02316513291146073,1.9988209429256976,152.04083679699949,43.6166550131836,0.027052630216737882,0.6163928265775553,1.2332934103997242,0.20734787107736113,0.05206200959763765,0.7647002216105054,1.999331885851395,0.2351874650988785,81.8854302715804,33.01338331677523,0.053425086811158595,0.8312416632969464,0.4998561377366084,-0.20369718689052715,0.010732630216737885,1.999729057074303,-0.22540251666508004,540.8968318189943,-49.85672026003482,0.010407717027896474,-0.6061382233401844,1.999729057074303,0.37779722847715547,-0.7240690546596025,-0.1765548233813261,0.009913970263144,1.9996818858513947,-0.1606266215720136,149.79227812113328,153.2143645919424,0.010195881052576,1.9996818858513947,0.3720899454859069
CSc1cccc(N)c1.O=C(O)c1ccc2c(c1)OC(F)(F)O2,-724.3731061251854,2.27507563668968,1607.6386799188779,1395.557643422036,0.1555223946740607,2.5404721355131707,0.10271871800249105,0.10177410777614347,-0.20449282577863453,-0.0009446102263475918,139.2148,1087.060052323885,-0.71548503420621,-0.08210176703847849,0.01147278934812135,-0.7121285592236292,1.9992800000000002,-0.14142195834676316,79.99190141851466,200.5256180862837,0.01139546489135356,-0.8130030363014937,1.9993000000000003,0.3762595484966106,-806.5348434823582,1.969891157451168,3095.470873431594,1119.1380945921815,0.12728822152749691,1.7661753474876365,0.16477962259967094,0.10239258374311522,-0.26717220634278616,-0.062387038856555756,202.114,1210.3896528426812,-0.28625170388409493,-0.12629155560205754,0.021184073247020114,-0.16229630638635464,1.99887,149.4417962035102,69.82637373797803,0.01776370254582816,0.6403980891414122,1.3486174421617756,0.19694889504217034,0.05406963376489944,0.7614785350595977,1.99926,0.24339856275092503,81.03203354206306,34.01360232236753,0.05303148280476782,0.8473896292988081,0.5132857764035882,-0.2646395323815035,0.010844814649404023,1.99973,-0.23368733407924253,530.124803929068,-40.8560972763085,0.010214443948212068,-0.6109314604743108,1.999724814649404,0.379909288710893,-0.7541255417649774,-0.21647985618717525,0.009860370701191955,1.99969,-0.19806082938750563,162.42937999034993,159.18853961625948,0.009614443948212066,1.99969,0.3876186100779697
CSc1cccc(N)c1.O=C(O)c1ccco1,-724.3731061251854,2.27507563668968,1607.6386799188779,1395.557643422036,0.1555223946740607,2.5404721355131707,0.10271871800249105,0.10177410777614347,-0.20449282577863453,-0.0009446102263475918,139.2148,1087.060052323885,-0.71548503420621,-0.08210176703847849,0.01147278934812135,-0.7121285592236292,1.9992800000000002,-0.14142195834676316,79.99190141851466,200.5256180862837,0.01139546489135356,-0.8130030363014937,1.9993000000000003,0.3762595484966106,-417.87401395032873,2.5831575250667984,877.219078668449,832.510480497071,0.09263353884516931,2.611022511605557,0.15293837932522203,0.10676063680789227,-0.2596990161331143,-0.046177742517329756,112.0848,801.4384669750152,-0.1426978055621706,0.04030349744499558,0.029557783910029604,0.12679644130641193,1.9987011218425517,86.61221155834538,50.49472971795076,0.029347811505162837,0.5965491200043704,1.4007329284534253,0.18030701316535513,0.042116662067477786,0.6357294576552459,1.9992555540224926,0.20984187540540872,76.66928198691409,41.13139115951876,0.049662229887537004,0.8001198068340672,0.48755336618966016,-0.03896690319384005,0.011735636807892288,1.9997455540224922,-0.22809568179308887,509.2429224128166,-35.409425701810974,0.010504501167773864,-0.6026365187735568,1.9997299999999998,0.36194932083426895,-0.7483174056484585,-0.14818776832368852,0.009536593079644717,1.9997144459775071,-0.195277364694672,164.22184463128093,159.38503172660677,0.010084376989674324,1.9996999999999998,0.37238789711161885
C[C@@H](N)c1ccccc1.Cc1cc(C(=O)O)cc(Cl)n1,-365.479836,3.4857,1294.27,1037.392,0.183231,1.0002,0.12485500000000001,0.116555,-0.24141,-0.0083,121.1816,1305.107,-0.523188,-0.132859,0.01254,-0.66944,1.99938,-0.23441,61.1623,229.5314,0.01502,-0.87823,1.99948,0.4319540591567023,-934.8386275070061,3.21139016140293,2256.81941085346,1204.0085437744922,0.13224060252615802,2.475678921873161,0.17604629563847793,0.0970028616538536,-0.27304915729233153,-0.07904343398462432,171.58289999999997,1399.2116206558399,0.002581835306957856,-0.1307429912177014,0.02206786165385361,-0.20017123248452728,1.9987999999999997,165.70961868951736,56.05915849615609,0.01886885533845855,0.6363548928935205,1.2475541317344787,0.202129454805168,0.053765874284643744,0.7798472330770723,1.9992699999999997,0.24739590694693453,82.17853253410946,33.83995681860067,0.05273557233077072,0.850708314584663,0.5103490586121044,-0.2593309851018554,0.010580993684604936,1.9997299999999996,-0.21988088859329438,553.9234869743832,-54.22419824354027,0.010318855338458551,-0.5970096733770917,1.9997299999999996,0.3780499581255279,-0.7321607374168086,-0.2117745846652883,0.009725572330770723,1.9996899999999997,-0.18887994641739092,163.1837789321557,156.40944008295628,0.009674427669229275,1.9996899999999997,0.38656625199711314
C[C@@H](N)c1ccccc1.Cc1ccc(C(=O)O)cc1F,-365.479836,3.4857,1294.27,1037.392,0.183231,1.0002,0.12485500000000001,0.116555,-0.24141,-0.0083,121.1816,1305.107,-0.523188,-0.132859,0.01254,-0.66944,1.99938,-0.23441,61.1623,229.5314,0.01502,-0.87823,1.99948,0.4319540591567023,-558.3925085524493,3.496897072371757,1935.7444864305362,1155.7207662820965,0.14558702331084433,2.0522651899836077,0.16010438217456543,0.10428909078901082,-0.26439347296357624,-0.055815291385554626,154.14049999999997,1163.6804711438497,-0.24067149426034762,-0.11545602366307928,0.020974941722889072,-0.17789062921668053,1.9988599999999999,152.2102783984064,65.89224132888033,0.017639883445778146,0.6386814358122013,1.3417407224600577,0.18702261309281867,0.05443046621688741,0.7503276224699915,1.9992699999999997,0.2408093287181291,81.7989111821606,33.42385712037458,0.053029883445778137,0.847519883445778,0.5117147901230886,-0.27364795793480967,0.010859999999999998,1.99973,-0.23497183673603064,531.4593009058771,-42.40761587074709,0.010199883445778147,-0.6115813285420115,1.99973,0.37774963643103043,-0.7511420815879551,-0.22115346130815405,0.00988011655422185,1.9996999999999998,-0.19790781824586087,164.75074643789316,157.97420931553188,0.00963,1.9996899999999997,0.38743378517235094
C[C@@H](N)c1ccccc1.O=C(O)/C=C/c1ccccc1,-365.479836,3.4857,1294.27,1037.392,0.183231,1.0002,0.12485500000000001,0.116555,-0.24141,-0.0083,121.1816,1305.107,-0.523188,-0.132859,0.01254,-0.66944,1.99938,-0.23441,61.1623,229.5314,0.01502,-0.87823,1.99948,0.4319540591567023,-497.30645631983964,5.452001998391299,2444.4868913062755,1270.2907080591042,0.15955622264168592,2.3014673916322845,0.16300180259479485,0.08923799585547794,-0.2522397984502728,-0.07376380673931691,148.161,1182.5434804175975,-0.48396944907808953,-0.1728003178567762,0.01760653419230681,-0.4606067357420339,1.9988363326425795,117.48307674948184,77.99574642136973,0.015785469952215227,0.5350928419781389,1.4605618322753182,0.23889323842661858,0.04294086269036443,0.7476981766825949,1.9992636673574202,0.21430651628065484,87.85785746809967,32.88653519771677,0.05213120362198817,0.8186134093162373,0.4810678661768942,-0.03631409719797901,0.010292324353535585,1.9997399999999996,-0.24902719649544816,526.7733082656573,-43.89485137329743,0.010291823317405075,-0.6186194595015377,1.9997231663212895,0.36495934226380344,-0.8007144790462742,-0.14250131359565274,0.008939999999999998,1.9997099999999999,-0.20533073267832855,173.46195961890774,151.1996836862527,0.009895170465811867,1.9996999999999998,0.36075640265574394
C[C@@H](N)c1ccccc1.O=C(O)C1c2ccccc2Oc2ccccc21,-365.479836,3.4857,1294.27,1037.392,0.183231,1.0002,0.12485500000000001,0.116555,-0.24141,-0.0083,121.1816,1305.107,-0.523188,-0.132859,0.01254,-0.66944,1.99938,-0.23441,61.1623,229.5314,0.01502,-0.87823,1.99948,0.4319540591567023,-763.8309280914838,2.5378370227189833,3548.535216288086,1738.9788571131999,0.22243517602603072,1.2296664265994048,0.12882717173790956,0.09963805186806314,-0.22846522360597268,-0.029189119869846403,226.2312,2243.257468266666,0.019071442046058883,0.015140761824495114,0.024724696751949687,-0.36969666735101525,1.99892,23.181155116428133,145.65180597196664,0.023001327342099004,0.6999642766853348,1.0540871070290907,0.16273473591232235,0.06083943026476532,0.7725651396481115,1.9993067388197012,0.22365983164511652,94.00112937776179,27.58935873939999,0.059665425771339584,0.8773269185179395,0.5757679628955373,-0.24659555376612147,0.011648160097615198,1.9997066305901494,-0.221773728297565,517.2430197390387,-62.46528615899194,0.010906089442389081,-0.6018585396596908,1.9997,0.39154054649240944,-0.6678725502269793,-0.20929334679611317,0.010948268327167245,1.9996733694098507,-0.190748916694714,159.6174589396351,149.41601233113926,0.01058152950746588,1.9996733694098507,0.4384168677082935
