,amine_E,amine_ES_root_dipole,amine_ES_root_electronic_spatial_extent,amine_ES_root_molar_volume,amine_E_thermal_correction,amine_dipole,amine_electronegativity,amine_hardness,amine_homo_energy,amine_lumo_energy,amine_molar_mass,amine_molar_volume,amine_N1_APT_charge,amine_N1_ES_root_Mulliken_charge,amine_N1_ES_root_NPA_Rydberg,amine_N1_ES_root_NPA_charge,amine_N1_ES_root_NPA_core,amine_N1_Mulliken_charge,amine_N1_NMR_anisotropy,amine_N1_NMR_shift,amine_N1_NPA_Rydberg,amine_N1_NPA_charge,amine_N1_NPA_core,amine_N1_VBur,acid_E,acid_ES_root_dipole,acid_ES_root_electronic_spatial_extent,acid_ES_root_molar_volume,acid_E_thermal_correction,acid_dipole,acid_electronegativity,acid_hardness,acid_homo_energy,acid_lumo_energy,acid_molar_mass,acid_molar_volume,acid_C1_APT_charge,acid_C1_ES_root_Mulliken_charge,acid_C1_ES_root_NPA_Rydberg,acid_C1_ES_root_NPA_charge,acid_C1_ES_root_NPA_core,acid_C1_NMR_anisotropy,acid_C1_NMR_shift,acid_C1_NPA_Rydberg,acid_C1_VBur,acid_C2_APT_charge,acid_C2_ES_root_Mulliken_charge,acid_C2_ES_root_NPA_Rydberg,acid_C2_ES_root_NPA_charge,acid_C2_ES_root_NPA_core,acid_C2_Mulliken_charge,acid_C2_NMR_anisotropy,acid_C2_NMR_shift,acid_C2_NPA_Rydberg,acid_C2_NPA_charge,acid_C2_VBur,acid_O1_ES_root_Mulliken_charge,acid_O1_ES_root_NPA_Rydberg,acid_O1_ES_root_NPA_core,acid_O1_Mulliken_charge,acid_O1_NMR_anisotropy,acid_O1_NMR_shift,acid_O1_NPA_Rydberg,acid_O1_NPA_charge,acid_O1_NPA_core,acid_O1_VBur,acid_O2_APT_charge,acid_O2_ES_root_Mulliken_charge,acid_O2_ES_root_NPA_Rydberg,acid_O2_ES_root_NPA_core,acid_O2_Mulliken_charge,acid_O2_NMR_anisotropy,acid_O2_NMR_shift,acid_O2_NPA_Rydberg,acid_O2_NPA_core,acid_O2_VBur
CNc1ccc(OC)cc1.O=C(O)C(c1ccccc1)c1ccccc1,-440.56777938427877,3.391307573921613,1878.3468153822387,1316.0220533321751,0.18806921280929356,1.7237144689227883,0.09216652798732691,0.093318464468904,-0.1854849924562309,0.0011519364815770923,137.18099999999998,1332.974795792819,-0.7858667089620276,-0.15610347352142687,0.00999564800844872,-0.4805820171997183,1.9991699999999997,-0.24655021884430883,77.2532871304013,207.33933956700304,0.01107564800844872,-0.6500545436029102,1.9991799999999997,0.5076815613946444,-689.8954687220482,1.40320207544851,3561.9201041075203,1639.317818460507,0.23983707166198937,1.3847853887529977,0.13672196034079084,0.1155228629010342,-0.25224482324182507,-0.021199097439756637,212.24759999999998,1839.268481420862,-0.04326495982811596,0.012620637544486625,0.024628309792577935,-0.3807349995949811,1.9988615840715134,9.992260315823406,135.99009630149632,0.023360389435011397,0.7239195630568525,1.0949131199906983,0.18944262402808548,0.060470893783087454,0.8523472547805326,1.9993,0.21013686144296603,95.92201017340048,25.635602341428402,0.058418017716319395,0.8858916367344487,0.5861734013493434,-0.24416198655127658,0.010985938073885928,1.9997015840715133,-0.23912804626258885,535.7802530731421,-58.18828216329807,0.010658017716319388,-0.617425529464487,1.9997,0.4506773546717344,-0.7008618613353101,-0.19305642845951632,0.010300292076258549,1.99968,-0.1888940384708045,180.23578499081603,140.09930500631037,0.010203955790205315,1.99968,0.38854368677743967
CNc1ccc(OC)cc1.O=C(O)Cc1cc(F)cc(F)c1,-440.56777938427877,3.391307573921613,1878.3468153822387,1316.0220533321751,0.18806921280929356,1.7237144689227883,0.09216652798732691,0.093318464468904,-0.1854849924562309,0.0011519364815770923,137.18099999999998,1332.974795792819,-0.7858667089620276,-0.15610347352142687,0.00999564800844872,-0.4805820171997183,1.9991699999999997,-0.24655021884430883,77.2532871304013,207.33933956700304,0.01107564800844872,-0.6500545436029102,1.9991799999999997,0.5076815613946444,-657.481778,2.3572,2381.1771,1235.179,0.138688,2.5697,0.14304,0.11847999999999999,-0.26152,-0.02456,172.131,1217.904,-0.063727,0.018334,0.01668,-0.56378,1.99903,36.8416,155.18,0.01588,0.5532567652611705,1.166291,0.15875,0.05513,0.86569,1.99936,0.157043,91.2728,28.2465,0.05486,0.86746,0.5151038388923852,-0.228426,0.0108,1.99971,-0.227054,561.0777,-63.3326,0.01075,-0.60726,1.99971,0.4107929515418502,-0.757418,-0.197421,0.01023,1.99969,-0.197684,180.8112,145.9035,0.01021,1.99969,0.3567495280050346
CNc1ccc(OC)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-440.56777938427877,3.391307573921613,1878.3468153822387,1316.0220533321751,0.18806921280929356,1.7237144689227883,0.09216652798732691,0.093318464468904,-0.1854849924562309,0.0011519364815770923,137.18099999999998,1332.974795792819,-0.7858667089620276,-0.15610347352142687,0.00999564800844872,-0.4805820171997183,1.9991699999999997,-0.24655021884430883,77.2532871304013,207.33933956700304,0.01107564800844872,-0.6500545436029102,1.9991799999999997,0.5076815613946444,-647.5148276731938,2.3162388535349514,2712.22494068927,1290.2280138823057,0.17154019518653552,1.4697329264517487,0.1156619082163884,0.10386652671989452,-0.21952843493628293,-0.011795381496493874,180.1598,1361.9495545314362,-0.04546109958069706,0.07325079484816416,0.017026483070927696,-0.5558495601469191,1.99902,20.022088242212163,153.28858579261438,0.01633324684060812,0.5528229574062253,1.1250101340536713,0.13897363123585238,0.05650826275604093,0.8495585646753707,1.9993455879232267,0.1495438628857153,96.88422358662841,26.957859949976545,0.055917227258963684,0.8673730746603661,0.5213197102733909,-0.24655421186942958,0.011044120767731924,1.99971,-0.2424917363204826,527.1289117821278,-60.05230068585296,0.01081529661418554,-0.6154449392277878,1.99971,0.39689659934310273,-0.711912441192598,-0.20440275233992555,0.01041294492127831,1.9996827939616133,-0.1999112192538579,178.94541603898352,144.23911350534635,0.010381769074824694,1.9996827939616133,0.3713909556923205
CNc1ccc(OC)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,-440.56777938427877,3.391307573921613,1878.3468153822387,1316.0220533321751,0.18806921280929356,1.7237144689227883,0.09216652798732691,0.093318464468904,-0.1854849924562309,0.0011519364815770923,137.18099999999998,1332.974795792819,-0.7858667089620276,-0.15610347352142687,0.00999564800844872,-0.4805820171997183,1.9991699999999997,-0.24655021884430883,77.2532871304013,207.33933956700304,0.01107564800844872,-0.6500545436029102,1.9991799999999997,0.5076815613946444,-1355.1246477336329,2.138671031558749,2574.496701663489,1341.7274388200099,0.09457534538339805,1.2289420753285163,0.18802896372769567,0.10344172142203223,-0.2914706851497279,-0.08458724230566342,192.0012,1301.9631771434797,0.1436450205256728,-0.1341404383483137,0.028381730580295597,-0.005896862487195154,1.9987910344406514,136.76652661227297,45.59852926262196,0.027158964338246556,0.6170384763899989,1.232724373829488,0.22258750612504397,0.050203109427463886,0.7544406912552368,1.9993210344406516,0.23738975453063485,81.47425970245676,34.02998186663856,0.05328551660977494,0.8335789802125697,0.5001302194196835,-0.14016698689514076,0.010771376404964728,1.99973,-0.22140691215813038,540.9074698289439,-49.35380642697055,0.010439308744763183,-0.6030556973328385,1.9997289655593482,0.3781005941741732,-0.7241548419782666,-0.149776437487961,0.009817933560900235,1.9996831033219549,-0.15930615061766404,149.2732217806851,153.6456644742422,0.010180692476338597,1.999682068881303,0.3722954442660142
CNc1ccc(OC)cc1.O=C(O)c1ccc([N+](=O)[O-])s1,-440.56777938427877,3.391307573921613,1878.3468153822387,1316.0220533321751,0.18806921280929356,1.7237144689227883,0.09216652798732691,0.093318464468904,-0.1854849924562309,0.0011519364815770923,137.18099999999998,1332.974795792819,-0.7858667089620276,-0.15610347352142687,0.00999564800844872,-0.4805820171997183,1.9991699999999997,-0.24655021884430883,77.2532871304013,207.33933956700304,0.01107564800844872,-0.6500545436029102,1.9991799999999997,0.5076815613946444,-945.0845772679611,1.2372652072853827,2122.773846852237,1208.063869236775,0.09532198036906608,3.3517772237412995,0.2058924593925644,0.08969011161034719,-0.29558257100291163,-0.11620234778221722,173.143,1147.6736399005895,-0.2297649462009861,-0.05369272209114539,0.0210737618338186,-0.3583320438274571,1.9988167523667637,110.84291031313492,56.18600686734112,0.021150899851019065,0.6376201701888052,1.3719488275987008,0.23199861406108002,0.05302427603440092,0.8237815495699885,1.9991600000000003,0.24008696912371863,79.12984775560109,38.504428905804104,0.05298961434956326,0.8314688161373347,0.5043030952411491,-0.22361762564230397,0.010377395117491622,1.9997233761833821,-0.21476193324981047,523.8065812060798,-47.7379693978464,0.010373890383964184,-0.5919996273244356,1.99973,0.37211767939015306,-0.7512363237292484,-0.19368800110516507,0.009930642750727903,1.9996900000000002,-0.18936962372045707,168.25226497217187,158.16937782928116,0.009960642750727902,1.9996900000000002,0.38395704710506134
CNc1ccc(OC)cc1.O=C(O)c1cnccn1,-440.56777938427877,3.391307573921613,1878.3468153822387,1316.0220533321751,0.18806921280929356,1.7237144689227883,0.09216652798732691,0.093318464468904,-0.1854849924562309,0.0011519364815770923,137.18099999999998,1332.974795792819,-0.7858667089620276,-0.15610347352142687,0.00999564800844872,-0.4805820171997183,1.9991699999999997,-0.24655021884430883,77.2532871304013,207.33933956700304,0.01107564800844872,-0.6500545436029102,1.9991799999999997,0.5076815613946444,-452.09643164592694,2.2671340589865334,1099.845985600954,992.1205660535819,0.09967320432302408,1.773579145104845,0.17445897838487956,0.09358521775110101,-0.2680441961359806,-0.08087376063377859,124.09880000000001,918.9520472024121,-0.021622736403655543,-0.17971084846245708,0.027623686266288493,-0.053062262581238535,1.9989100000000002,151.2734506504395,50.834594591254515,0.026009925632509926,0.6116366704263126,1.2203047449106783,0.21472742709448678,0.05297874645540714,0.781536303030973,1.9993131940506008,0.24102190796747736,83.57896840264063,33.126869148526545,0.053478328607209524,0.8273305949399207,0.49825737367990625,-0.24132171410443676,0.010675478037316272,1.9997284029746998,-0.22320378655205084,545.5899930520587,-51.49857832971702,0.010469089936114687,-0.6017885736668359,1.9997284029746998,0.37560018942500895,-0.7186856936920093,-0.18583719359822923,0.010112163608478174,1.999683194050601,-0.16755434302833594,152.8797094338655,152.77662940274388,0.01019299930487341,1.999683194050601,0.3731914098607179
CNc1ccc(OC)cc1.O=C(O)c1ncccn1,-440.56777938427877,3.391307573921613,1878.3468153822387,1316.0220533321751,0.18806921280929356,1.7237144689227883,0.09216652798732691,0.093318464468904,-0.1854849924562309,0.0011519364815770923,137.18099999999998,1332.974795792819,-0.7858667089620276,-0.15610347352142687,0.00999564800844872,-0.4805820171997183,1.9991699999999997,-0.24655021884430883,77.2532871304013,207.33933956700304,0.01107564800844872,-0.6500545436029102,1.9991799999999997,0.5076815613946444,-452.098,3.6742,1094.4404,751.849,0.099446,3.6328,0.17178,0.09791,-0.26969,-0.07387,124.0988,978.822,0.322736,-0.06772,0.03472,0.19893,1.99908,136.3221,36.7759,0.03728,0.5951856513530522,1.169226,0.18273,0.05373,0.7495,1.99943,0.226234,75.1245,35.4095,0.05319,0.81284,0.48599748269351795,-0.216093,0.01132,1.99972,-0.195135,571.8712,-66.5862,0.01079,-0.57822,1.99972,0.3618628067967275,-0.712552,-0.189067,0.01009,1.99969,-0.16709,162.392,149.5397,0.01019,1.99969,0.3724040276903713
COC(=O)c1cc(F)ccc1N.O=C(O)C(c1ccccc1)c1ccccc1,-613.6372909826631,2.740485475044506,2229.2062014256935,1217.4468434087194,0.16346904375628188,1.1980700969014952,0.12999886513823236,0.08132426174633037,-0.21132312688456273,-0.04867460339190201,169.1551,1235.248634586505,-0.7244797052261062,0.006591325891352819,0.009711555778911135,-0.6373308238696769,1.9992300486180914,-0.0941536283421651,56.39503544845858,190.43825964833934,0.00969194472363892,-0.8026004528895593,1.9992300972361823,0.4288784427169646,-689.8954687220482,1.40320207544851,3561.9201041075203,1639.317818460507,0.23983707166198937,1.3847853887529977,0.13672196034079084,0.1155228629010342,-0.25224482324182507,-0.021199097439756637,212.24759999999998,1839.268481420862,-0.04326495982811596,0.012620637544486625,0.024628309792577935,-0.3807349995949811,1.9988615840715134,9.992260315823406,135.99009630149632,0.023360389435011397,0.7239195630568525,1.0949131199906983,0.18944262402808548,0.060470893783087454,0.8523472547805326,1.9993,0.21013686144296603,95.92201017340048,25.635602341428402,0.058418017716319395,0.8858916367344487,0.5861734013493434,-0.24416198655127658,0.010985938073885928,1.9997015840715133,-0.23912804626258885,535.7802530731421,-58.18828216329807,0.010658017716319388,-0.617425529464487,1.9997,0.4506773546717344,-0.7008618613353101,-0.19305642845951632,0.010300292076258549,1.99968,-0.1888940384708045,180.23578499081603,140.09930500631037,0.010203955790205315,1.99968,0.38854368677743967
COC(=O)c1cc(F)ccc1N.O=C(O)C1CN(C(=O)OCc2ccccc2)C1,-613.6372909826631,2.740485475044506,2229.2062014256935,1217.4468434087194,0.16346904375628188,1.1980700969014952,0.12999886513823236,0.08132426174633037,-0.21132312688456273,-0.04867460339190201,169.1551,1235.248634586505,-0.7244797052261062,0.006591325891352819,0.009711555778911135,-0.6373308238696769,1.9992300486180914,-0.0941536283421651,56.39503544845858,190.43825964833934,0.00969194472363892,-0.8026004528895593,1.9992300972361823,0.4288784427169646,-819.2707713606253,2.7857850953523067,5736.683988754426,1951.67132399877,0.2566938704287684,2.3509909359131456,0.13463804237194937,0.1204944651520866,-0.25513250752403593,-0.014143577219862764,235.23900000000003,1908.1550430253092,-0.09717826457640785,-0.357398258043594,0.017528752770266578,-0.37065905814700983,1.9988996620904858,24.62640766536412,163.99443561644907,0.017526306171267478,0.6190596303678788,1.1520131368331419,0.22958422649708682,0.05655060055848456,0.857977448018739,1.9992796620904856,0.22954374631828495,96.03163875142653,25.871082333179643,0.056547279397609014,0.8580770748831157,0.5284802588003569,-0.23144500431943799,0.01063931105305252,1.9997100000000003,-0.23151895322233385,556.1595326239844,-64.74700591773082,0.010638635234023803,-0.6054089054486335,1.9997100000000003,0.39217931046900895,-0.7341346108092699,-0.2012880711852156,0.010367110496721243,1.99968,-0.20129767569335824,172.52643552186694,152.16656931268506,0.010367110496721243,1.99968,0.3777839517935424
COC(=O)c1cc(F)ccc1N.O=C(O)Cc1ccc2c(c1)OCO2,-613.6372909826631,2.740485475044506,2229.2062014256935,1217.4468434087194,0.16346904375628188,1.1980700969014952,0.12999886513823236,0.08132426174633037,-0.21132312688456273,-0.04867460339190201,169.1551,1235.248634586505,-0.7244797052261062,0.006591325891352819,0.009711555778911135,-0.6373308238696769,1.9992300486180914,-0.0941536283421651,56.39503544845858,190.43825964833934,0.00969194472363892,-0.8026004528895593,1.9992300972361823,0.4288784427169646,-647.5148276731938,2.3162388535349514,2712.22494068927,1290.2280138823057,0.17154019518653552,1.4697329264517487,0.1156619082163884,0.10386652671989452,-0.21952843493628293,-0.011795381496493874,180.1598,1361.9495545314362,-0.04546109958069706,0.07325079484816416,0.017026483070927696,-0.5558495601469191,1.99902,20.022088242212163,153.28858579261438,0.01633324684060812,0.5528229574062253,1.1250101340536713,0.13897363123585238,0.05650826275604093,0.8495585646753707,1.9993455879232267,0.1495438628857153,96.88422358662841,26.957859949976545,0.055917227258963684,0.8673730746603661,0.5213197102733909,-0.24655421186942958,0.011044120767731924,1.99971,-0.2424917363204826,527.1289117821278,-60.05230068585296,0.01081529661418554,-0.6154449392277878,1.99971,0.39689659934310273,-0.711912441192598,-0.20440275233992555,0.01041294492127831,1.9996827939616133,-0.1999112192538579,178.94541603898352,144.23911350534635,0.010381769074824694,1.9996827939616133,0.3713909556923205
COC(=O)c1cc(S(N)(=O)=O)ccc1OC.Cc1ccc(CC(=O)O)cc1,-1177.155644453428,6.644670337512383,4654.829767018255,1634.3478620904298,0.22021069501502447,5.885644645831549,0.15962322148889488,0.09931860620050324,-0.2589418276893981,-0.06030461528839166,245.2496,1783.8938289632038,-0.82212292600964,-0.06697940252315354,0.013973518916661976,-1.0447624699760074,1.9994716507979897,-0.08615311037005174,105.59363284125091,167.17298094906135,0.014120818780478404,-1.0767903710370657,1.9994723705140374,0.41393660342941757,-498.510438,1.8908,2105.3609541060728,1480.6405355173379,0.182705,1.6896,0.13207749867546031,0.11584250132453966,-0.24791999999999997,-0.016234997350920675,150.1768,1359.5105308373281,-0.07258749973509207,0.08152699947018413,0.01764,-0.5567599999999999,1.9990199999999998,12.523050132453966,151.8287499735092,0.01696,0.5535714285714286,1.1096685007947236,0.14215100052981586,0.05698,0.8467950026490794,1.9993399999999997,0.1552995002649079,96.70524992052762,27.772199999999998,0.05621999999999999,0.86741,0.5217117684078036,-0.23511899999999997,0.01105,1.9997099999999999,-0.240359,514.6945000529815,-64.06245034438031,0.0109,-0.61043,1.9997099999999999,0.37169603524229067,-0.6873790005298158,-0.20094099999999998,0.01066,1.9996799999999997,-0.20241199999999998,172.06130015894473,147.18429994701842,0.01055,1.9996799999999997,0.39293580868470734
COC(=O)c1cc(S(N)(=O)=O)ccc1OC.O=C(O)c1ccnc(C(F)(F)F)c1,-1177.155644453428,6.644670337512383,4654.829767018255,1634.3478620904298,0.22021069501502447,5.885644645831549,0.15962322148889488,0.09931860620050324,-0.2589418276893981,-0.06030461528839166,245.2496,1783.8938289632038,-0.82212292600964,-0.06697940252315354,0.013973518916661976,-1.0447624699760074,1.9994716507979897,-0.08615311037005174,105.59363284125091,167.17298094906135,0.014120818780478404,-1.0767903710370657,1.9994723705140374,0.41393660342941757,-772.6305564090145,2.29120941765174,2585.227888243527,1236.0327436147895,0.1202471882303174,3.742894641481618,0.19289728505830267,0.10350548413992641,-0.29640276919822905,-0.08939180091837626,191.10929999999996,1322.249707636283,-0.06565981427099829,-0.1396450223248737,0.022157285058302674,-0.20893354758022076,1.9987999999999997,173.36736542142296,57.52280081384797,0.0188663710349816,0.6353483648515293,1.230128643574434,0.21225567884117977,0.053582742069963205,0.7880092758745401,1.9992599999999998,0.24978524436590382,81.36056928160627,33.89326498338592,0.052657285058302666,0.848693710349816,0.5091539969578687,-0.25062908012800394,0.01058,1.99973,-0.21643986476942065,559.33985766489,-55.953640530553145,0.01035908597667893,-0.5937558639356487,1.99973,0.3776957820439855,-0.7273581790710983,-0.2085339576400574,0.009719085976678931,1.9996899999999997,-0.1883815045980171,161.61009299263458,156.61259230078446,0.009685457011660535,1.9996899999999997,0.38767957871807845
COC(=O)c1ccc(N)cc1.CC(NC(=O)OCc1ccccc1)C(=O)O,-514.53436,4.8594,2160.3913,1365.974,0.170867,3.2674,0.123835,0.096305,-0.22014,-0.02753,151.1646,1332.247,-0.807815,-0.051861,0.01059,-0.67299,1.99926,-0.128478,76.4227,195.5018,0.01082,-0.80125,1.99928,0.3761799874134676,-781.2649678347918,2.200590983557649,4958.801870732047,1799.8090527635986,0.24972949106567296,1.873947112828476,0.1363474554953261,0.12315129350103705,-0.25949874899636316,-0.013196161994289047,223.228,1771.6155072945046,0.2902650580512689,-0.03198762525640393,0.020984329815339615,-0.14523678042245255,1.9990041499805797,36.243731713185646,144.78184835076954,0.02098021801469721,0.6470994951563479,1.1086744346817425,0.18815215623390003,0.05638803550192823,0.8620254324901359,1.9993120640790083,0.18823326690378006,97.89775042905289,24.446591870326426,0.056373989071665485,0.8621530525432392,0.5443294392225436,-0.23954694054201228,0.010768571011984068,1.9997084256810171,-0.23967098528469416,548.7233928852544,-52.01607897888945,0.010764958731340618,-0.6146754795308841,1.9997084256810171,0.40069912648165973,-0.7192702945307213,-0.19544518019740897,0.010167137389962033,1.99968,-0.19542433740729864,165.60978828966796,154.19219675953232,0.010168576310429696,1.99968,0.3944254273410637
COC(=O)c1ccc(N)cc1.COc1cc(C(=O)O)cc(OC)c1OC,-514.53436,4.8594,2160.3913,1365.974,0.170867,3.2674,0.123835,0.096305,-0.22014,-0.02753,151.1646,1332.247,-0.807815,-0.051861,0.01059,-0.67299,1.99926,-0.128478,76.4227,195.5018,0.01082,-0.80125,1.99928,0.3761799874134676,-762.9994991826646,5.172452753038145,3517.3976607077625,1427.2320348500884,0.2278987622081049,1.6674489770426568,0.14015021747906808,0.0954896510797448,-0.2356398685588129,-0.044660566399323275,212.20179999999996,1637.2263877976807,-0.19360534024330717,-0.10060986831926125,0.021284905600112786,-0.19328258583825458,1.9988586226400027,149.98325536589178,70.09812251224193,0.01776418864007331,0.6387910100693368,1.3646224657046233,0.16692131944691638,0.054692754719994366,0.7334375862375073,1.9992613773599972,0.23720502636808793,82.51593538576083,32.63535124698494,0.05309137735999717,0.8497401696802452,0.5139214764007397,-0.29725590790685796,0.01082,1.99973,-0.24359898581782408,524.771530496764,-37.69717168980306,0.01012550943998872,-0.6200795084817821,1.99973,0.3793482907488543,-0.7556893096476001,-0.2258387660320107,0.00987862264000282,1.9997,-0.19543681159947834,164.34909051254698,158.05005219453028,0.00961137735999718,1.99969,0.38679705412193405
COC(=O)c1ccc(N)cc1.Cc1ccc(C(=O)O)cc1,-514.53436,4.8594,2160.3913,1365.974,0.170867,3.2674,0.123835,0.096305,-0.22014,-0.02753,151.1646,1332.247,-0.807815,-0.051861,0.01059,-0.67299,1.99926,-0.128478,76.4227,195.5018,0.01082,-0.80125,1.99928,0.3761799874134676,-459.2912,3.2851,1665.1788,1251.801,0.152781,2.4096,0.15670499999999998,0.108055,-0.26476,-0.04865,136.15,1110.973,-0.30034,-0.119511,0.01896,-0.23531,1.99878,157.5878,68.1621,0.01794,0.6374292007551919,1.348396,0.213327,0.04471,0.70381,1.99923,0.238599,82.0524,32.8188,0.0531,0.84705,0.5110132158590308,-0.046135,0.01086,1.99974,-0.239728,527.1292,-39.6764,0.01015,-0.61612,1.99973,0.37846129641283827,-0.753186,-0.150449,0.0091,1.99971,-0.200476,165.6512,158.2225,0.00962,1.99969,0.38719320327249845
COC(=O)c1ccc(N)cc1.O=C(O)c1ccc(Br)s1,-514.53436,4.8594,2160.3913,1365.974,0.170867,3.2674,0.123835,0.096305,-0.22014,-0.02753,151.1646,1332.247,-0.807815,-0.051861,0.01059,-0.67299,1.99926,-0.128478,76.4227,195.5018,0.01082,-0.80125,1.99928,0.3761799874134676,-3314.292221205339,3.837583601514373,2443.6970746680227,1099.612811335462,0.08113360654643953,1.3922558364803281,0.16345662015624515,0.09461102497829929,-0.25806764513454444,-0.06884559517794585,207.04150000000004,986.1436995669396,-0.35465196383459385,-0.0024349352611518368,0.023284819982639433,-0.2589644926606633,1.9988075900086804,99.54508675875228,59.907573305727695,0.02075210508246271,0.6357933445295673,1.4442386049528642,0.18586701259929572,0.05349066494357815,0.7450236037804201,1.99916620499566,0.23280752801639903,78.3341669277408,39.09127775596471,0.05300686993923802,0.8289087837977807,0.5032337956589319,-0.24922498917566666,0.011152465117183846,1.9997300000000005,-0.22830854128288375,495.9955149383479,-34.511258438620516,0.010269335056421853,-0.6052220689365092,1.9997300000000005,0.37218305872666746,-0.7657605949513411,-0.20776910423388692,0.010270360034721142,1.9997000000000003,-0.19634520620700924,169.8139713533206,159.11372416405558,0.009924515073782423,1.9996900000000002,0.3829927597393602
COC(=O)c1ccc(N)cc1.O=C(O)c1ccc2c(c1)OC(F)(F)O2,-514.53436,4.8594,2160.3913,1365.974,0.170867,3.2674,0.123835,0.096305,-0.22014,-0.02753,151.1646,1332.247,-0.807815,-0.051861,0.01059,-0.67299,1.99926,-0.128478,76.4227,195.5018,0.01082,-0.80125,1.99928,0.3761799874134676,-806.5348434823582,1.969891157451168,3095.470873431594,1119.1380945921815,0.12728822152749691,1.7661753474876365,0.16477962259967094,0.10239258374311522,-0.26717220634278616,-0.062387038856555756,202.114,1210.3896528426812,-0.28625170388409493,-0.12629155560205754,0.021184073247020114,-0.16229630638635464,1.99887,149.4417962035102,69.82637373797803,0.01776370254582816,0.6403980891414122,1.3486174421617756,0.19694889504217034,0.05406963376489944,0.7614785350595977,1.99926,0.24339856275092503,81.03203354206306,34.01360232236753,0.05303148280476782,0.8473896292988081,0.5132857764035882,-0.2646395323815035,0.010844814649404023,1.99973,-0.23368733407924253,530.124803929068,-40.8560972763085,0.010214443948212068,-0.6109314604743108,1.999724814649404,0.379909288710893,-0.7541255417649774,-0.21647985618717525,0.009860370701191955,1.99969,-0.19806082938750563,162.42937999034993,159.18853961625948,0.009614443948212066,1.99969,0.3876186100779697
COC(=O)c1ccc(N)cc1OC.Cc1cc(C(=O)O)cc(Cl)n1,-628.844365956845,6.092967227529773,2725.6800602921994,1145.19450698994,0.20567990535757197,3.6731063939438418,0.11838086030848231,0.0965659686654925,-0.2149468289739748,-0.02181489164298983,181.1908,1634.891695191288,-0.8094051262658029,-0.10406619599923736,0.012083462774255017,-0.761774090254781,1.99928,-0.12725754111117807,77.25164849034545,195.6118771091555,0.010736892175182583,-0.8012340797771123,1.9992792230437955,0.3762528603844897,-934.8386275070061,3.21139016140293,2256.81941085346,1204.0085437744922,0.13224060252615802,2.475678921873161,0.17604629563847793,0.0970028616538536,-0.27304915729233153,-0.07904343398462432,171.58289999999997,1399.2116206558399,0.002581835306957856,-0.1307429912177014,0.02206786165385361,-0.20017123248452728,1.9987999999999997,165.70961868951736,56.05915849615609,0.01886885533845855,0.6363548928935205,1.2475541317344787,0.202129454805168,0.053765874284643744,0.7798472330770723,1.9992699999999997,0.24739590694693453,82.17853253410946,33.83995681860067,0.05273557233077072,0.850708314584663,0.5103490586121044,-0.2593309851018554,0.010580993684604936,1.9997299999999996,-0.21988088859329438,553.9234869743832,-54.22419824354027,0.010318855338458551,-0.5970096733770917,1.9997299999999996,0.3780499581255279,-0.7321607374168086,-0.2117745846652883,0.009725572330770723,1.9996899999999997,-0.18887994641739092,163.1837789321557,156.40944008295628,0.009674427669229275,1.9996899999999997,0.38656625199711314
COC(=O)c1ccc(N)cc1OC.Cc1ccc(C(=O)O)cc1,-628.844365956845,6.092967227529773,2725.6800602921994,1145.19450698994,0.20567990535757197,3.6731063939438418,0.11838086030848231,0.0965659686654925,-0.2149468289739748,-0.02181489164298983,181.1908,1634.891695191288,-0.8094051262658029,-0.10406619599923736,0.012083462774255017,-0.761774090254781,1.99928,-0.12725754111117807,77.25164849034545,195.6118771091555,0.010736892175182583,-0.8012340797771123,1.9992792230437955,0.3762528603844897,-459.2912,3.2851,1665.1788,1251.801,0.152781,2.4096,0.15670499999999998,0.108055,-0.26476,-0.04865,136.15,1110.973,-0.30034,-0.119511,0.01896,-0.23531,1.99878,157.5878,68.1621,0.01794,0.6374292007551919,1.348396,0.213327,0.04471,0.70381,1.99923,0.238599,82.0524,32.8188,0.0531,0.84705,0.5110132158590308,-0.046135,0.01086,1.99974,-0.239728,527.1292,-39.6764,0.01015,-0.61612,1.99973,0.37846129641283827,-0.753186,-0.150449,0.0091,1.99971,-0.200476,165.6512,158.2225,0.00962,1.99969,0.38719320327249845
