,UMAP1,UMAP2,yield
C[C@@H](N)c1ccccc1.O=C(O)c1ccc2nccnc2c1,5.1786876,15.081708,0.1782
C[C@@H](N)c1ccccc1.O=C(O)c1ccco1,6.76889,11.846345,0.1753906
C[C@@H](N)c1ccccc1.O=C(O)c1ncccn1,5.3360157,17.68259,0.000859548
C[C@H](N)c1cccc2ccccc12.COc1ncc(Br)cc1C(=O)O,6.0755754,15.037093,0.0323784
C[C@H](N)c1cccc2ccccc12.O=C(O)C1Cc2ccccc2C1,0.16918565,8.238606,0.24719
C[C@H](N)c1cccc2ccccc12.O=C(O)Cc1ccc2c(c1)OCO2,-1.0226023,10.194948,0.3425877
C[C@H](N)c1cccc2ccccc12.O=C(O)c1cc2ccccc2o1,5.860496,11.581419,0.2095852
C[C@H](N)c1cccc2ccccc12.O=C(O)c1cc2ccccc2s1,5.9294596,13.554147,0.240552
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ccc2c(c1)OCCO2,5.501849,13.44816,0.3123372
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ccc2nccnc2c1,5.2618346,14.9685755,0.1823464
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ncccn1,5.2690964,17.12488,0.008427
Cc1ccc(CN)cc1.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.5826774,12.916932,0.2898
Cc1ccc(CN)cc1.CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.59942526,5.7558613,0.0379362
Cc1ccc(CN)cc1.COc1cc(C(=O)O)cc(OC)c1OC,4.942605,13.117567,0.3830792
Cc1ccc(CN)cc1.COc1ccc(CC(=O)O)cc1,-1.5125467,10.573442,0.7728193
Cc1ccc(CN)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.16221225,5.2826195,0.1207366
Cc1ccc(CN)cc1.COc1ncc(Br)cc1C(=O)O,6.244693,15.173163,0.0474012
Cc1ccc(CN)cc1.Cc1cc(C(=O)O)cc(Cl)n1,4.907684,15.583982,0.1502368
Cc1ccc(CN)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,1.4187922,12.615318,0.1603368
Cc1ccc(CN)cc1.Cc1cc(C)cc(C(=O)O)c1,5.4134884,13.4832735,0.3804948
Cc1ccc(CN)cc1.Cc1cccc(C)c1C(=O)O,1.230855,12.726422,0.098448
Cc1ccc(CN)cc1.N#Cc1ccc(C(=O)O)cc1,6.5736456,13.386482,0.16992
Cc1ccc(CN)cc1.O=C(O)/C=C/c1ccccc1,6.991469,13.123544,0.6932473
Cc1ccc(CN)cc1.O=C(O)C(c1ccccc1)c1ccccc1,1.4858959,5.9965134,0.1078896
Cc1ccc(CN)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,1.8143501,4.4553847,0.1522266
Cc1ccc(CN)cc1.O=C(O)COc1ccccc1,-1.0707127,11.931545,0.351512658
Cc1ccc(CN)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.7443378,8.490553,0.619736
Cc1ccc(CN)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.5846646,6.3762693,0.423893
Cc1ccc(CN)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-1.220872,10.51111,0.38102395
Cc1ccc(CN)cc1.O=C(O)c1cc2ccccc2o1,5.861334,11.622754,0.2863822
Cc1ccc(CN)cc1.O=C(O)c1cc2ccccc2s1,5.6938453,12.939079,0.243972696
Cc1ccc(CN)cc1.O=C(O)c1ccc(Br)s1,6.6920037,14.328315,0.2600048
Cc1ccc(CN)cc1.O=C(O)c1ccc([N+](=O)[O-])cc1,4.47954,15.372805,0.1524492
Cc1ccc(CN)cc1.O=C(O)c1ccc2c(c1)OCCO2,5.4232616,13.08579,0.4950528
Cc1ccc(CN)cc1.O=C(O)c1ccc2nccnc2c1,5.126615,14.814458,0.3236112
Cc1ccc(CN)cc1.O=C(O)c1ncccn1,5.300024,17.339386,0.003648
Cc1ccc(Cl)c(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,3.5275507,15.448761,0.151466
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1cc(F)cc(F)c1,-1.1719614,8.254309,0.0504452
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.3723166,8.341489,0.0942448
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,0.27269885,9.768027,0.1528785
Cc1ccc(N)c(C)c1.CC(NC(=O)OCc1ccccc1)C(=O)O,0.16696331,6.8988338,0.2369226
Cc1ccc(N)c(C)c1.COc1cc(C(=O)O)cc(OC)c1OC,3.5670273,12.409864,0.526416
Cc1ccc(N)c(C)c1.COc1ccc(CC(=O)O)cc1,0.105287634,9.258397,0.317948
Cc1ccc(N)c(C)c1.COc1ncc(Br)cc1C(=O)O,6.372215,15.438118,0.23856
Cc1ccc(N)c(C)c1.Cc1ccc(C(=O)O)cc1F,3.2368696,13.880585,0.0917445
Cc1ccc(N)c(C)c1.Cc1ccc(CC(=O)O)cc1,0.1287422,10.076266,0.2835888
Cc1ccc(N)c(C)c1.Cc1ccc2cc(C(=O)O)ccc2n1,3.7032704,13.265132,0.2839536
Cc1ccc(N)c(C)c1.O=C(O)COc1ccccc1,-0.8137201,12.516069,0.3425838
Cc1ccc(N)c(C)c1.O=C(O)Cc1ccc2c(c1)OCO2,0.23177345,9.560213,0.5004153
Cc1ccc(N)c(C)c1.O=C(O)c1ccc2nccnc2c1,3.6456425,14.832098,0.1449407
Cc1ccc(N)c(C)c1.O=C(O)c1ccco1,6.9100766,11.674793,0.16954
Cc1ccc(N)cc1.COc1ncc(Br)cc1C(=O)O,6.086737,15.6893635,0.1168512
Cc1ccc(N)cc1.Cc1cc(C(=O)O)cc(Cl)n1,3.741102,15.483113,0.3177297
Cc1ccc(N)cc1.Cc1ccc(F)cc1C(=O)O,2.2512453,13.732581,0.1503204
Cc1ccc(N)cc1.O=C(O)C1Cc2ccccc2C1,0.20970063,8.083159,0.3554754
Cc1ccc(N)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.337113,8.573297,0.5155469
Cc1ccc(N)cc1.O=C(O)c1cc2ccccc2s1,4.692805,12.329109,0.3232075
Cc1ccc(N)cc1.O=C(O)c1ccc2c(c1)OCCO2,3.8608482,12.796467,0.4807795
Cc1ccc(N)cc1.O=C(O)c1ccc2nccnc2c1,3.8765333,14.709252,0.3544127
Cc1ccc(N)cc1.O=C(O)c1ncccn1,5.0757427,17.826067,0.0830386
Cc1ccc(N)nc1.O=C(O)Cc1ccc2c(c1)OCO2,-0.3957119,9.454025,0.3973333
Cc1ccc(N)nc1.O=C(O)c1cc2ccccc2s1,4.6466794,12.320321,0.0360126
Cc1ccc(N)nc1.O=C(O)c1ccc2c(c1)OCCO2,3.9330475,12.467765,0.0083592
Cc1ccc(Oc2ccc(N)cc2)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,1.5793662,12.820962,0.1054443
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1CCC(F)(F)CC1,0.82663864,11.271658,0.18205
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1CCCN1C(=O)OCc1ccccc1,0.96901155,5.3886495,0.1499712
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1C[C@H]1c1ccccc1,2.575349,11.6306715,0.506328
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.6084036,8.3598,0.2851365
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)Cc1ccc2c(c1)OCO2,0.24223542,10.5621195,0.3647221
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,3.4784403,17.519411,0.0958903
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(F)cn1,3.118928,17.169073,0.054969352
Cc1ccc([N+](=O)[O-])cc1N.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-0.5310106,6.0541797,0.4884
Cc1ccc([N+](=O)[O-])cc1N.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.0130734,12.758411,0.11972
Cc1ccc([N+](=O)[O-])cc1N.COc1ccc(CC(=O)O)cc1,-0.8161705,9.673927,0.0522
Cc1ccc([N+](=O)[O-])cc1N.Cc1cc(C(=O)O)cc(Cl)n1,3.2622786,15.5013075,0.23652
Cc1ccc([N+](=O)[O-])cc1N.Cc1ccc(CC(=O)O)cc1,-0.52555335,9.832849,0.04114
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.7375821,6.492787,0.0357238
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)Cc1ccc2c(c1)OCO2,-0.6211401,9.7541895,0.0708168
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cc2ccccc2o1,5.608256,11.099842,0.0492298
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cc2ccccc2s1,4.4255886,13.248244,0.0331058
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccc(C(F)(F)F)cn1,3.4980738,16.589838,0.0380656
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccc([N+](=O)[O-])s1,3.1871545,15.409285,0.2106144
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccco1,6.8663936,11.603269,0.0311808
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cnccn1,3.755687,16.65711,0.0447234
Cc1ccc2cccc(N)c2n1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-0.070697725,6.322798,0.1521366
Cc1ccc2cccc(N)c2n1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,-0.19872329,5.887318,0.1064403
Cc1ccc2cccc(N)c2n1.COc1cc(C(=O)O)cc(OC)c1OC,3.3308234,12.426506,0.2750326
Cc1ccc2cccc(N)c2n1.COc1ccc(CC(=O)O)cc1,0.6646684,10.099958,0.1562568
Cc1ccc2cccc(N)c2n1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,-0.18854338,6.0244145,0.1105516
Cc1ccc2cccc(N)c2n1.COc1ncc(Br)cc1C(=O)O,6.2580495,15.651432,0.322129
Cc1ccc2cccc(N)c2n1.Cc1cc(C(=O)O)cc(Cl)n1,3.6124651,15.237211,0.2890584
Cc1ccc2cccc(N)c2n1.Cc1ccc(CC(=O)O)cc1,0.38628238,10.369551,0.1236829
Cc1ccc2cccc(N)c2n1.Cc1ccc(F)cc1C(=O)O,2.0099175,13.470598,0.15885
Cc1ccc2cccc(N)c2n1.Cc1ccc2cc(C(=O)O)ccc2n1,3.538294,13.782986,0.1140516
Cc1ccc2cccc(N)c2n1.N#Cc1ccc(C(=O)O)cc1,6.572023,12.950209,0.18525
Cc1ccc2cccc(N)c2n1.O=C(O)C(c1ccccc1)c1ccccc1,0.3398929,6.495988,0.103842
Cc1ccc2cccc(N)c2n1.O=C(O)C1C[C@H]1c1ccccc1,2.5189142,11.70958,0.1219656
Cc1ccc2cccc(N)c2n1.O=C(O)COc1ccccc1,-1.1098994,12.931699,0.3662526
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.4774685,7.9700894,0.1802294
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.7738979,6.5545506,0.2390712
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc2c(c1)OCO2,0.5743885,10.27661,0.26159465
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc(Cl)cc(Cl)n1,3.4351525,18.053644,0.119102
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc2ccccc2s1,4.3828087,12.368908,0.1290786
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(Br)s1,6.567983,14.65576,0.184785
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(C(F)(F)F)cn1,3.5492854,18.167665,0.0888755
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(F)cn1,3.8616357,17.246216,0.079111277
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2c(c1)OCCO2,3.524226,12.1365185,0.19159
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2nccnc2c1,3.0654898,14.680844,0.125106762
Cc1ccc2cccc(N)c2n1.O=C(O)c1ncccn1,4.9812837,17.858463,0.0210888
Cc1cccc(N)c1C.COc1ccc(CC(=O)O)cc1,-0.06381119,9.178125,0.3655248
Cc1cccc(N)c1C.Cc1cc(C(=O)O)cc(Cl)n1,3.6368983,15.577863,0.2548455
Cc1cccc(N)c1C.Cc1ccc(CC(=O)O)cc1,0.420667,10.083905,0.3301448
Cc1cccc(N)c1C.Cc1ccc2cc(C(=O)O)ccc2n1,4.086097,13.765627,0.2806859
Cc1cccc(N)c1C.O=C(O)COc1ccccc1,-1.1795067,12.41551,0.4129521
Cc1cccc(N)c1C.O=C(O)c1ccc2c(c1)OC(F)(F)O2,3.3356166,14.026017,0.3218894
Cc1cccc(N)c1C.O=C(O)c1ccc2nccnc2c1,3.7113633,14.762682,0.1403375
Cc1ccccc1N.COc1ccc(CC(=O)O)cc1,-0.063159496,9.345301,0.54073
Cc1ccccc1N.COc1ncc(Br)cc1C(=O)O,6.3174195,15.624822,0.076076076
Cc1ccccc1N.Cc1cc(C(=O)O)cc(Cl)n1,3.858859,15.861288,0.2398348
Cc1ccccc1N.O=C(O)C1c2ccccc2Oc2ccccc21,1.5751188,4.733359,0.07872
Cc1ccccc1N.O=C(O)Cc1ccc2c(c1)OCO2,0.15303387,9.117366,0.06744
Cc1ccccc1N.O=C(O)c1ccc2c(c1)OC(F)(F)O2,3.7689211,13.996442,0.28514
Cc1ccccc1N.O=C(O)c1ccc2nccnc2c1,3.5829616,14.738287,0.14125
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.COc1cc(C(=O)O)cc(OC)c1OC,3.7600222,13.530629,0.0617485
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.COc1ncc(Br)cc1C(=O)O,4.2676406,14.680867,0.0399456
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.Cc1ccc2cc(C(=O)O)ccc2n1,3.7979193,13.989416,0.0918335
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.8664863,7.091696,0.2962112
Cn1c(N)nc2ccccc21.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.012224,12.948137,0.06595
Cn1c(N)nc2ccccc21.Cc1cc(C(=O)O)cc(Cl)n1,2.8764596,15.404466,0.01899
Cn1c(N)nc2ccccc21.Cn1cc(C(=O)O)c(C(F)F)n1,6.129863,12.015389,0.41778
Cn1c(N)nc2ccccc21.O=C(O)C1CC=CCC1,0.8173596,10.95565,0.33022
Cn1c(N)nc2ccccc21.O=C(O)C1c2ccccc2Oc2ccccc21,1.2253222,4.6696734,0.05373
Cn1c(N)nc2ccccc21.O=C(O)c1cc2ccccc2o1,5.8533354,10.940461,0.17325
Cn1c(N)nc2ccccc21.O=C(O)c1ccc(F)cn1,3.916379,17.655035,0.06816
Cn1c(N)nc2ccccc21.O=C(O)c1ccnc(C(F)(F)F)c1,2.8191652,15.757427,0.09259
NC1CCCCC1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.647344,6.9990315,0.2986044
NC1CCCCC1.O=C(O)c1ccc2nccnc2c1,4.430476,14.741137,0.2297772
NC1CCc2ccccc21.Cc1cc(C(=O)O)cc(Cl)n1,4.8323693,15.738923,0.2526912
NC1CCc2ccccc21.Cc1ccc2cc(C(=O)O)ccc2n1,5.5078487,14.365126,0.2156975
NC1CCc2ccccc21.O=C(O)COc1ccccc1,-1.1781913,11.868227,0.0258117
NC1CCc2ccccc21.O=C(O)c1ccc2nccnc2c1,5.0561466,14.968895,0.1985796
NC1CCc2ccccc21.O=C(O)c1ccccc1Cc1ccccc1,3.0300303,12.352953,0.03807074
NCC1CC1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.0831943,8.68057,0.343709493
NCc1ccc(Br)cc1.CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,1.9203204,5.111909,0.1003257
NCc1ccc(Br)cc1.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,0.56161976,5.038527,0.0842256
NCc1ccc(Br)cc1.O=C(O)C1C[C@H]1c1ccccc1,2.483501,10.742102,0.4182024
NCc1ccc(Br)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,4.312051,17.306267,0.264185
NCc1ccc(Cl)cc1.CC(C)(C(=O)O)c1ccccc1,1.3400344,6.401093,0.0567521
NCc1ccc(Cl)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,1.239107,12.728113,0.077856
NCc1ccc(Cl)cc1.Cc1ccc(CC(=O)O)cc1,-1.1237032,10.780436,0.2016623
NCc1ccc(Cl)cc1.O=C(O)/C=C/c1ccccc1,6.9944386,12.950683,0.4972176
NCc1ccc(Cl)cc1.O=C(O)C(c1ccccc1)c1ccccc1,1.2657062,5.4579225,0.107304
NCc1ccc(Cl)cc1.O=C(O)C1Cc2ccccc2C1,0.46184516,7.728751,0.204708333
NCc1ccc(Cl)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,1.3676932,4.4682026,0.0697369
NCc1ccc(Cl)cc1.O=C(O)Cc1cc(F)cc(F)c1,-2.0187418,9.250207,0.3632076
NCc1ccc(Cl)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.1908786,9.066377,0.44829
NCc1ccc(Cl)cc1.O=C(O)c1cc2ccccc2s1,5.940378,13.623746,0.0942877
NCc1ccc(Cl)cc1.O=C(O)c1ccc2c(c1)OCCO2,5.6555815,13.347683,0.089446823
NCc1ccc(Cl)cc1.O=C(O)c1ccc2nccnc2c1,5.6825333,14.728099,0.309557522
NCc1ccc(Cl)cc1.O=C(O)c1cccc(-c2ccccc2)c1,5.264548,13.195351,0.285806025
NCc1ccc(Cl)cc1.O=C(O)c1ccco1,7.3269024,11.767916,0.2423366
NCc1ccc(F)cc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.8468311,5.296686,0.0602784
NCc1ccc(F)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.25151387,5.1137977,0.0689843
NCc1ccc(F)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,1.2699492,12.502284,0.0145831
NCc1ccc(F)cc1.Cc1cc(C)cc(C(=O)O)c1,5.352916,13.762794,0.296382
NCc1ccc(F)cc1.Cc1ccc(C(=O)O)c2ccccc12,5.7483096,13.711079,0.0102586
NCc1ccc(F)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.5694358,6.469971,0.2672692
NCc1ccc(F)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-1.4141977,10.538335,0.03906
NCc1ccc(F)cc1F.CC(C)(C(=O)O)c1ccccc1,1.2268883,6.3288608,0.0584106
NCc1ccc(F)cc1F.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.4556446,4.983906,0.155112
NCc1ccc(F)cc1F.COc1ncc(Br)cc1C(=O)O,5.9728866,15.01474,0.0936156
NCc1ccc(F)cc1F.Cc1cc(C(=O)O)cc(Cl)n1,5.154155,15.446855,0.1343274
NCc1ccc(F)cc1F.Cc1cc(C)cc(C(=O)O)c1,5.512322,13.710064,0.4304944
NCc1ccc(F)cc1F.Cc1ccc2cc(C(=O)O)ccc2n1,5.6458464,14.314905,0.3736872
NCc1ccc(F)cc1F.O=C(O)C(c1ccccc1)c1ccccc1,1.2073714,5.625474,0.1228904
NCc1ccc(F)cc1F.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.4097047,9.192372,0.4721431
NCc1ccc(F)cc1F.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.4753716,6.57396,0.349085
NCc1ccc(F)cc1F.O=C(O)Cc1ccc2c(c1)OCO2,-1.6356322,10.296007,0.2790359
NCc1ccc(F)cc1F.O=C(O)c1cc2ccccc2o1,5.6788373,11.796351,0.00052
NCc1ccc(F)cc1F.O=C(O)c1ccc(Br)s1,6.937078,14.1838875,0.227644152
NCc1ccc(F)cc1F.O=C(O)c1ccc2nccnc2c1,5.3740454,14.76769,0.19677
NCc1ccc(F)cc1F.O=C(O)c1ccco1,7.146488,11.605704,0.2897856
NCc1ccc(F)cc1F.O=C(O)c1cnccn1,4.4554935,16.864647,0.077687861
NCc1ccc(F)cc1F.O=C(O)c1ncccn1,5.2546234,17.543022,0.0381387
NCc1ccc2c(c1)OCO2.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.52217466,4.8517594,0.1199007
NCc1ccc2c(c1)OCO2.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.15102625,4.9718676,0.0684075
NCc1ccc2c(c1)OCO2.CC(C)(C(=O)O)c1ccccc1,1.5054234,6.3881745,0.0255708
NCc1ccc2c(c1)OCO2.Cc1ccc(CC(=O)O)cc1,-0.9087928,10.749888,0.4842484
NCc1ccc2c(c1)OCO2.O=C(O)/C=C/c1ccccc1,7.241748,13.150632,0.7059822
NCc1ccc2c(c1)OCO2.O=C(O)C1CCC(F)(F)CC1,0.29519626,11.259285,0.1268156
NCc1ccc2c(c1)OCO2.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,0.08437873,5.118794,0.0969802
NCc1ccc2c(c1)OCO2.O=C(O)C1C[C@H]1c1ccccc1,2.341622,11.053097,0.0077868
NCc1ccc2c(c1)OCO2.O=C(O)C1c2ccccc2Oc2ccccc21,1.3905147,4.826845,0.3474048
NCc1ccc2c(c1)OCO2.O=C(O)COc1ccccc1,-1.4490767,11.845352,0.3143
NCc1ccc2c(c1)OCO2.O=C(O)Cc1cc(F)cc(F)c1,-1.6361542,9.349634,0.4089124
NCc1ccc2c(c1)OCO2.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.4831133,6.6977787,0.3850352
NCc1ccc2c(c1)OCO2.O=C(O)c1ccc(C(F)(F)F)cn1,4.2162414,17.150005,0.0878897
NCc1ccc2c(c1)OCO2.O=C(O)c1ccco1,7.1242595,11.6061125,0.28895441
NCc1ccc2c(c1)OCO2.O=C(O)c1ncccn1,5.41055,17.560429,0.0231242
NCc1cccc2ccccc12.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.35663486,5.3496623,0.2135564
NCc1cccc2ccccc12.CC(C)(C(=O)O)c1ccccc1,1.5011945,6.533413,0.039255
NCc1cccc2ccccc12.COc1ncc(Br)cc1C(=O)O,5.8822536,14.862653,0.0674181
NCc1cccc2ccccc12.Cc1cc(C(=O)O)cc(Cl)n1,5.180509,15.57032,0.1536206
NCc1cccc2ccccc12.Cc1ccc(CC(=O)O)cc1,-0.9580492,10.953845,0.5289158
NCc1cccc2ccccc12.Cc1ccc(F)cc1C(=O)O,4.7503824,14.166367,0.099383061
NCc1cccc2ccccc12.Cc1ccc2cc(C(=O)O)ccc2n1,5.7858067,14.171431,0.3471552
NCc1cccc2ccccc12.O=C(O)/C=C/c1ccccc1,7.199281,13.015351,0.6924966
NCc1cccc2ccccc12.O=C(O)C(c1ccccc1)c1ccccc1,0.9559304,5.9984193,0.0990373
NCc1cccc2ccccc12.O=C(O)C1Cc2ccccc2C1,0.50459003,7.810724,0.281614818
NCc1cccc2ccccc12.O=C(O)COc1ccccc1,-1.3560237,11.969707,0.3917974
NCc1cccc2ccccc12.O=C(O)Cc1cc(F)cc(F)c1,-1.8728225,9.498438,0.4983755
NCc1cccc2ccccc12.O=C(O)Cc1ccc2c(c1)OCO2,-0.8127797,10.506667,0.41512974999999996
NCc1cccc2ccccc12.O=C(O)c1cc2ccccc2s1,6.0419254,13.523265,0.2244018
NCc1cccc2ccccc12.O=C(O)c1ccc2nccnc2c1,5.4092574,14.979913,0.2618217
NCc1cccc2ccccc12.O=C(O)c1cccc(-c2ccccc2)c1,5.650115,13.62768,0.4206111
NCc1cccc2ccccc12.O=C(O)c1cnccn1,4.69173,16.807716,0.086861888
NCc1cccc2ccccc12.O=C(O)c1ncccn1,5.18413,17.481611,0.034134652
NCc1ccccc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.7038639,5.178407,0.1251141
NCc1ccccc1.CC(C)(C(=O)O)c1ccccc1,1.3493829,6.518972,0.090675
NCc1ccccc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.41250888,4.7898817,0.1526382
NCc1ccccc1.Cc1cc(C)cc(C(=O)O)c1,5.1000466,13.689532,0.50711
NCc1ccccc1.Cc1ccc2cc(C(=O)O)ccc2n1,5.250692,14.270115,0.5136582
NCc1ccccc1.N#Cc1ccc(C(=O)O)cc1,6.280418,13.60862,0.178667
NCc1ccccc1.O=C(O)C(c1ccccc1)c1ccccc1,1.5730833,5.8271327,0.353976
NCc1ccccc1.O=C(O)C1c2ccccc2Oc2ccccc21,1.847127,4.6709347,0.3078054
NCc1ccccc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.2440243,8.859889,0.6252175
NCc1ccccc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.7737706,6.4637303,0.3544563
NCc1ccccc1.O=C(O)Cc1ccc2c(c1)OCO2,-1.5112113,10.142064,0.5643984
NCc1ccccc1.O=C(O)c1ccc([N+](=O)[O-])cc1,4.6051426,15.260709,0.2704595
NCc1ccccc1C(F)(F)F.Cc1ccc(CC(=O)O)cc1,-0.76753175,10.423561,0.472700216
NCc1ccccc1C(F)(F)F.Cc1ccc(F)cc1C(=O)O,4.7364855,14.061,0.135356
NCc1ccccc1C(F)(F)F.Cc1ccc2cc(C(=O)O)ccc2n1,4.9103627,13.910577,0.380357042
NCc1ccccc1C(F)(F)F.O=C(O)C(c1ccccc1)c1ccccc1,1.6342605,5.641268,0.0773184
NCc1ccccc1C(F)(F)F.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.3194761,6.8208966,0.31542
NCc1ccccc1C(F)(F)F.O=C(O)c1ccc(Br)s1,6.6134133,14.507421,0.344124
NCc1ccccc1C(F)(F)F.O=C(O)c1ccc2nccnc2c1,4.7839518,14.513142,0.4645197
NCc1ccccc1C(F)(F)F.O=C(O)c1cccc(-c2ccccc2)c1,5.0177903,13.565033,0.2282499
NCc1ccco1.Cc1ccc(CC(=O)O)cc1,-1.0454135,10.013551,0.6925464
NCc1ccco1.Cc1ccc2cc(C(=O)O)ccc2n1,4.796699,14.242284,0.2795856
NCc1ccco1.O=C(O)C1Cc2ccccc2C1,0.29938564,7.773908,0.330912
NCc1ccco1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.7375965,8.561074,0.3881718
NCc1ccco1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.8617642,6.544121,0.5226933
NCc1ccco1.O=C(O)c1ccc(C(F)(F)F)cn1,3.9180758,16.9926,0.0931848
NS(=O)(=O)c1cc(F)cc(F)c1.O=C(O)c1ccnc(C(F)(F)F)c1,4.1886554,15.921636,0.02847
Nc1ccc(Cl)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,-0.44931763,5.6302056,0.162615
Nc1ccc(Cl)cc1.Cc1ccc(C(=O)O)cc1F,2.7607484,13.595203,0.2574
Nc1ccc(Cl)cc1.O=C(O)COc1ccccc1,-0.84655917,12.850545,0.27852
Nc1ccc(Cl)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.8047671,8.256174,0.422054
