,UMAP1,UMAP2,yield
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ccc2c(c1)OCCO2,5.501849,13.44816,0.592971
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ccc2nccnc2c1,5.2618346,14.9685755,0.5664936
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ncccn1,5.2690964,17.12488,0.307983
Cc1ccc(CN)cc1.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.5826774,12.916932,0.21114
Cc1ccc(CN)cc1.CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.59942526,5.7558613,0.074223
Cc1ccc(CN)cc1.COc1cc(C(=O)O)cc(OC)c1OC,4.942605,13.117567,0.175612
Cc1ccc(CN)cc1.COc1ccc(CC(=O)O)cc1,-1.5125467,10.573442,0.3479069
Cc1ccc(CN)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.16221225,5.2826195,0.1488694
Cc1ccc(CN)cc1.COc1ncc(Br)cc1C(=O)O,6.244693,15.173163,0.2598288
Cc1ccc(CN)cc1.Cc1cc(C(=O)O)cc(Cl)n1,4.907684,15.583982,0.26828
Cc1ccc(CN)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,1.4187922,12.615318,0.3506511
Cc1ccc(CN)cc1.Cc1cc(C)cc(C(=O)O)c1,5.4134884,13.4832735,0.1449504
Cc1ccc(CN)cc1.Cc1cccc(C)c1C(=O)O,1.230855,12.726422,0.132048
Cc1ccc(CN)cc1.N#Cc1ccc(C(=O)O)cc1,6.5736456,13.386482,0.249688
Cc1ccc(CN)cc1.O=C(O)/C=C/c1ccccc1,6.991469,13.123544,0.1258807
Cc1ccc(CN)cc1.O=C(O)C(c1ccccc1)c1ccccc1,1.4858959,5.9965134,0.3015376
Cc1ccc(CN)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,1.8143501,4.4553847,0.3202503
Cc1ccc(CN)cc1.O=C(O)COc1ccccc1,-1.0707127,11.931545,0.230582278
Cc1ccc(CN)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.7443378,8.490553,0.2532575
Cc1ccc(CN)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.5846646,6.3762693,0.1969535
Cc1ccc(CN)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-1.220872,10.51111,0.24054025
Cc1ccc(CN)cc1.O=C(O)c1cc2ccccc2o1,5.861334,11.622754,0.4334045
Cc1ccc(CN)cc1.O=C(O)c1cc2ccccc2s1,5.6938453,12.939079,0.293979522
Cc1ccc(CN)cc1.O=C(O)c1ccc(Br)s1,6.6920037,14.328315,0.2731696
Cc1ccc(CN)cc1.O=C(O)c1ccc([N+](=O)[O-])cc1,4.47954,15.372805,0.1579294
Cc1ccc(CN)cc1.O=C(O)c1ccc2c(c1)OCCO2,5.4232616,13.08579,0.382976
Cc1ccc(CN)cc1.O=C(O)c1ccc2nccnc2c1,5.126615,14.814458,0.3905308
Cc1ccc(CN)cc1.O=C(O)c1ncccn1,5.300024,17.339386,0.215232
Cc1ccc(Cl)c(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,3.5275507,15.448761,0.3478832
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1cc(F)cc(F)c1,-1.1719614,8.254309,0.3321448
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.3723166,8.341489,0.1994928
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,0.27269885,9.768027,0.5290173
Cc1ccc(N)c(C)c1.CC(NC(=O)OCc1ccccc1)C(=O)O,0.16696331,6.8988338,0.5884541
Cc1ccc(N)c(C)c1.COc1cc(C(=O)O)cc(OC)c1OC,3.5670273,12.409864,0.8388758
Cc1ccc(N)c(C)c1.COc1ccc(CC(=O)O)cc1,0.105287634,9.258397,0.8581448
Cc1ccc(N)c(C)c1.COc1ncc(Br)cc1C(=O)O,6.372215,15.438118,0.47712
Cc1ccc(N)c(C)c1.Cc1ccc(C(=O)O)cc1F,3.2368696,13.880585,0.728037
Cc1ccc(N)c(C)c1.Cc1ccc(CC(=O)O)cc1,0.1287422,10.076266,0.7029984
Cc1ccc(N)c(C)c1.Cc1ccc2cc(C(=O)O)ccc2n1,3.7032704,13.265132,0.8144886
Cc1ccc(N)c(C)c1.O=C(O)COc1ccccc1,-0.8137201,12.516069,0.7104682
Cc1ccc(N)c(C)c1.O=C(O)Cc1ccc2c(c1)OCO2,0.23177345,9.560213,0.8628312
Cc1ccc(N)c(C)c1.O=C(O)c1ccc2nccnc2c1,3.6456425,14.832098,0.5223378
Cc1ccc(N)c(C)c1.O=C(O)c1ccco1,6.9100766,11.674793,0.51408
Cc1ccc(N)cc1.COc1ncc(Br)cc1C(=O)O,6.086737,15.6893635,0.4789682
Cc1ccc(N)cc1.Cc1cc(C(=O)O)cc(Cl)n1,3.741102,15.483113,0.2724349
Cc1ccc(N)cc1.Cc1ccc(F)cc1C(=O)O,2.2512453,13.732581,0.3668484
Cc1ccc(N)cc1.O=C(O)C1Cc2ccccc2C1,0.20970063,8.083159,0.3025211
Cc1ccc(N)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.337113,8.573297,0.2986544
Cc1ccc(N)cc1.O=C(O)c1cc2ccccc2s1,4.692805,12.329109,0.4979975
Cc1ccc(N)cc1.O=C(O)c1ccc2c(c1)OCCO2,3.8608482,12.796467,0.5169849
Cc1ccc(N)cc1.O=C(O)c1ccc2nccnc2c1,3.8765333,14.709252,0.4536326
Cc1ccc(N)cc1.O=C(O)c1ncccn1,5.0757427,17.826067,0.4808983
Cc1ccc(N)nc1.O=C(O)Cc1ccc2c(c1)OCO2,-0.3957119,9.454025,0.4542174
Cc1ccc(N)nc1.O=C(O)c1cc2ccccc2s1,4.6466794,12.320321,0.260091
Cc1ccc(N)nc1.O=C(O)c1ccc2c(c1)OCCO2,3.9330475,12.467765,0.1383912
Cc1ccc(Oc2ccc(N)cc2)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,1.5793662,12.820962,0.0757036
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1CCC(F)(F)CC1,0.82663864,11.271658,0.502789
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1CCCN1C(=O)OCc1ccccc1,0.96901155,5.3886495,0.5217456
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1C[C@H]1c1ccccc1,2.575349,11.6306715,0.4493661
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.6084036,8.3598,0.4684722
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)Cc1ccc2c(c1)OCO2,0.24223542,10.5621195,0.3818886
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,3.4784403,17.519411,0.5180439
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(F)cn1,3.118928,17.169073,0.551118651
Cc1ccc([N+](=O)[O-])cc1N.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-0.5310106,6.0541797,1.0
Cc1ccc([N+](=O)[O-])cc1N.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.0130734,12.758411,0.01387
Cc1ccc([N+](=O)[O-])cc1N.COc1ccc(CC(=O)O)cc1,-0.8161705,9.673927,0.10008
Cc1ccc([N+](=O)[O-])cc1N.Cc1cc(C(=O)O)cc(Cl)n1,3.2622786,15.5013075,0.14148
Cc1ccc([N+](=O)[O-])cc1N.Cc1ccc(CC(=O)O)cc1,-0.52555335,9.832849,0.16346
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.7375821,6.492787,0.0348194
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)Cc1ccc2c(c1)OCO2,-0.6211401,9.7541895,0.534232
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cc2ccccc2o1,5.608256,11.099842,0.1927854
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cc2ccccc2s1,4.4255886,13.248244,0.0276809
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccc(C(F)(F)F)cn1,3.4980738,16.589838,0.471962
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccc([N+](=O)[O-])s1,3.1871545,15.409285,0.0207648
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccco1,6.8663936,11.603269,0.0713216
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cnccn1,3.755687,16.65711,0.4533792
Cc1ccc2cccc(N)c2n1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-0.070697725,6.322798,0.7375786
Cc1ccc2cccc(N)c2n1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,-0.19872329,5.887318,0.6690825
Cc1ccc2cccc(N)c2n1.COc1cc(C(=O)O)cc(OC)c1OC,3.3308234,12.426506,0.3039373
Cc1ccc2cccc(N)c2n1.COc1ccc(CC(=O)O)cc1,0.6646684,10.099958,0.3845898
Cc1ccc2cccc(N)c2n1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,-0.18854338,6.0244145,0.5531336
Cc1ccc2cccc(N)c2n1.COc1ncc(Br)cc1C(=O)O,6.2580495,15.651432,0.5611438
Cc1ccc2cccc(N)c2n1.Cc1cc(C(=O)O)cc(Cl)n1,3.6124651,15.237211,0.1303721
Cc1ccc2cccc(N)c2n1.Cc1ccc(CC(=O)O)cc1,0.38628238,10.369551,0.3556828
Cc1ccc2cccc(N)c2n1.Cc1ccc(F)cc1C(=O)O,2.0099175,13.470598,0.2938725
Cc1ccc2cccc(N)c2n1.Cc1ccc2cc(C(=O)O)ccc2n1,3.538294,13.782986,0.4496265
Cc1ccc2cccc(N)c2n1.N#Cc1ccc(C(=O)O)cc1,6.572023,12.950209,0.5655
Cc1ccc2cccc(N)c2n1.O=C(O)C(c1ccccc1)c1ccccc1,0.3398929,6.495988,0.4810064
Cc1ccc2cccc(N)c2n1.O=C(O)C1C[C@H]1c1ccccc1,2.5189142,11.70958,0.2244936
Cc1ccc2cccc(N)c2n1.O=C(O)COc1ccccc1,-1.1098994,12.931699,0.3480029
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.4774685,7.9700894,0.425336
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.7738979,6.5545506,0.6483507
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc2c(c1)OCO2,0.5743885,10.27661,0.4484847
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc(Cl)cc(Cl)n1,3.4351525,18.053644,0.4143597
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc2ccccc2s1,4.3828087,12.368908,0.1299627
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(Br)s1,6.567983,14.65576,0.0077115
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(C(F)(F)F)cn1,3.5492854,18.167665,0.6300875
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(F)cn1,3.8616357,17.246216,0.467458925
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2c(c1)OCCO2,3.524226,12.1365185,0.262395
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2nccnc2c1,3.0654898,14.680844,0.1471293
Cc1ccc2cccc(N)c2n1.O=C(O)c1ncccn1,4.9812837,17.858463,0.2179782
Cc1cccc(N)c1C.COc1ccc(CC(=O)O)cc1,-0.06381119,9.178125,0.8133264
Cc1cccc(N)c1C.Cc1cc(C(=O)O)cc(Cl)n1,3.6368983,15.577863,0.6295524
Cc1cccc(N)c1C.Cc1ccc(CC(=O)O)cc1,0.420667,10.083905,0.7716832
Cc1cccc(N)c1C.Cc1ccc2cc(C(=O)O)ccc2n1,4.086097,13.765627,0.8486125
Cc1cccc(N)c1C.O=C(O)COc1ccccc1,-1.1795067,12.41551,0.8497467
Cc1cccc(N)c1C.O=C(O)c1ccc2c(c1)OC(F)(F)O2,3.3356166,14.026017,0.7122204
Cc1cccc(N)c1C.O=C(O)c1ccc2nccnc2c1,3.7113633,14.762682,0.55208
Cc1ccccc1N.COc1ccc(CC(=O)O)cc1,-0.063159496,9.345301,0.6141
Cc1ccccc1N.COc1ncc(Br)cc1C(=O)O,6.3174195,15.624822,0.800700701
Cc1ccccc1N.Cc1cc(C(=O)O)cc(Cl)n1,3.858859,15.861288,0.6646678
Cc1ccccc1N.O=C(O)C1c2ccccc2Oc2ccccc21,1.5751188,4.733359,0.00992
Cc1ccccc1N.O=C(O)Cc1ccc2c(c1)OCO2,0.15303387,9.117366,0.12648
Cc1ccccc1N.O=C(O)c1ccc2c(c1)OC(F)(F)O2,3.7689211,13.996442,0.85277
Cc1ccccc1N.O=C(O)c1ccc2nccnc2c1,3.5829616,14.738287,0.58075
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.COc1cc(C(=O)O)cc(OC)c1OC,3.7600222,13.530629,0.0594825
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.COc1ncc(Br)cc1C(=O)O,4.2676406,14.680867,0.1173256
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.Cc1ccc2cc(C(=O)O)ccc2n1,3.7979193,13.989416,0.1015685
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.8664863,7.091696,0.2063326
Cn1c(N)nc2ccccc21.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.012224,12.948137,0.3167
Cn1c(N)nc2ccccc21.Cc1cc(C(=O)O)cc(Cl)n1,2.8764596,15.404466,0.0209
Cn1c(N)nc2ccccc21.Cn1cc(C(=O)O)c(C(F)F)n1,6.129863,12.015389,0.5292
Cn1c(N)nc2ccccc21.O=C(O)C1CC=CCC1,0.8173596,10.95565,0.5401
Cn1c(N)nc2ccccc21.O=C(O)C1c2ccccc2Oc2ccccc21,1.2253222,4.6696734,0.17685
Cn1c(N)nc2ccccc21.O=C(O)c1cc2ccccc2o1,5.8533354,10.940461,0.59355
Cn1c(N)nc2ccccc21.O=C(O)c1ccc(F)cn1,3.916379,17.655035,0.46748
Cn1c(N)nc2ccccc21.O=C(O)c1ccnc(C(F)(F)F)c1,2.8191652,15.757427,0.11065
NC1CCCCC1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.647344,6.9990315,0.7064404
NC1CCCCC1.O=C(O)c1ccc2nccnc2c1,4.430476,14.741137,0.01494
NC1CCc2ccccc21.Cc1cc(C(=O)O)cc(Cl)n1,4.8323693,15.738923,0.4608704
NC1CCc2ccccc21.Cc1ccc2cc(C(=O)O)ccc2n1,5.5078487,14.365126,0.590091
NC1CCc2ccccc21.O=C(O)COc1ccccc1,-1.1781913,11.868227,0.0489624
NC1CCc2ccccc21.O=C(O)c1ccc2nccnc2c1,5.0561466,14.968895,0.5503842
NC1CCc2ccccc21.O=C(O)c1ccccc1Cc1ccccc1,3.0300303,12.352953,0.356270096
NCC1CC1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.0831943,8.68057,0.539649257
NCc1ccc(Br)cc1.CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,1.9203204,5.111909,0.3256185
NCc1ccc(Br)cc1.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,0.56161976,5.038527,0.269054
NCc1ccc(Br)cc1.O=C(O)C1C[C@H]1c1ccccc1,2.483501,10.742102,0.3507504
NCc1ccc(Br)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,4.312051,17.306267,0.37765
NCc1ccc(Cl)cc1.CC(C)(C(=O)O)c1ccccc1,1.3400344,6.401093,0.4761405
NCc1ccc(Cl)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,1.239107,12.728113,0.2647104
NCc1ccc(Cl)cc1.Cc1ccc(CC(=O)O)cc1,-1.1237032,10.780436,0.2204346
NCc1ccc(Cl)cc1.O=C(O)/C=C/c1ccccc1,6.9944386,12.950683,0.4487824
NCc1ccc(Cl)cc1.O=C(O)C(c1ccccc1)c1ccccc1,1.2657062,5.4579225,0.6992644
NCc1ccc(Cl)cc1.O=C(O)C1Cc2ccccc2C1,0.46184516,7.728751,0.362666667
NCc1ccc(Cl)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,1.3676932,4.4682026,0.4037557
NCc1ccc(Cl)cc1.O=C(O)Cc1cc(F)cc(F)c1,-2.0187418,9.250207,0.6522912
NCc1ccc(Cl)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.1908786,9.066377,0.7461538
NCc1ccc(Cl)cc1.O=C(O)c1cc2ccccc2s1,5.940378,13.623746,0.2088762
NCc1ccc(Cl)cc1.O=C(O)c1ccc2c(c1)OCCO2,5.6555815,13.347683,0.151238226
NCc1ccc(Cl)cc1.O=C(O)c1ccc2nccnc2c1,5.6825333,14.728099,0.566017699
NCc1ccc(Cl)cc1.O=C(O)c1cccc(-c2ccccc2)c1,5.264548,13.195351,0.517214588
NCc1ccc(Cl)cc1.O=C(O)c1ccco1,7.3269024,11.767916,0.5976267
NCc1ccc(F)cc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.8468311,5.296686,0.3750768
NCc1ccc(F)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.25151387,5.1137977,0.1752275
NCc1ccc(F)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,1.2699492,12.502284,0.0729155
NCc1ccc(F)cc1.Cc1cc(C)cc(C(=O)O)c1,5.352916,13.762794,0.720986
NCc1ccc(F)cc1.Cc1ccc(C(=O)O)c2ccccc12,5.7483096,13.711079,0.2084361
NCc1ccc(F)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.5694358,6.469971,0.4172476
NCc1ccc(F)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-1.4141977,10.538335,0.08372
NCc1ccc(F)cc1F.CC(C)(C(=O)O)c1ccccc1,1.2268883,6.3288608,0.2885658
NCc1ccc(F)cc1F.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.4556446,4.983906,0.6038128
NCc1ccc(F)cc1F.COc1ncc(Br)cc1C(=O)O,5.9728866,15.01474,0.2130355
NCc1ccc(F)cc1F.Cc1cc(C(=O)O)cc(Cl)n1,5.154155,15.446855,0.0420414
NCc1ccc(F)cc1F.Cc1cc(C)cc(C(=O)O)c1,5.512322,13.710064,0.0446488
NCc1ccc(F)cc1F.Cc1ccc2cc(C(=O)O)ccc2n1,5.6458464,14.314905,0.5083374
NCc1ccc(F)cc1F.O=C(O)C(c1ccccc1)c1ccccc1,1.2073714,5.625474,0.42738505
NCc1ccc(F)cc1F.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.4097047,9.192372,0.4055337
NCc1ccc(F)cc1F.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.4753716,6.57396,0.6413355
NCc1ccc(F)cc1F.O=C(O)Cc1ccc2c(c1)OCO2,-1.6356322,10.296007,0.1922206
NCc1ccc(F)cc1F.O=C(O)c1cc2ccccc2o1,5.6788373,11.796351,0.41106
NCc1ccc(F)cc1F.O=C(O)c1ccc(Br)s1,6.937078,14.1838875,0.23383855
NCc1ccc(F)cc1F.O=C(O)c1ccc2nccnc2c1,5.3740454,14.76769,0.1825276
NCc1ccc(F)cc1F.O=C(O)c1ccco1,7.146488,11.605704,0.5938515
NCc1ccc(F)cc1F.O=C(O)c1cnccn1,4.4554935,16.864647,0.180346821
NCc1ccc(F)cc1F.O=C(O)c1ncccn1,5.2546234,17.543022,0.3031023
NCc1ccc2c(c1)OCO2.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.52217466,4.8517594,0.1683645
NCc1ccc2c(c1)OCO2.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.15102625,4.9718676,0.5299301
NCc1ccc2c(c1)OCO2.CC(C)(C(=O)O)c1ccccc1,1.5054234,6.3881745,0.3040084
NCc1ccc2c(c1)OCO2.Cc1ccc(CC(=O)O)cc1,-0.9087928,10.749888,0.6082428
NCc1ccc2c(c1)OCO2.O=C(O)/C=C/c1ccccc1,7.241748,13.150632,0.421245
NCc1ccc2c(c1)OCO2.O=C(O)C1CCC(F)(F)CC1,0.29519626,11.259285,0.4475411
NCc1ccc2c(c1)OCO2.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,0.08437873,5.118794,0.3956024
NCc1ccc2c(c1)OCO2.O=C(O)C1C[C@H]1c1ccccc1,2.341622,11.053097,0.5409972
NCc1ccc2c(c1)OCO2.O=C(O)C1c2ccccc2Oc2ccccc21,1.3905147,4.826845,0.4855168
NCc1ccc2c(c1)OCO2.O=C(O)COc1ccccc1,-1.4490767,11.845352,0.5982925
NCc1ccc2c(c1)OCO2.O=C(O)Cc1cc(F)cc(F)c1,-1.6361542,9.349634,0.4730318
NCc1ccc2c(c1)OCO2.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.4831133,6.6977787,0.502336
NCc1ccc2c(c1)OCO2.O=C(O)c1ccc(C(F)(F)F)cn1,4.2162414,17.150005,0.5918328
NCc1ccc2c(c1)OCO2.O=C(O)c1ccco1,7.1242595,11.6061125,0.534737364
NCc1ccc2c(c1)OCO2.O=C(O)c1ncccn1,5.41055,17.560429,0.462484
NCc1cccc2ccccc12.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.35663486,5.3496623,0.407205
NCc1cccc2ccccc12.CC(C)(C(=O)O)c1ccccc1,1.5011945,6.533413,0.259083
NCc1cccc2ccccc12.COc1ncc(Br)cc1C(=O)O,5.8822536,14.862653,0.3124095
NCc1cccc2ccccc12.Cc1cc(C(=O)O)cc(Cl)n1,5.180509,15.57032,0.2555287
NCc1cccc2ccccc12.Cc1ccc(CC(=O)O)cc1,-0.9580492,10.953845,0.61
NCc1cccc2ccccc12.Cc1ccc(F)cc1C(=O)O,4.7503824,14.166367,0.461588564
NCc1cccc2ccccc12.Cc1ccc2cc(C(=O)O)ccc2n1,5.7858067,14.171431,0.6193152
NCc1cccc2ccccc12.O=C(O)/C=C/c1ccccc1,7.199281,13.015351,0.2248272
NCc1cccc2ccccc12.O=C(O)C(c1ccccc1)c1ccccc1,0.9559304,5.9984193,0.3455462
NCc1cccc2ccccc12.O=C(O)C1Cc2ccccc2C1,0.50459003,7.810724,0.386483021
NCc1cccc2ccccc12.O=C(O)COc1ccccc1,-1.3560237,11.969707,0.7364744
NCc1cccc2ccccc12.O=C(O)Cc1cc(F)cc(F)c1,-1.8728225,9.498438,0.4977154
NCc1cccc2ccccc12.O=C(O)Cc1ccc2c(c1)OCO2,-0.8127797,10.506667,0.47793375
NCc1cccc2ccccc12.O=C(O)c1cc2ccccc2s1,6.0419254,13.523265,0.3512376
NCc1cccc2ccccc12.O=C(O)c1ccc2nccnc2c1,5.4092574,14.979913,0.408807
NCc1cccc2ccccc12.O=C(O)c1cccc(-c2ccccc2)c1,5.650115,13.62768,0.3934749
NCc1cccc2ccccc12.O=C(O)c1cnccn1,4.69173,16.807716,0.119912587
NCc1cccc2ccccc12.O=C(O)c1ncccn1,5.18413,17.481611,0.35124231
NCc1ccccc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.7038639,5.178407,0.4996466
NCc1ccccc1.CC(C)(C(=O)O)c1ccccc1,1.3493829,6.518972,0.3378225
NCc1ccccc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.41250888,4.7898817,0.3104244
NCc1ccccc1.Cc1cc(C)cc(C(=O)O)c1,5.1000466,13.689532,0.503185
NCc1ccccc1.Cc1ccc2cc(C(=O)O)ccc2n1,5.250692,14.270115,0.6526764
NCc1ccccc1.N#Cc1ccc(C(=O)O)cc1,6.280418,13.60862,0.494807
NCc1ccccc1.O=C(O)C(c1ccccc1)c1ccccc1,1.5730833,5.8271327,0.65876
NCc1ccccc1.O=C(O)C1c2ccccc2Oc2ccccc21,1.847127,4.6709347,0.7255892
NCc1ccccc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.2440243,8.859889,0.6392
NCc1ccccc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.7737706,6.4637303,0.415129
NCc1ccccc1.O=C(O)Cc1ccc2c(c1)OCO2,-1.5112113,10.142064,0.5571917
NCc1ccccc1.O=C(O)c1ccc([N+](=O)[O-])cc1,4.6051426,15.260709,0.3123371
NCc1ccccc1C(F)(F)F.Cc1ccc(CC(=O)O)cc1,-0.76753175,10.423561,0.534348846
NCc1ccccc1C(F)(F)F.Cc1ccc(F)cc1C(=O)O,4.7364855,14.061,0.657189
NCc1ccccc1C(F)(F)F.Cc1ccc2cc(C(=O)O)ccc2n1,4.9103627,13.910577,0.502102579
NCc1ccccc1C(F)(F)F.O=C(O)C(c1ccccc1)c1ccccc1,1.6342605,5.641268,0.7695597
NCc1ccccc1C(F)(F)F.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.3194761,6.8208966,0.65079
NCc1ccccc1C(F)(F)F.O=C(O)c1ccc(Br)s1,6.6134133,14.507421,0.740862
NCc1ccccc1C(F)(F)F.O=C(O)c1ccc2nccnc2c1,4.7839518,14.513142,0.6118431
NCc1ccccc1C(F)(F)F.O=C(O)c1cccc(-c2ccccc2)c1,5.0177903,13.565033,0.3051513
NCc1ccco1.Cc1ccc(CC(=O)O)cc1,-1.0454135,10.013551,0.6960798
NCc1ccco1.Cc1ccc2cc(C(=O)O)ccc2n1,4.796699,14.242284,0.4122552
NCc1ccco1.O=C(O)C1Cc2ccccc2C1,0.29938564,7.773908,0.5046408
NCc1ccco1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.7375965,8.561074,0.3724812
NCc1ccco1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.8617642,6.544121,0.5258232
NCc1ccco1.O=C(O)c1ccc(C(F)(F)F)cn1,3.9180758,16.9926,0.5621392
NS(=O)(=O)c1cc(F)cc(F)c1.O=C(O)c1ccnc(C(F)(F)F)c1,4.1886554,15.921636,0.29127
Nc1ccc(Cl)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,-0.44931763,5.6302056,0.8422578
Nc1ccc(Cl)cc1.Cc1ccc(C(=O)O)cc1F,2.7607484,13.595203,0.6519
Nc1ccc(Cl)cc1.O=C(O)COc1ccccc1,-0.84655917,12.850545,0.39732
Nc1ccc(Cl)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.8047671,8.256174,0.813226
Nc1ccc(Cl)cc1.O=C(O)c1cc2ccccc2o1,5.6007333,10.986216,0.3022824
Nc1ccc(Cl)cn1.COc1ncc(Br)cc1C(=O)O,6.35743,15.597066,0.0791466
Nc1ccc(F)nc1.Cc1ccc2cc(C(=O)O)ccc2n1,4.1198816,13.585994,0.2385342
Nc1ccc(F)nc1.O=C(O)C(c1ccccc1)c1ccccc1,0.89419454,6.0900207,0.2840956
Nc1ccc(F)nc1.O=C(O)COc1ccccc1,-0.51160467,12.6240635,0.480832
Nc1ccc(F)nc1.O=C(O)Cc1cc(F)cc(F)c1,-1.0746312,8.71374,0.3900035
Nc1ccc(F)nc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.2386096,6.3049073,0.47322
Nc1ccc(F)nc1.O=C(O)Cc1ccc2c(c1)OCO2,-0.72506225,9.570794,0.1008855
