Reaction #,Prod_Smiles,ArX_Smiles,Acid_Smiles,CAD Yield,bin
2815,Cn1nc(C(=O)N2CCC(c3nncc4ccccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1nncc2ccccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2816,CNC(=O)c1ccnc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)c1,CNC(=O)c1ccnc(Br)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,75.2,>10
2822,Cn1nc(C(=O)N2CCC(c3cnc(Oc4cccnc4)nc3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc(Oc2cccnc2)nc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,51.1,>10
2823,Cc1cc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)ccn1,Cc1cc(Br)ccn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,85.9,>10
2825,CCC(=O)c1ccc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)cc1O,CCC(=O)c1ccc(Br)cc1O,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2826,Cn1nc(C(=O)N2CCC(c3ccccc3N3CCNCC3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccccc1N1CCNCC1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2829,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)NC(=O)CCC4)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CCCc2ccc(Br)cc2N1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,47.2,>10
2830,Cn1nc(C(=O)N2CCC(c3cccc(N4CCCC4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc(N2CCCC2)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2831,Cn1nc(C(=O)N2CCC(c3cnc4ncccc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2ncccc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,9.0,0< yield ≤10
2832,Cn1nc(C(=O)N2CCC(c3ccc(O)cn3)CC2)c2c1CCN(C(=O)C1CC1)C2,Oc1ccc(Br)nc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,28.9,>10
2833,Cn1nc(C(=O)N2CCC(c3nncs3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1nncs1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2835,CC(=O)CC(=O)c1ccc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)cc1,CC(=O)CC(=O)c1ccc(Br)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2837,Cn1nc(C(=O)N2CCC(c3cncc(C(F)(F)F)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,FC(F)(F)c1cncc(Br)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,47.7,>10
2839,Cn1nc(C(=O)N2CCC(c3ccc4cnccc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc2cnccc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,19.6,>10
2840,Cn1nc(C(=O)N2CCC(c3ccc(-c4ncco4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc(-c2ncco2)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,12.4,>10
2842,Cn1nc(C(=O)N2CCC(c3cnc4[nH]ncc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2[nH]ncc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,19.7,>10
2843,Cn1nc(C(=O)N2CCC(c3cccc4[nH]ncc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc2[nH]ncc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,29.0,>10
2845,Cn1nc(C(=O)N2CCC(c3ccc(-c4cccs4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc(-c2cccs2)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,4.0,0< yield ≤10
2846,Cn1nc(C(=O)N2CCC(c3cccc4c3c(CO)cn4C(=O)OC(C)(C)C)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)n1cc(CO)c2c(Br)cccc21,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2848,COc1cc(OC)cc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)c1,COc1cc(Br)cc(OC)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,16.8,>10
2849,Cn1nc(C(=O)N2CCC(c3cnc4ncccn34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2ncccn12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,81.1,>10
2851,CCOc1ccc(F)c(B(O)O)c1C1CCN(C(=O)c2nn(C)c3c2CN(C(=O)C2CC2)CC3)CC1,CCOc1ccc(F)c(B(O)O)c1Br,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2852,Cn1nc(C(=O)N2CCC(c3ccc(NC(=O)OC(C)(C)C)nc3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)Nc1ccc(Br)cn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,11.4,>10
2853,CC(=O)c1ccc(Oc2cccc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)c2)cc1,CC(=O)c1ccc(Oc2cccc(Br)c2)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,19.0,>10
2854,Cn1nc(C(=O)N2CCC(c3ncccc3OC3CCCCO3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ncccc1OC1CCCCO1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,44.7,>10
2855,Cn1nc(C(=O)N2CCC(c3ccc(-c4nc5cnccc5[nH]4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc(-c2nc3cnccc3[nH]2)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,1.3,0< yield ≤10
2857,Cn1nc(C(=O)N2CCC(c3ccc(CN4CCN(C(=O)OC(C)(C)C)CC4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)N1CCN(Cc2ccc(Br)cc2)CC1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2858,Cn1nc(C(=O)N2CCC(c3cnc4[nH]ccc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2[nH]ccc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,57.1,>10
2861,Cn1nc(C(=O)N2CCC(c3cnn4ccccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnn2ccccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
2865,Cn1nc(C(=O)N2CCC(c3cccc(C4CC(=O)NC(=O)C4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CC(c2cccc(Br)c2)CC(=O)N1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,60.2,>10
2866,Cn1nnc(-c2ccc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)cn2)n1,Cn1nnc(-c2ccc(Br)cn2)n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,30.3,>10
2868,Cn1nc(C(=O)N2CCC(c3ccc(C(C)(C)N)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(N)c1ccc(Br)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2872,Cn1nc(C(=O)N2CCC(c3cccc(CNC(=O)OC(C)(C)C)n3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)NCc1cccc(Br)n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,34.1,>10
2873,Cn1nc(C(=O)N2CCC(c3cnc4ccccc4n3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2ccccc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,1.8,0< yield ≤10
2875,Cn1nc(C(=O)N2CCC(c3ccc(C4(N)CC4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,NC1(c2ccc(Br)cc2)CC1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2877,Cn1nc(C(=O)N2CCC(c3cnc(N4CCN(C(=O)OC(C)(C)C)CC4)nc3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)N1CCN(c2ncc(Br)cn2)CC1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,1.5,0< yield ≤10
2878,Cn1nc(C(=O)N2CCC(c3ccnc4ccccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccnc2ccccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.2,0< yield ≤10
2879,Cn1nc(C(=O)N2CCC(c3cccc(C(=O)c4ccccn4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C(c1cccc(Br)c1)c1ccccn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2880,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)OCC(=O)N4)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1COc2cc(Br)ccc2N1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,50.2,>10
2881,Cn1nc(C(=O)N2CCC(c3ccc4cncnc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc2cncnc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
2883,Cn1nc(C(=O)N2CCC(c3ccc(NC4CCN(C(=O)OC(C)(C)C)CC4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)N1CCC(Nc2ccc(Br)cc2)CC1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2884,Cn1nc(C(=O)N2CCC(c3cnc(F)nc3F)CC2)c2c1CCN(C(=O)C1CC1)C2,Fc1ncc(Br)c(F)n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2885,Cn1nc(C(=O)N2CCC(c3ccc(C(C)(C)C#N)nc3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C#N)c1ccc(Br)cn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,43.8,>10
2887,Cn1nc(C(=O)N2CCC(c3ccc4ncncc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc2ncncc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,9.2,0< yield ≤10
2888,Cn1nc(C(=O)N2CCC(c3ccc(CO)cc3F)CC2)c2c1CCN(C(=O)C1CC1)C2,OCc1ccc(Br)c(F)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,10.3,>10
2889,Cc1n[nH]c2cc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)ccc12,Cc1n[nH]c2cc(Br)ccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,21.1,>10
2890,Cn1nc(C(=O)N2CCC(c3cccc4nccn34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc2nccn12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,20.6,>10
2893,COc1ccc2nccc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)c2c1,COc1ccc2nccc(Br)c2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
2895,Cn1nc(C(=O)N2CCC(c3ccc4ncnn4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc2ncnn2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,28.7,>10
2896,Cn1nc(C(=O)N2CCC(c3cn(C(=O)OC(C)(C)C)c4ncccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)n1cc(Br)c2cccnc21,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,14.3,>10
2897,CCOP(=O)(Cc1ccc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)cn1)OCC,CCOP(=O)(Cc1ccc(Br)cn1)OCC,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,1.6,0< yield ≤10
2898,Cc1cncc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)n1,Cc1cncc(Br)n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,11.3,>10
2899,Cn1nc(C(=O)N2CCC(c3ccc4ncn(C)c4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Cn1cnc2ccc(Br)cc21,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,7.6,0< yield ≤10
2900,Cn1nc(C(=O)N2CCC(c3ccc4c(N)ncnn34)CC2)c2c1CCN(C(=O)C1CC1)C2,Nc1ncnn2c(Br)ccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.6,0< yield ≤10
2901,Cn1nc(C(=O)N2CCC(c3ncn[nH]3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ncn[nH]1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2902,Cn1nc(C(=O)N2CCC(c3cccc4ccoc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc2ccoc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,31.1,>10
2903,Cn1ccc(-c2cccc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)c2)n1,Cn1ccc(-c2cccc(Br)c2)n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,34.9,>10
2904,Cc1ccc(S(=O)(=O)n2cc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)c3ccccc32)cc1,Cc1ccc(S(=O)(=O)n2cc(Br)c3ccccc32)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
2905,COc1ccc2cc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)cnc2n1,COc1ccc2cc(Br)cnc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,8.1,0< yield ≤10
2906,COc1ccc2nc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)ccc2n1,COc1ccc2nc(Br)ccc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,53.3,>10
2907,COc1ncc2cc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)ccc2n1,COc1ncc2cc(Br)ccc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,16.7,>10
2908,COc1cc2ccc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)nc2cn1,COc1cc2ccc(Br)nc2cn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2909,COc1ccc2cc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)ncc2n1,COc1ccc2cc(Br)ncc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,17.3,>10
2910,Cn1nc(C(=O)N2CCC(c3cc4ccc(C(F)(F)F)nc4cn3)CC2)c2c1CCN(C(=O)C1CC1)C2,FC(F)(F)c1ccc2cc(Br)ncc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,5.0,0< yield ≤10
2912,Cn1nc(C(=O)N2CCC(c3cnc4nccn4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2nccn2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,3.2,0< yield ≤10
2913,COc1ccc2[nH]cc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)c2n1,COc1ccc2[nH]cc(Br)c2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
2914,Cn1nc(C(=O)N2CCC(c3ccc4[nH]ccc4n3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc2[nH]ccc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,43.5,>10
2915,Cn1nc(C(=O)N2CCC(c3cnc4cc[nH]c4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2cc[nH]c2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,53.0,>10
2917,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)CNC4=O)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1NCc2cc(Br)ccc21,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,46.3,>10
2921,Cn1nc(C(=O)N2CCC(c3cn4ccnc4cn3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cn2ccnc2cn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,24.2,>10
2922,Cc1cn[nH]c1-c1ccc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)cc1,Cc1cn[nH]c1-c1ccc(Br)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,41.0,>10
2923,Cn1nc(C(=O)N2CCC(c3cnc(C(F)(F)F)nc3)CC2)c2c1CCN(C(=O)C1CC1)C2,FC(F)(F)c1ncc(Br)cn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,17.2,>10
2924,Cn1nc(C(=O)N2CCC(c3cccc4[nH]cnc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc2[nH]cnc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,28.3,>10
2925,CCCc1cc(NC(=O)OC(C)(C)C)c2cc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)ccc2n1,CCCc1cc(NC(=O)OC(C)(C)C)c2cc(Br)ccc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,27.9,>10
2928,CC(C)NC(=O)c1ccc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)cn1,CC(C)NC(=O)c1ccc(Br)cn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2929,Cn1nc(C(=O)N2CCC(c3ccc(C(=O)NCc4ccccc4)nc3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C(NCc1ccccc1)c1ccc(Br)cn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,11.0,>10
2930,C=CCc1ccc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)c(F)c1,C=CCc1ccc(Br)c(F)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.9,0< yield ≤10
2931,Cn1nc(C(=O)N2CCC(c3cnn(-c4ncccn4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnn(-c2ncccn2)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,17.2,>10
2934,Cn1nc(C(=O)N2CCC(c3ccc(-n4cnnc4)nc3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc(-n2cnnc2)nc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,28.4,>10
2935,Cn1nc(C(=O)N2CCC(c3ccc(CS(=O)(=O)N4CCCC4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=S(=O)(Cc1ccc(Br)cc1)N1CCCC1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,29.7,>10
2936,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)ncn4C)CC2)c2c1CCN(C(=O)C1CC1)C2,Cn1cnc2cc(Br)ccc21,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,67.8,>10
2937,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)NC(=O)CC4)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CCc2ccc(Br)cc2N1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,29.9,>10
2939,Cn1nc(C(=O)N2CCC(c3ccc(N4CCCC4=O)c(F)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CCCN1c1ccc(Br)cc1F,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,40.9,>10
2941,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)oc3ccccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc2c(c1)oc1ccccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,21.7,>10
2942,COc1ccc(Cn2cnc3cc(C4CCN(C(=O)c5nn(C)c6c5CN(C(=O)C5CC5)CC6)CC4)ccc32)cc1,COc1ccc(Cn2cnc3cc(Br)ccc32)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,66.6,>10
2943,Cn1nc(C(=O)N2CCC(c3cnc4nncn4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2nncn2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,15.7,>10
2944,Cn1nc(C(=O)N2CCC(c3ccnc(N)n3)CC2)c2c1CCN(C(=O)C1CC1)C2,Nc1nccc(Br)n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,52.4,>10
2945,Cn1nc(C(=O)N2CCC(c3ccc4nc(O)cnc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Oc1cnc2cc(Br)ccc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.6,0< yield ≤10
2947,Cn1cc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)nn1,Cn1cc(Br)nn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,15.5,>10
2948,Cn1nc(C(=O)N2CCC(c3ncnc4ccccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ncnc2ccccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
2949,Cn1nc(C(=O)N2CCC(c3cccc4ncncc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc2ncncc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
2950,Cn1nc(C(=O)N2CCC(c3ccn4nccc4n3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccn2nccc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,5.9,0< yield ≤10
2954,Cn1nc(C(=O)N2CCC(c3csc4cnccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1csc2cnccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,39.9,>10
2955,CC(=O)Nc1ncc(F)cc1C1CCN(C(=O)c2nn(C)c3c2CN(C(=O)C2CC2)CC3)CC1,CC(=O)Nc1ncc(F)cc1Br,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,8.9,0< yield ≤10
2956,Cn1nc(C(=O)N2CCC(c3nc(CO)co3)CC2)c2c1CCN(C(=O)C1CC1)C2,OCc1coc(Br)n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
